"id","code","name","miningSiteId","startPoint","endPoint","distance","roadCondition","maxSpeed","gradient","isActive","lastMaintenance","createdAt","updatedAt"
"cmhsbjne302xcmaftfsi0ng9x","ROAD-0096","Road Segment 96","cmhsbjl4m00jcmaft72mluut9","Point-R","Point-S",0.5763491479531525,"GOOD",20,-2.494819762816488,true,"2025-09-30T23:02:35.119Z","2025-11-09T23:02:35.308Z","2025-11-09T23:02:35.308Z"
"cmhsbjne502xemaftwnspsdqy","ROAD-0097","Road Segment 97","cmhsbjl4n00jdmaft6dvqncv7","Point-S","Point-T",2.568701746245145,"POOR",36,-4.711114656219348,true,"2025-09-18T23:02:35.119Z","2025-11-09T23:02:35.309Z","2025-11-09T23:02:35.309Z"
"cmhsbjne702xgmafta40iq88g","ROAD-0098","Road Segment 98","cmhsbjl4p00jemaft9i2n2wf7","Point-T","Point-U",3.638244508675463,"POOR",25,-0.1392568834592867,true,"2025-09-18T23:02:35.119Z","2025-11-09T23:02:35.311Z","2025-11-09T23:02:35.311Z"
"cmhsbjne802ximaft4ehnszcq","ROAD-0099","Road Segment 99","cmhsbjl4q00jfmafthrjfb2dy","Point-U","Point-V",2.943715584865008,"FAIR",23,3.29904467536779,true,"2025-09-12T23:02:35.119Z","2025-11-09T23:02:35.313Z","2025-11-09T23:02:35.313Z"
"cmhsbjneb02xkmaftd7t3xizf","ROAD-0100","Road Segment 100","cmhsbjl4s00jgmaftp3dvcanb","Point-V","Point-W",2.24185999023209,"GOOD",45,0.3867301864783084,true,"2025-09-19T23:02:35.119Z","2025-11-09T23:02:35.315Z","2025-11-09T23:02:35.315Z"
"cmhsbjned02xmmaftx2s2p0pd","ROAD-0101","Road Segment 101","cmhsbjl4t00jhmaftxg7uum21","Point-W","Point-X",2.296192404681289,"EXCELLENT",33,-3.108419884685283,true,"2025-09-21T23:02:35.119Z","2025-11-09T23:02:35.317Z","2025-11-09T23:02:35.317Z"
"cmhsbjnef02xomafti229lyv2","ROAD-0102","Road Segment 102","cmhsbjl4v00jimaft3jbvqtrm","Point-X","Point-Y",0.7701610537470289,"EXCELLENT",34,4.164558827689525,true,"2025-10-25T23:02:35.119Z","2025-11-09T23:02:35.319Z","2025-11-09T23:02:35.319Z"
"cmhsbjneh02xqmaft3qrsgzqz","ROAD-0103","Road Segment 103","cmhsbjl4x00jjmaftbika89ms","Point-Y","Point-Z",4.338558019349263,"FAIR",39,-3.372472977872424,true,"2025-10-01T23:02:35.119Z","2025-11-09T23:02:35.321Z","2025-11-09T23:02:35.321Z"
"cmhsbjnej02xsmaftjr6k78ng","ROAD-0104","Road Segment 104","cmhsbjl4y00jkmaft0f8g3wll","Point-Z","Point-[",1.391404926306477,"EXCELLENT",24,6.687630682880176,true,"2025-09-30T23:02:35.119Z","2025-11-09T23:02:35.323Z","2025-11-09T23:02:35.323Z"
"cmhsbjnek02xumaftgaljznx6","ROAD-0105","Road Segment 105","cmhsbjl4z00jlmaftq1l7o9k6","Point-A","Point-B",1.852606938893532,"FAIR",36,-4.966050149375506,true,"2025-10-24T23:02:35.119Z","2025-11-09T23:02:35.325Z","2025-11-09T23:02:35.325Z"
"cmhsbjnem02xwmaftzlb7aehi","ROAD-0106","Road Segment 106","cmhsbjl5100jmmaftqhdvf3e1","Point-B","Point-C",1.57956820051388,"FAIR",24,6.068753889251749,true,,"2025-11-09T23:02:35.327Z","2025-11-09T23:02:35.327Z"
"cmhsbjneo02xymaftwjfmppvo","ROAD-0107","Road Segment 107","cmhsbjl5200jnmaftirgyscxq","Point-C","Point-D",4.317296847009302,"GOOD",24,-1.970876933706048,true,"2025-09-19T23:02:35.119Z","2025-11-09T23:02:35.328Z","2025-11-09T23:02:35.328Z"
"cmhsbjneq02y0mafto8jftpyu","ROAD-0108","Road Segment 108","cmhsbjl5300jomaftrk695430","Point-D","Point-E",1.901322217181046,"FAIR",48,0.7088033010326367,false,,"2025-11-09T23:02:35.330Z","2025-11-09T23:02:35.330Z"
"cmhsbjnet02y2maftiteeoywh","ROAD-0109","Road Segment 109","cmhsbjl5500jpmaftlikf62mk","Point-E","Point-F",3.357730568475885,"EXCELLENT",25,1.468018857490896,true,"2025-10-24T23:02:35.119Z","2025-11-09T23:02:35.334Z","2025-11-09T23:02:35.334Z"
"cmhsbjnew02y4maftgwayfao1","ROAD-0110","Road Segment 110","cmhsbjl5600jqmaftx6dq1ql2","Point-F","Point-G",2.131367576922112,"GOOD",29,8.944096122254928,true,,"2025-11-09T23:02:35.336Z","2025-11-09T23:02:35.336Z"
"cmhsbjney02y6maftibb9clln","ROAD-0111","Road Segment 111","cmhsbjl5700jrmaftgihl2bm6","Point-G","Point-H",4.757061163411739,"EXCELLENT",41,8.439323323843084,false,"2025-11-08T23:02:35.119Z","2025-11-09T23:02:35.338Z","2025-11-09T23:02:35.338Z"
"cmhsbjnf002y8maftbe4b4vlv","ROAD-0112","Road Segment 112","cmhsbjl5800jsmaftgt45lyuw","Point-H","Point-I",1.23449589045898,"GOOD",34,-0.5705867725084932,true,"2025-09-15T23:02:35.119Z","2025-11-09T23:02:35.340Z","2025-11-09T23:02:35.340Z"
"cmhsbjnf202yamaft87x7u79t","ROAD-0113","Road Segment 113","cmhsbjl5a00jtmaftydrkrnme","Point-I","Point-J",4.993419975017121,"EXCELLENT",35,4.105180634692783,true,"2025-10-18T23:02:35.119Z","2025-11-09T23:02:35.342Z","2025-11-09T23:02:35.342Z"
"cmhsbjnf402ycmaftzrpomvr6","ROAD-0114","Road Segment 114","cmhsbjl5b00jumaftxa7w5vub","Point-J","Point-K",3.309648391135886,"FAIR",26,8.489852401150248,true,"2025-10-04T23:02:35.119Z","2025-11-09T23:02:35.344Z","2025-11-09T23:02:35.344Z"
"cmhsbjnf502yemaftyzrmzlmm","ROAD-0115","Road Segment 115","cmhsbjl5d00jvmaftts7gtsza","Point-K","Point-L",2.403720774781632,"FAIR",24,2.164607371062974,true,"2025-09-12T23:02:35.119Z","2025-11-09T23:02:35.346Z","2025-11-09T23:02:35.346Z"
"cmhsbjnf702ygmaft3o6b7max","ROAD-0116","Road Segment 116","cmhsbjl5e00jwmaftmlxrxils","Point-L","Point-M",1.03351663583133,"EXCELLENT",32,3.873736134347205,false,"2025-10-05T23:02:35.119Z","2025-11-09T23:02:35.348Z","2025-11-09T23:02:35.348Z"
"cmhsbjnfa02yimaftx5oayhmj","ROAD-0117","Road Segment 117","cmhsbjl5g00jxmaftovfkmwkd","Point-M","Point-N",3.736458242026124,"POOR",29,3.943765579990004,true,"2025-11-05T23:02:35.119Z","2025-11-09T23:02:35.350Z","2025-11-09T23:02:35.350Z"
"cmhsbjnfc02ykmaftrobdthz0","ROAD-0118","Road Segment 118","cmhsbjl5h00jymafte2jvqibk","Point-N","Point-O",0.6894205504741102,"FAIR",21,5.734236474129734,true,"2025-10-15T23:02:35.119Z","2025-11-09T23:02:35.352Z","2025-11-09T23:02:35.352Z"
"cmhsbjnfe02ymmaftmlqhe69m","ROAD-0119","Road Segment 119","cmhsbjl5i00jzmaftlrynkgxz","Point-O","Point-P",3.762338272937802,"POOR",45,-1.11939728193139,true,"2025-09-30T23:02:35.119Z","2025-11-09T23:02:35.355Z","2025-11-09T23:02:35.355Z"
"cmhsbjnfg02yomaftqnfl1i56","ROAD-0120","Road Segment 120","cmhsbjl5j00k0maft0tmum5lk","Point-P","Point-Q",4.261742706143166,"GOOD",26,5.358009553391742,true,"2025-11-02T23:02:35.119Z","2025-11-09T23:02:35.356Z","2025-11-09T23:02:35.356Z"
"cmhsbjnfh02yqmaftbdlnppf8","ROAD-0121","Road Segment 121","cmhsbjl5l00k1maftw3yl44t1","Point-Q","Point-R",4.615219584592043,"GOOD",29,0.9988059741583122,true,"2025-09-14T23:02:35.119Z","2025-11-09T23:02:35.358Z","2025-11-09T23:02:35.358Z"
"cmhsbjnfj02ysmaftq9vqmcvv","ROAD-0122","Road Segment 122","cmhsbjl5m00k2maftl2a1u3t8","Point-R","Point-S",3.31405202813344,"FAIR",26,1.274672082757978,true,,"2025-11-09T23:02:35.359Z","2025-11-09T23:02:35.359Z"
"cmhsbjnfk02yumaftp8wt9kp5","ROAD-0123","Road Segment 123","cmhsbjl5n00k3maftfhfgbd4a","Point-S","Point-T",3.137843176988057,"EXCELLENT",42,-2.984872533109923,true,"2025-09-19T23:02:35.119Z","2025-11-09T23:02:35.361Z","2025-11-09T23:02:35.361Z"
"cmhsbjnfm02ywmaft741wdqsf","ROAD-0124","Road Segment 124","cmhsbjl5o00k4maftx43263vi","Point-T","Point-U",1.255986865481578,"POOR",28,1.969242308985671,true,,"2025-11-09T23:02:35.363Z","2025-11-09T23:02:35.363Z"
"cmhsbjnfo02yymaftfeszn9ik","ROAD-0125","Road Segment 125","cmhsbjl5q00k5maftmmcvh42j","Point-U","Point-V",1.482304353692832,"GOOD",41,3.733697931154603,true,"2025-09-23T23:02:35.119Z","2025-11-09T23:02:35.364Z","2025-11-09T23:02:35.364Z"
"cmhsbjnfq02z0maftxinrly7s","ROAD-0126","Road Segment 126","cmhsbjl5r00k6maft5s04wfd7","Point-V","Point-W",1.295331522951714,"EXCELLENT",42,1.082181825873767,true,"2025-10-16T23:02:35.119Z","2025-11-09T23:02:35.367Z","2025-11-09T23:02:35.367Z"
"cmhsbjnfs02z2maftkhb4q36t","ROAD-0127","Road Segment 127","cmhsbjl5t00k7maftsvs272ar","Point-W","Point-X",2.042308951144413,"EXCELLENT",40,0.3792627593347442,true,"2025-10-27T23:02:35.119Z","2025-11-09T23:02:35.368Z","2025-11-09T23:02:35.368Z"
"cmhsbjnfu02z4maft3m7j5w9d","ROAD-0128","Road Segment 128","cmhsbjl5u00k8mafttr488qqf","Point-X","Point-Y",1.985066236220043,"EXCELLENT",30,-4.420511771627087,true,,"2025-11-09T23:02:35.370Z","2025-11-09T23:02:35.370Z"
"cmhsbjnfw02z6maft9klqwl07","ROAD-0129","Road Segment 129","cmhsbjl5w00k9maft1a7a6lh4","Point-Y","Point-Z",3.49642587543116,"EXCELLENT",24,4.064286933592541,true,,"2025-11-09T23:02:35.372Z","2025-11-09T23:02:35.372Z"
"cmhsbjnfx02z8maftdye70vpx","ROAD-0130","Road Segment 130","cmhsbjl5x00kamaftehp4iupx","Point-Z","Point-[",3.194184778526366,"EXCELLENT",45,0.008709968166074944,true,"2025-09-19T23:02:35.119Z","2025-11-09T23:02:35.374Z","2025-11-09T23:02:35.374Z"
"cmhsbjnfz02zamaftbzf12uj1","ROAD-0131","Road Segment 131","cmhsbjl5y00kbmaftcc2w4o7l","Point-A","Point-B",4.458875045652409,"POOR",30,9.475310334306657,true,"2025-11-06T23:02:35.119Z","2025-11-09T23:02:35.375Z","2025-11-09T23:02:35.375Z"
"cmhsbjng102zcmaftiwa3j38w","ROAD-0132","Road Segment 132","cmhsbjl6000kcmaft0bsnc5fe","Point-B","Point-C",2.523851199719639,"FAIR",21,-3.070217579153164,true,"2025-10-01T23:02:35.119Z","2025-11-09T23:02:35.377Z","2025-11-09T23:02:35.377Z"
"cmhsbjng202zemaftwi75owuh","ROAD-0133","Road Segment 133","cmhsbjl6100kdmaftngkwhi6l","Point-C","Point-D",3.057278503503889,"POOR",41,2.13789118499081,false,"2025-10-18T23:02:35.119Z","2025-11-09T23:02:35.379Z","2025-11-09T23:02:35.379Z"
"cmhsbjng402zgmaftz6gvikay","ROAD-0134","Road Segment 134","cmhsbjl6200kemaftlztwrepv","Point-D","Point-E",3.670492489644266,"EXCELLENT",25,9.739306847666278,true,"2025-10-11T23:02:35.119Z","2025-11-09T23:02:35.380Z","2025-11-09T23:02:35.380Z"
"cmhsbjng602zimaftwo6rraz0","ROAD-0135","Road Segment 135","cmhsbjl6300kfmaft2tfnuus0","Point-E","Point-F",4.000762902396289,"EXCELLENT",32,-2.582835668480584,true,"2025-10-02T23:02:35.119Z","2025-11-09T23:02:35.382Z","2025-11-09T23:02:35.382Z"
"cmhsbjng802zkmaft1bttvgto","ROAD-0136","Road Segment 136","cmhsbjl6400kgmaftg3o43obc","Point-F","Point-G",1.753436891190177,"FAIR",22,6.073552190227144,true,"2025-09-16T23:02:35.119Z","2025-11-09T23:02:35.385Z","2025-11-09T23:02:35.385Z"
"cmhsbjnga02zmmaft42wjrb27","ROAD-0137","Road Segment 137","cmhsbjl6600khmafte3cf95o1","Point-G","Point-H",2.386610553083348,"FAIR",26,5.186119921754788,true,,"2025-11-09T23:02:35.386Z","2025-11-09T23:02:35.386Z"
"cmhsbjngc02zomaftffcy56zw","ROAD-0138","Road Segment 138","cmhsbjl6800kimaft4ziod482","Point-H","Point-I",1.982489002381822,"EXCELLENT",49,9.69295340926177,true,"2025-11-04T23:02:35.119Z","2025-11-09T23:02:35.388Z","2025-11-09T23:02:35.388Z"
"cmhsbjnge02zqmaft5drslfh1","ROAD-0139","Road Segment 139","cmhsbjl6a00kjmaft9iuvmrg4","Point-I","Point-J",1.382356046552379,"FAIR",41,5.295313422094443,true,"2025-09-22T23:02:35.119Z","2025-11-09T23:02:35.390Z","2025-11-09T23:02:35.390Z"
"cmhsbjngf02zsmaftxwciaj7m","ROAD-0140","Road Segment 140","cmhsbjl6b00kkmafta5y93ytq","Point-J","Point-K",1.552651241223006,"POOR",38,-4.96580989815648,true,,"2025-11-09T23:02:35.392Z","2025-11-09T23:02:35.392Z"
"cmhsbjngh02zumaftq7ixpl0a","ROAD-0141","Road Segment 141","cmhsbjl6d00klmaft7izvyjky","Point-K","Point-L",4.040191421389991,"EXCELLENT",31,2.990611700364547,true,"2025-10-09T23:02:35.119Z","2025-11-09T23:02:35.393Z","2025-11-09T23:02:35.393Z"
"cmhsbjngj02zwmaft0blcig4f","ROAD-0142","Road Segment 142","cmhsbjl6e00kmmafto4599e0p","Point-L","Point-M",1.396263590320985,"POOR",45,-0.3289609733932952,true,"2025-11-07T23:02:35.119Z","2025-11-09T23:02:35.395Z","2025-11-09T23:02:35.395Z"
"cmhsbjngl02zymaftf91uitqi","ROAD-0143","Road Segment 143","cmhsbjl6f00knmaftdy9a7bse","Point-M","Point-N",0.9964071108272476,"GOOD",41,9.340604049555195,true,"2025-11-03T23:02:35.119Z","2025-11-09T23:02:35.397Z","2025-11-09T23:02:35.397Z"
"cmhsbjngn0300mafteihng3eq","ROAD-0144","Road Segment 144","cmhsbjl6g00komaftndvjz6ix","Point-N","Point-O",3.920081578406302,"GOOD",40,-3.871278582033023,true,"2025-10-28T23:02:35.119Z","2025-11-09T23:02:35.400Z","2025-11-09T23:02:35.400Z"
"cmhsbjngp0302maftlsf1eo45","ROAD-0145","Road Segment 145","cmhsbjl6i00kpmaftbkff5tdf","Point-O","Point-P",3.622307049542981,"EXCELLENT",27,4.987089029323643,true,"2025-09-26T23:02:35.119Z","2025-11-09T23:02:35.402Z","2025-11-09T23:02:35.402Z"
"cmhsbjngr0304maft3qihvb6f","ROAD-0146","Road Segment 146","cmhsbjl6j00kqmaft9c4y40nz","Point-P","Point-Q",2.26373359282694,"FAIR",47,4.095517190456516,true,"2025-09-24T23:02:35.119Z","2025-11-09T23:02:35.403Z","2025-11-09T23:02:35.403Z"
"cmhsbjngs0306maft313p8foy","ROAD-0147","Road Segment 147","cmhsbjl6k00krmaftpms3m5i0","Point-Q","Point-R",3.475071831158886,"POOR",25,-3.946618141446242,true,"2025-09-21T23:02:35.119Z","2025-11-09T23:02:35.405Z","2025-11-09T23:02:35.405Z"
"cmhsbjngu0308maftwbicak7n","ROAD-0148","Road Segment 148","cmhsbjl6l00ksmaftqcxpejzd","Point-R","Point-S",2.026898528619267,"POOR",44,-2.730199975134409,true,"2025-09-25T23:02:35.119Z","2025-11-09T23:02:35.407Z","2025-11-09T23:02:35.407Z"
"cmhsbjngw030amaftpkqpj7r4","ROAD-0149","Road Segment 149","cmhsbjl6n00ktmafttptrl3gq","Point-S","Point-T",1.629455861572724,"GOOD",22,-0.2799876862374404,true,"2025-11-03T23:02:35.119Z","2025-11-09T23:02:35.408Z","2025-11-09T23:02:35.408Z"
"cmhsbjngx030cmaft0i022dm2","ROAD-0150","Road Segment 150","cmhsbjl6o00kumaftxscrvink","Point-T","Point-U",3.966904510667961,"GOOD",26,-4.441375451542414,true,"2025-11-01T23:02:35.119Z","2025-11-09T23:02:35.410Z","2025-11-09T23:02:35.410Z"
"cmhsbjngz030emaft75slmkl4","ROAD-0151","Road Segment 151","cmhsbjl6q00kvmaftc00boiet","Point-U","Point-V",3.634491147097273,"FAIR",43,4.173047130513863,true,"2025-09-25T23:02:35.119Z","2025-11-09T23:02:35.411Z","2025-11-09T23:02:35.411Z"
"cmhsbjnh0030gmaft3acjj48i","ROAD-0152","Road Segment 152","cmhsbjl6r00kwmafty18xfr34","Point-V","Point-W",1.943621795022838,"GOOD",45,-2.210365482490496,true,"2025-11-01T23:02:35.119Z","2025-11-09T23:02:35.413Z","2025-11-09T23:02:35.413Z"
"cmhsbjnh2030imaftfho6oebw","ROAD-0153","Road Segment 153","cmhsbjl6t00kxmaftybzwp4d3","Point-W","Point-X",1.994300774798341,"FAIR",34,-4.198030927070566,true,"2025-11-05T23:02:35.119Z","2025-11-09T23:02:35.415Z","2025-11-09T23:02:35.415Z"
"cmhsbjnh5030kmaft89u05qww","ROAD-0154","Road Segment 154","cmhsbjl6u00kymaft3kwmqm8n","Point-X","Point-Y",0.5405532800769599,"FAIR",38,-0.2077463736951337,true,,"2025-11-09T23:02:35.417Z","2025-11-09T23:02:35.417Z"
"cmhsbjnh6030mmaftbgpmdor0","ROAD-0155","Road Segment 155","cmhsbjl6v00kzmaftt4ox993a","Point-Y","Point-Z",2.199976661700589,"FAIR",49,-3.300519386044264,true,"2025-11-01T23:02:35.119Z","2025-11-09T23:02:35.419Z","2025-11-09T23:02:35.419Z"
"cmhsbjnh8030omaftk0bmwsvq","ROAD-0156","Road Segment 156","cmhsbjl6w00l0maft51ye2mcj","Point-Z","Point-[",2.191523091338778,"GOOD",45,1.666630321692906,true,,"2025-11-09T23:02:35.420Z","2025-11-09T23:02:35.420Z"
"cmhsbjnh9030qmafte1udzcjr","ROAD-0157","Road Segment 157","cmhsbjl6y00l1maft8alujlf8","Point-A","Point-B",3.400927213743512,"FAIR",45,6.660185991532947,true,,"2025-11-09T23:02:35.422Z","2025-11-09T23:02:35.422Z"
"cmhsbjnhb030smaftb7sjshx0","ROAD-0158","Road Segment 158","cmhsbjl6z00l2maft4ejrdmpt","Point-B","Point-C",1.41155951245781,"FAIR",36,-3.532193073568198,true,"2025-10-02T23:02:35.119Z","2025-11-09T23:02:35.423Z","2025-11-09T23:02:35.423Z"
"cmhsbjnhc030umaftf8wq6l1x","ROAD-0159","Road Segment 159","cmhsbjl7000l3maft3w8ihgks","Point-C","Point-D",4.213627306391303,"EXCELLENT",43,-1.783613011520516,true,,"2025-11-09T23:02:35.425Z","2025-11-09T23:02:35.425Z"
"cmhsbjnhe030wmaftu4ozsqsv","ROAD-0160","Road Segment 160","cmhsbjl7100l4maftrwk3k873","Point-D","Point-E",4.073396208408005,"FAIR",23,3.114587159574404,true,"2025-09-27T23:02:35.119Z","2025-11-09T23:02:35.427Z","2025-11-09T23:02:35.427Z"
"cmhsbjnhg030ymaft9ght2h92","ROAD-0161","Road Segment 161","cmhsbjl7300l5maftnoitqfn2","Point-E","Point-F",2.308164696735355,"POOR",33,6.131822131032536,true,,"2025-11-09T23:02:35.428Z","2025-11-09T23:02:35.428Z"
"cmhsbjnhh0310maftxim7ab7e","ROAD-0162","Road Segment 162","cmhsbjl7400l6maftdq4iamx4","Point-F","Point-G",4.522171448752076,"EXCELLENT",36,9.19113426258821,true,"2025-10-15T23:02:35.119Z","2025-11-09T23:02:35.430Z","2025-11-09T23:02:35.430Z"
"cmhsbjnhj0312maftr36bjtwc","ROAD-0163","Road Segment 163","cmhsbjl7600l7maftbdlpurfd","Point-G","Point-H",4.766828818382928,"EXCELLENT",46,2.540999286726642,true,"2025-10-17T23:02:35.119Z","2025-11-09T23:02:35.432Z","2025-11-09T23:02:35.432Z"
"cmhsbjnhm0314maft88zsur2y","ROAD-0164","Road Segment 164","cmhsbjl7700l8maftg497z2kw","Point-H","Point-I",2.226913871526802,"GOOD",36,-3.948708621018679,true,"2025-09-29T23:02:35.119Z","2025-11-09T23:02:35.434Z","2025-11-09T23:02:35.434Z"
"cmhsbjnho0316maftyo2wrl21","ROAD-0165","Road Segment 165","cmhsbjl7900l9maftjp9jpw7w","Point-I","Point-J",1.463206014764637,"POOR",41,8.537081228509603,true,,"2025-11-09T23:02:35.436Z","2025-11-09T23:02:35.436Z"
"cmhsbjnhp0318maftcjsadzxl","ROAD-0166","Road Segment 166","cmhsbjl7a00lamaft4mq0y2vn","Point-J","Point-K",4.933694948302799,"FAIR",33,3.523946383044098,true,"2025-10-04T23:02:35.119Z","2025-11-09T23:02:35.437Z","2025-11-09T23:02:35.437Z"
"cmhsbjnhq031amaftcqqgfw2h","ROAD-0167","Road Segment 167","cmhsbjl7b00lbmaft8kc9le0e","Point-K","Point-L",4.000520700104033,"GOOD",23,9.030767045418246,true,"2025-11-08T23:02:35.119Z","2025-11-09T23:02:35.439Z","2025-11-09T23:02:35.439Z"
"cmhsbjnhs031cmaftxnbtwwth","ROAD-0168","Road Segment 168","cmhsbjl7d00lcmaftfozzdtw4","Point-L","Point-M",2.643212967955371,"GOOD",43,4.230432566725504,true,"2025-10-10T23:02:35.119Z","2025-11-09T23:02:35.440Z","2025-11-09T23:02:35.440Z"
"cmhsbjnhu031emaftusr8pygp","ROAD-0169","Road Segment 169","cmhsbjl7e00ldmaft2lfk5gmq","Point-M","Point-N",2.648704555378882,"POOR",34,-1.566336810864377,true,"2025-10-30T23:02:35.119Z","2025-11-09T23:02:35.442Z","2025-11-09T23:02:35.442Z"
"cmhsbjnhv031gmaft4e7b9i6z","ROAD-0170","Road Segment 170","cmhsbjl7f00lemaftzbsz973h","Point-N","Point-O",4.167385188835607,"POOR",43,-4.955947121583709,true,,"2025-11-09T23:02:35.443Z","2025-11-09T23:02:35.443Z"
"cmhsbjnhx031imaft7umgzjzz","ROAD-0171","Road Segment 171","cmhsbjl7g00lfmaftat6c21hr","Point-O","Point-P",2.504570817348254,"EXCELLENT",27,3.002080235458003,false,"2025-09-21T23:02:35.119Z","2025-11-09T23:02:35.445Z","2025-11-09T23:02:35.445Z"
"cmhsbjnhy031kmafth8cd9quy","ROAD-0172","Road Segment 172","cmhsbjl7i00lgmaftsgtpzfr9","Point-P","Point-Q",2.614252998019513,"POOR",30,9.013602015752294,true,,"2025-11-09T23:02:35.447Z","2025-11-09T23:02:35.447Z"
"cmhsbjni1031mmaftrj1tlw9g","ROAD-0173","Road Segment 173","cmhsbjl7j00lhmaft3uxt5zwk","Point-Q","Point-R",3.441069440670261,"FAIR",38,-0.7514786486951541,true,"2025-10-31T23:02:35.119Z","2025-11-09T23:02:35.449Z","2025-11-09T23:02:35.449Z"
"cmhsbjni3031omaft8hdhf184","ROAD-0174","Road Segment 174","cmhsbjl7k00limaftks8uir57","Point-R","Point-S",1.738075776788184,"EXCELLENT",38,4.161197845412367,true,"2025-10-17T23:02:35.119Z","2025-11-09T23:02:35.451Z","2025-11-09T23:02:35.451Z"
"cmhsbjni4031qmaftvtwjsfob","ROAD-0175","Road Segment 175","cmhsbjl7m00ljmaftvfmmjv4k","Point-S","Point-T",1.405844611815678,"POOR",43,-0.8347681728186309,true,,"2025-11-09T23:02:35.453Z","2025-11-09T23:02:35.453Z"
"cmhsbjni6031smaftztctofby","ROAD-0176","Road Segment 176","cmhsbjl7n00lkmaftydbfl3t3","Point-T","Point-U",4.65427484157789,"EXCELLENT",32,-1.592181281357878,false,"2025-09-20T23:02:35.119Z","2025-11-09T23:02:35.454Z","2025-11-09T23:02:35.454Z"
"cmhsbjni8031umaftbnhz7ya3","ROAD-0177","Road Segment 177","cmhsbjl7p00llmaftusd91m6f","Point-U","Point-V",4.272019354588685,"EXCELLENT",38,8.29963739835201,true,,"2025-11-09T23:02:35.456Z","2025-11-09T23:02:35.456Z"
"cmhsbjni9031wmaftsnsw2z0f","ROAD-0178","Road Segment 178","cmhsbjl7q00lmmaftya1zo5qf","Point-V","Point-W",3.28055144469433,"FAIR",35,2.591771935629011,true,"2025-09-20T23:02:35.119Z","2025-11-09T23:02:35.457Z","2025-11-09T23:02:35.457Z"
"cmhsbjnia031ymaft9i3yh6b4","ROAD-0179","Road Segment 179","cmhsbjl7s00lnmaftxst817fo","Point-W","Point-X",3.493617083887543,"EXCELLENT",44,6.830868420457907,true,,"2025-11-09T23:02:35.459Z","2025-11-09T23:02:35.459Z"
"cmhsbjnic0320maftyks8y4r4","ROAD-0180","Road Segment 180","cmhsbjl7t00lomaftih016hyz","Point-X","Point-Y",4.044604885956744,"FAIR",44,-1.533796835394713,true,"2025-10-08T23:02:35.119Z","2025-11-09T23:02:35.461Z","2025-11-09T23:02:35.461Z"
"cmhsbjnie0322maftam3g7xbj","ROAD-0181","Road Segment 181","cmhsbjl7u00lpmaftra23t5ar","Point-Y","Point-Z",3.038865471218621,"FAIR",43,5.639686433220898,true,"2025-11-07T23:02:35.119Z","2025-11-09T23:02:35.463Z","2025-11-09T23:02:35.463Z"
"cmhsbjnig0324maftdodqajay","ROAD-0182","Road Segment 182","cmhsbjl7v00lqmaftfgdbqywd","Point-Z","Point-[",1.670165250564646,"FAIR",26,3.257695535054633,true,"2025-09-28T23:02:35.119Z","2025-11-09T23:02:35.464Z","2025-11-09T23:02:35.464Z"
"cmhsbjnii0326maft885k2pej","ROAD-0183","Road Segment 183","cmhsbjl7x00lrmaftbubcjjfe","Point-A","Point-B",3.602044151701164,"EXCELLENT",35,6.068178516269967,true,,"2025-11-09T23:02:35.466Z","2025-11-09T23:02:35.466Z"
"cmhsbjnik0328maftdnfhj9sz","ROAD-0184","Road Segment 184","cmhsbjl7y00lsmaft9y66bmif","Point-B","Point-C",2.76021862822587,"FAIR",40,0.1593424779664874,true,,"2025-11-09T23:02:35.468Z","2025-11-09T23:02:35.468Z"
"cmhsbjnim032amaftepd9zsmv","ROAD-0185","Road Segment 185","cmhsbjl7z00ltmaft7rfv6eze","Point-C","Point-D",1.301373256190573,"EXCELLENT",42,0.7923982098174553,true,"2025-10-26T23:02:35.119Z","2025-11-09T23:02:35.470Z","2025-11-09T23:02:35.470Z"
"cmhsbjnin032cmaftewh0ulc5","ROAD-0186","Road Segment 186","cmhsbjl8000lumaft3uw24sdp","Point-D","Point-E",4.063341103234725,"POOR",40,6.604179873971706,true,"2025-10-31T23:02:35.119Z","2025-11-09T23:02:35.472Z","2025-11-09T23:02:35.472Z"
"cmhsbjnip032emaftgekmb4pb","ROAD-0187","Road Segment 187","cmhsbjl8200lvmaftskgijw6j","Point-E","Point-F",0.5667837299516514,"EXCELLENT",40,1.276983779354794,false,"2025-10-31T23:02:35.119Z","2025-11-09T23:02:35.474Z","2025-11-09T23:02:35.474Z"
"cmhsbjnir032gmaftfe8zjagl","ROAD-0188","Road Segment 188","cmhsbjl8400lwmaft8lgsw21f","Point-F","Point-G",4.628468543069198,"GOOD",22,-1.901772322882932,true,"2025-09-26T23:02:35.119Z","2025-11-09T23:02:35.475Z","2025-11-09T23:02:35.475Z"
"cmhsbjnit032imaftxagr67jg","ROAD-0189","Road Segment 189","cmhsbjl8500lxmaft7t24ni3q","Point-G","Point-H",4.35206877062505,"EXCELLENT",44,0.2094874203660249,true,"2025-09-28T23:02:35.119Z","2025-11-09T23:02:35.477Z","2025-11-09T23:02:35.477Z"
"cmhsbjniu032kmaftz4xza4ap","ROAD-0190","Road Segment 190","cmhsbjl8600lymaftj81o36dg","Point-H","Point-I",4.760353297262061,"POOR",22,-4.959209248755094,true,"2025-09-16T23:02:35.119Z","2025-11-09T23:02:35.479Z","2025-11-09T23:02:35.479Z"
