"id","jettyBerthId","vesselCode","vesselName","arrivalTime","berthingTime","loadingStart","loadingEnd","departureTime","draftArrival","draftDeparture","waitingTime","remarks","createdAt","updatedAt"
"cmhsbjuyp09rgmaftxa1mfnlt","cmhsbjru306vemaftzlhcgi64","BRG-0146","Barge Kalimantan Abadi","2025-10-25T23:02:44.895Z","2025-10-25T23:47:44.895Z","2025-10-26T00:26:47.767Z","2025-10-26T14:04:25.228Z","2025-10-26T15:09:44.948Z",7.571515814732228,8.902193281672316,45,,"2025-11-09T23:02:45.122Z","2025-11-09T23:02:45.122Z"
"cmhsbjuyr09rimaftxrn9m6tf","cmhsbjru406vfmaftoclqb7xf","BRG-0147","Barge Barito Indah","2025-09-24T23:02:44.895Z","2025-09-25T00:17:44.895Z","2025-09-25T00:37:46.103Z","2025-09-25T07:20:22.409Z","2025-09-25T08:20:51.478Z",6.183370416342483,7.52538795633642,75,,"2025-11-09T23:02:45.123Z","2025-11-09T23:02:45.123Z"
"cmhsbjuys09rkmaftrlm9dt4q","cmhsbjru606vgmaft28palox8","BRG-0148","Barge Kalimantan Sejahtera","2025-10-05T23:02:44.895Z","2025-10-06T01:33:44.895Z","2025-10-06T02:12:26.580Z","2025-10-06T18:26:29.035Z","2025-10-06T19:39:15.226Z",7.511574116900486,7.012045196295377,151,,"2025-11-09T23:02:45.125Z","2025-11-09T23:02:45.125Z"
"cmhsbjuyu09rmmaft7bv55yqz","cmhsbjru706vhmaftj3y14i4z","BRG-0149","Barge Samudra Indah","2025-09-26T23:02:44.895Z","2025-09-27T01:06:44.895Z","2025-09-27T01:25:53.340Z","2025-09-27T19:41:38.320Z","2025-09-27T20:19:32.110Z",8.668568221395077,8.841606179017475,124,,"2025-11-09T23:02:45.126Z","2025-11-09T23:02:45.126Z"
"cmhsbjuyv09romaftmnqoawpu","cmhsbjru806vimaftrclr7vz4","BRG-0150","Barge Nusantara Indah","2025-10-16T23:02:44.895Z","2025-10-17T01:33:44.895Z","2025-10-17T01:57:08.771Z","2025-10-17T08:49:17.899Z","2025-10-17T09:58:34.308Z",6.906374765255477,8.119173859741938,151,,"2025-11-09T23:02:45.128Z","2025-11-09T23:02:45.128Z"
"cmhsbjuyx09rqmaftb3p4wgaw","cmhsbjru906vjmaft5mc628sw","BRG-0151","Barge Kalimantan Jaya","2025-10-11T23:02:44.895Z","2025-10-12T00:55:44.895Z","2025-10-12T01:10:32.786Z","2025-10-12T19:21:40.229Z","2025-10-12T20:14:59.716Z",7.394150077807089,8.66889375534462,113,,"2025-11-09T23:02:45.129Z","2025-11-09T23:02:45.129Z"
"cmhsbjuyy09rsmaftik40me8y","cmhsbjrua06vkmaft3agolmmh","BRG-0152","Barge Mahakam Kencana","2025-10-15T23:02:44.895Z","2025-10-16T00:44:44.895Z","2025-10-16T01:03:09.600Z","2025-10-16T22:11:25.216Z","2025-10-16T23:14:33.311Z",7.559165338360331,7.208967226394273,102,,"2025-11-09T23:02:45.131Z","2025-11-09T23:02:45.131Z"
"cmhsbjuz009rumaftd24cwnx7","cmhsbjrub06vlmaft2n5u4aqr","BRG-0153","Barge Kapuas Prima","2025-10-29T23:02:44.895Z","2025-10-30T01:19:44.895Z","2025-10-30T01:51:21.302Z","2025-10-30T23:11:43.293Z","2025-10-30T23:59:52.198Z",6.540266596274487,8.269446791184889,137,,"2025-11-09T23:02:45.133Z","2025-11-09T23:02:45.133Z"
"cmhsbjuz209rwmaftx1eff1vy","cmhsbjruc06vmmaft7jl6hjo8","BRG-0154","Barge Kapuas Mulia","2025-10-28T23:02:44.895Z","2025-10-29T00:29:44.895Z","2025-10-29T00:43:12.035Z","2025-10-29T11:12:24.438Z","2025-10-29T12:06:40.091Z",7.498024510027671,7.130529631851568,87,,"2025-11-09T23:02:45.135Z","2025-11-09T23:02:45.135Z"
"cmhsbjuz409rymaft34d3bqkr","cmhsbjrud06vnmaftezyo78eg","BRG-0155","Barge Lontar Kencana","2025-10-23T23:02:44.895Z","2025-10-23T23:24:44.895Z","2025-10-23T23:56:25.814Z","2025-10-24T09:20:32.538Z","2025-10-24T09:55:20.298Z",6.775942618157893,7.492585518677899,22,,"2025-11-09T23:02:45.136Z","2025-11-09T23:02:45.136Z"
"cmhsbjuz509s0maftcf9alc0b","cmhsbjrue06vomaftoe1ooqyc","BRG-0156","Barge Mahakam Utama","2025-09-19T23:02:44.895Z","2025-09-20T00:30:44.895Z","2025-09-20T00:37:06.203Z","2025-09-20T08:09:15.191Z","2025-09-20T08:55:59.378Z",6.344271631564315,7.814161585870486,88,,"2025-11-09T23:02:45.138Z","2025-11-09T23:02:45.138Z"
"cmhsbjuz709s2maftwgx5a88g","cmhsbjruf06vpmaftgqhmn2ih","BRG-0157","Barge Samudra Makmur","2025-10-23T23:02:44.895Z","2025-10-23T23:15:44.895Z","2025-10-24T00:12:54.384Z","2025-10-24T12:40:24.828Z","2025-10-24T13:38:43.626Z",6.440430765778276,8.098897175806798,13,,"2025-11-09T23:02:45.139Z","2025-11-09T23:02:45.139Z"
"cmhsbjuz809s4maftuwl4d17b","cmhsbjrug06vqmaftopi12xbq","BRG-0158","Barge Nusantara Utama","2025-10-10T23:02:44.895Z","2025-10-11T00:58:44.895Z","2025-10-11T01:41:13.418Z","2025-10-11T12:39:08.697Z","2025-10-11T13:21:22.744Z",7.687909865287215,7.797132911343284,116,,"2025-11-09T23:02:45.140Z","2025-11-09T23:02:45.140Z"
"cmhsbjuz909s6maftvvy05sdc","cmhsbjrui06vrmaftvuum7ckv","BRG-0159","Barge Maritim Abadi","2025-09-30T23:02:44.895Z","2025-10-01T00:56:44.895Z","2025-10-01T01:17:06.175Z","2025-10-01T13:42:40.186Z","2025-10-01T15:09:44.565Z",8.95594001385049,7.741087989315616,114,,"2025-11-09T23:02:45.142Z","2025-11-09T23:02:45.142Z"
"cmhsbjuzb09s8mafthok8emjf","cmhsbjruk06vsmaftyz75dxuh","BRG-0160","Barge Maritim Makmur","2025-10-22T23:02:44.895Z","2025-10-23T01:15:44.895Z","2025-10-23T01:30:36.417Z","2025-10-23T16:35:05.659Z","2025-10-23T17:20:49.142Z",8.012611213788741,7.28350873001835,133,,"2025-11-09T23:02:45.143Z","2025-11-09T23:02:45.143Z"
"cmhsbjuzc09samaftqlyy1x6u","cmhsbjrul06vtmaftfgqpm4rw","BRG-0161","Barge Barito Utama","2025-11-03T23:02:44.895Z","2025-11-04T02:01:44.895Z","2025-11-04T02:45:04.320Z","2025-11-04T14:42:56.769Z","2025-11-04T15:34:51.050Z",6.939078107790044,7.890462991479726,179,,"2025-11-09T23:02:45.145Z","2025-11-09T23:02:45.145Z"
"cmhsbjuze09scmaftfjk8wxmt","cmhsbjrum06vumaftr3oegpbv","BRG-0162","Barge Nusantara Utama","2025-10-09T23:02:44.895Z","2025-10-10T00:15:44.895Z","2025-10-10T00:37:22.997Z","2025-10-10T08:30:26.944Z","2025-10-10T09:10:17.323Z",7.876348555549895,7.459171461991314,73,,"2025-11-09T23:02:45.146Z","2025-11-09T23:02:45.146Z"
"cmhsbjuzf09semaftssc5yaui","cmhsbjrun06vvmaft59fs5o3e","BRG-0163","Barge Samudera Sejahtera","2025-11-08T23:02:44.895Z","2025-11-09T00:30:44.895Z","2025-11-09T01:07:33.278Z","2025-11-09T16:21:53.484Z","2025-11-09T16:54:31.187Z",6.77293819532057,8.920841395032618,88,,"2025-11-09T23:02:45.148Z","2025-11-09T23:02:45.148Z"
"cmhsbjuzi09sgmaftdrrwsaon","cmhsbjruo06vwmaftu80uuntz","BRG-0164","Barge Nusantara Kencana","2025-10-23T23:02:44.895Z","2025-10-24T01:09:44.895Z","2025-10-24T01:11:11.476Z","2025-10-24T23:07:29.811Z","2025-10-25T00:22:04.624Z",7.549001897034819,8.082518026774387,127,,"2025-11-09T23:02:45.150Z","2025-11-09T23:02:45.150Z"
"cmhsbjuzj09simaftg6ibxbmt","cmhsbjruq06vxmafte306qpic","BRG-0165","Barge Lontar Abadi","2025-11-06T23:02:44.895Z","2025-11-07T01:10:44.895Z","2025-11-07T01:20:21.404Z","2025-11-07T12:34:32.055Z","2025-11-07T13:13:59.954Z",8.451322252429367,7.158128959542701,128,,"2025-11-09T23:02:45.152Z","2025-11-09T23:02:45.152Z"
"cmhsbjuzl09skmaft7hbobk5l","cmhsbjrur06vymaftd515i2wd","BRG-0166","Barge Mahakam Jaya","2025-10-18T23:02:44.895Z","2025-10-19T01:49:44.895Z","2025-10-19T02:21:37.669Z","2025-10-19T10:51:34.395Z","2025-10-19T11:27:24.823Z",8.351510648075088,7.263733850329062,167,,"2025-11-09T23:02:45.153Z","2025-11-09T23:02:45.153Z"
"cmhsbjuzm09smmafti2rfcdf7","cmhsbjrus06vzmaftm0fj551a","BRG-0167","Barge Kalimantan Jaya","2025-11-01T23:02:44.895Z","2025-11-01T23:30:44.895Z","2025-11-01T23:38:47.115Z","2025-11-02T07:34:57.060Z","2025-11-02T08:14:34.079Z",6.980456595647803,8.26188870813204,28,,"2025-11-09T23:02:45.155Z","2025-11-09T23:02:45.155Z"
"cmhsbjuzo09somafttlny2bj5","cmhsbjrut06w0maftb7fsuwz6","BRG-0168","Barge Mahakam Prima","2025-10-22T23:02:44.895Z","2025-10-23T00:06:44.895Z","2025-10-23T00:56:37.481Z","2025-10-23T14:04:41.769Z","2025-10-23T14:56:27.392Z",6.591326854734847,7.225761996845663,64,,"2025-11-09T23:02:45.156Z","2025-11-09T23:02:45.156Z"
"cmhsbjuzp09sqmaftvjzr73hp","cmhsbjruu06w1mafta6tzty80","BRG-0169","Barge Borneo Kencana","2025-09-20T23:02:44.895Z","2025-09-20T23:15:44.895Z","2025-09-21T00:02:03.900Z","2025-09-21T12:17:33.566Z","2025-09-21T12:58:11.341Z",8.961345820410973,8.84673601159173,13,,"2025-11-09T23:02:45.157Z","2025-11-09T23:02:45.157Z"
"cmhsbjuzq09ssmaftc0g60lo9","cmhsbjruv06w2maftgahgpqw6","BRG-0170","Barge Mahakam Prima","2025-10-22T23:02:44.895Z","2025-10-23T01:01:44.895Z","2025-10-23T01:58:48.856Z","2025-10-23T11:00:21.510Z","2025-10-23T12:24:40.098Z",7.987736370458159,8.379677532937162,119,,"2025-11-09T23:02:45.159Z","2025-11-09T23:02:45.159Z"
"cmhsbjuzs09sumaft8p9uttvz","cmhsbjruw06w3mafta3kx76v0","BRG-0171","Barge Lontar Abadi","2025-10-16T23:02:44.895Z","2025-10-17T00:50:44.895Z","2025-10-17T01:35:47.452Z","2025-10-17T22:22:45.439Z","2025-10-17T23:33:30.446Z",6.332100192522724,7.207424799939247,108,,"2025-11-09T23:02:45.160Z","2025-11-09T23:02:45.160Z"
"cmhsbjuzt09swmaftx6v0bzuu","cmhsbjrux06w4maftvuopxot8","BRG-0172","Barge Kalimantan Jaya","2025-09-23T23:02:44.895Z","2025-09-24T01:14:44.895Z","2025-09-24T02:11:56.589Z","2025-09-24T17:58:11.238Z","2025-09-24T18:53:58.436Z",8.593213419336099,8.417079216040225,132,,"2025-11-09T23:02:45.162Z","2025-11-09T23:02:45.162Z"
"cmhsbjuzv09symaft658likdg","cmhsbjruz06w5maft8jn6io0e","BRG-0173","Barge Maritim Jaya","2025-10-21T23:02:44.895Z","2025-10-21T23:50:44.895Z","2025-10-22T00:14:31.615Z","2025-10-22T14:06:38.681Z","2025-10-22T15:26:28.084Z",7.638536892178044,8.015115468447902,48,,"2025-11-09T23:02:45.163Z","2025-11-09T23:02:45.163Z"
"cmhsbjuzw09t0maftble2xb9z","cmhsbjrv006w6maftnx2k0grn","BRG-0174","Barge Samudera Sentosa","2025-10-17T23:02:44.895Z","2025-10-18T00:46:44.895Z","2025-10-18T01:06:27.253Z","2025-10-18T08:41:48.867Z","2025-10-18T09:27:45.002Z",7.750948373015972,7.281964527911974,104,,"2025-11-09T23:02:45.165Z","2025-11-09T23:02:45.165Z"
"cmhsbjuzz09t2maftusdzqe2n","cmhsbjrv206w7maft6joceg0e","BRG-0175","Barge Barito Makmur","2025-10-05T23:02:44.895Z","2025-10-06T01:43:44.895Z","2025-10-06T02:16:32.228Z","2025-10-06T14:48:00.457Z","2025-10-06T16:08:07.567Z",6.286635973869858,8.14875921482435,161,,"2025-11-09T23:02:45.167Z","2025-11-09T23:02:45.167Z"
"cmhsbjv0009t4maft982qlr75","cmhsbjrv306w8maftzs89y6uy","BRG-0176","Barge Lontar Sentosa","2025-10-29T23:02:44.895Z","2025-10-30T01:30:44.895Z","2025-10-30T01:35:21.729Z","2025-10-30T08:50:15.655Z","2025-10-30T10:05:20.650Z",8.256851819405991,7.263655693678539,148,,"2025-11-09T23:02:45.169Z","2025-11-09T23:02:45.169Z"
"cmhsbjv0209t6maft3g0n46er","cmhsbjrv406w9maft4gs011q3","BRG-0177","Barge Borneo Jaya","2025-11-08T23:02:44.895Z","2025-11-09T00:04:44.895Z","2025-11-09T00:36:37.924Z","2025-11-09T18:38:14.086Z","2025-11-09T19:13:22.118Z",6.597224122514955,8.014109290085912,62,,"2025-11-09T23:02:45.170Z","2025-11-09T23:02:45.170Z"
"cmhsbjv0309t8maftuvepepjs","cmhsbjrv506wamaftedp7bm1u","BRG-0178","Barge Kalimantan Indah","2025-10-03T23:02:44.895Z","2025-10-03T23:17:44.895Z","2025-10-03T23:58:00.553Z","2025-10-04T17:23:01.439Z","2025-10-04T18:12:41.629Z",7.783676996993356,8.208071069310863,15,,"2025-11-09T23:02:45.172Z","2025-11-09T23:02:45.172Z"
"cmhsbjv0509tamaftiwm95kj4","cmhsbjrv606wbmaftx79oe011","BRG-0179","Barge Barito Jaya","2025-09-12T23:02:44.895Z","2025-09-13T01:25:44.895Z","2025-09-13T02:00:59.454Z","2025-09-13T13:08:43.516Z","2025-09-13T13:43:54.124Z",6.506029726098079,7.896419122370656,143,,"2025-11-09T23:02:45.173Z","2025-11-09T23:02:45.173Z"
"cmhsbjv0609tcmaft2s8nmc9i","cmhsbjrv706wcmaftq7veldqn","BRG-0180","Barge Mahakam Kencana","2025-10-08T23:02:44.895Z","2025-10-08T23:40:44.895Z","2025-10-08T23:50:41.746Z","2025-10-09T18:06:25.061Z","2025-10-09T19:24:23.414Z",6.830030188028386,8.609142846903474,38,,"2025-11-09T23:02:45.174Z","2025-11-09T23:02:45.174Z"
"cmhsbjv0709temaftffeqqpn9","cmhsbjrv806wdmaft9wr6actu","BRG-0181","Barge Samudera Sentosa","2025-10-14T23:02:44.895Z","2025-10-15T01:07:44.895Z","2025-10-15T01:57:25.335Z","2025-10-15T13:37:44.411Z","2025-10-15T14:40:29.742Z",7.34138351624094,7.040293451977355,125,,"2025-11-09T23:02:45.176Z","2025-11-09T23:02:45.176Z"
"cmhsbjv0909tgmaft8eogklwp","cmhsbjrv906wemafto8rjgvi3","BRG-0182","Barge Mahakam Sentosa","2025-09-15T23:02:44.895Z","2025-09-16T00:24:44.895Z","2025-09-16T01:12:37.737Z","2025-09-16T07:41:42.526Z","2025-09-16T08:47:43.318Z",8.496536315775211,8.460432520423554,82,,"2025-11-09T23:02:45.177Z","2025-11-09T23:02:45.177Z"
"cmhsbjv0a09timaftsbmn22cq","cmhsbjrva06wfmaftnshd7kbr","BRG-0183","Barge Maritim Kencana","2025-10-30T23:02:44.895Z","2025-10-30T23:10:44.895Z","2025-10-31T00:10:06.855Z","2025-10-31T06:35:32.357Z","2025-10-31T07:35:49.375Z",6.350588458005201,7.701083128697744,8,,"2025-11-09T23:02:45.179Z","2025-11-09T23:02:45.179Z"
"cmhsbjv0c09tkmaftfx2p8jzn","cmhsbjrvb06wgmaftfbhri34g","BRG-0184","Barge Maritim Abadi","2025-11-09T23:02:44.895Z","2025-11-09T23:48:44.895Z","2025-11-09T23:56:02.125Z","2025-11-10T20:02:49.271Z","2025-11-10T21:09:23.385Z",8.193186242436546,7.204372462848214,46,,"2025-11-09T23:02:45.180Z","2025-11-09T23:02:45.180Z"
"cmhsbjv0e09tmmaftdqwznpxs","cmhsbjrvc06whmafttbovec0g","BRG-0185","Barge Mahakam Utama","2025-10-27T23:02:44.895Z","2025-10-27T23:52:44.895Z","2025-10-28T00:25:38.253Z","2025-10-28T07:51:05.095Z","2025-10-28T08:46:27.618Z",7.243749096348792,7.857869248517162,50,,"2025-11-09T23:02:45.182Z","2025-11-09T23:02:45.182Z"
"cmhsbjv0g09tomaftn0ctb8gi","cmhsbjrve06wimaft62xde0si","BRG-0186","Barge Nusantara Kencana","2025-10-12T23:02:44.895Z","2025-10-12T23:14:44.895Z","2025-10-13T00:03:54.799Z","2025-10-13T09:09:25.109Z","2025-10-13T10:06:35.730Z",6.125421401824651,7.895367156583389,12,,"2025-11-09T23:02:45.184Z","2025-11-09T23:02:45.184Z"
"cmhsbjv0h09tqmaftybf9me86","cmhsbjrvf06wjmaft94u5p5ku","BRG-0187","Barge Borneo Abadi","2025-10-17T23:02:44.895Z","2025-10-18T00:19:44.895Z","2025-10-18T01:10:42.649Z","2025-10-18T16:38:09.387Z","2025-10-18T17:44:25.296Z",8.309075305361073,7.808033042457071,77,,"2025-11-09T23:02:45.186Z","2025-11-09T23:02:45.186Z"
"cmhsbjv0j09tsmafteb5xk7gy","cmhsbjrvh06wkmaftkiklhvx6","BRG-0188","Barge Maritim Makmur","2025-10-20T23:02:44.895Z","2025-10-20T23:32:44.895Z","2025-10-21T00:09:23.238Z","2025-10-21T09:29:33.615Z","2025-10-21T10:08:47.866Z",8.39329950744549,8.493033249194823,30,,"2025-11-09T23:02:45.187Z","2025-11-09T23:02:45.187Z"
"cmhsbjv0k09tumaftv0rslhm9","cmhsbjrvi06wlmaftjtpc0rcn","BRG-0189","Barge Samudra Sejahtera","2025-11-03T23:02:44.895Z","2025-11-03T23:07:44.895Z","2025-11-03T23:34:26.105Z","2025-11-04T19:53:19.651Z","2025-11-04T20:49:56.177Z",8.581106135773894,8.718187919043004,5,,"2025-11-09T23:02:45.188Z","2025-11-09T23:02:45.188Z"
"cmhsbjv0m09twmaft6vlijbk2","cmhsbjrvj06wmmafte7dd58sb","BRG-0190","Barge Mahakam Prima","2025-10-29T23:02:44.895Z","2025-10-29T23:05:44.895Z","2025-10-29T23:45:25.606Z","2025-10-30T17:30:16.480Z","2025-10-30T18:55:34.692Z",6.757088902620638,8.656126373066579,3,,"2025-11-09T23:02:45.190Z","2025-11-09T23:02:45.190Z"
"cmhsbjv0n09tymaftlmbad81z","cmhsbjrvk06wnmaftu1o6ulh0","BRG-0191","Barge Kalimantan Jaya","2025-10-29T23:02:44.895Z","2025-10-29T23:55:44.895Z","2025-10-30T00:25:54.392Z","2025-10-30T10:15:42.909Z","2025-10-30T11:05:26.828Z",6.056870274629418,8.495637639992832,53,,"2025-11-09T23:02:45.191Z","2025-11-09T23:02:45.191Z"
"cmhsbjv0o09u0maftcz9iok68","cmhsbjrvl06womaftgmuoacmf","BRG-0192","Barge Mahakam Indah","2025-09-16T23:02:44.895Z","2025-09-17T01:13:44.895Z","2025-09-17T01:36:14.747Z","2025-09-17T18:45:50.259Z","2025-09-17T19:19:19.684Z",6.767906092970302,8.686650418237422,131,,"2025-11-09T23:02:45.193Z","2025-11-09T23:02:45.193Z"
"cmhsbjv0q09u2maftfq160brs","cmhsbjrvm06wpmaft1i61zkia","BRG-0193","Barge Samudra Sejahtera","2025-09-12T23:02:44.895Z","2025-09-13T01:47:44.895Z","2025-09-13T02:33:01.917Z","2025-09-13T13:44:37.280Z","2025-09-13T14:19:13.388Z",8.921252907924998,7.65528004711671,165,,"2025-11-09T23:02:45.194Z","2025-11-09T23:02:45.194Z"
"cmhsbjv0r09u4maft674u2hm6","cmhsbjrvn06wqmaft2r9i86mf","BRG-0194","Barge Samudra Indah","2025-10-16T23:02:44.895Z","2025-10-17T01:35:44.895Z","2025-10-17T01:56:08.621Z","2025-10-17T23:24:05.757Z","2025-10-18T00:29:33.024Z",7.260457517314701,8.380966495756574,153,,"2025-11-09T23:02:45.195Z","2025-11-09T23:02:45.195Z"
"cmhsbjv0t09u6maftmmv3gxja","cmhsbjrvp06wrmafttzlktqge","BRG-0195","Barge Mahakam Prima","2025-10-22T23:02:44.895Z","2025-10-23T01:21:44.895Z","2025-10-23T02:16:53.460Z","2025-10-23T16:19:50.633Z","2025-10-23T17:36:07.591Z",7.179074510891277,7.223103461246179,139,,"2025-11-09T23:02:45.197Z","2025-11-09T23:02:45.197Z"
"cmhsbjv0u09u8maftlz3xsfu5","cmhsbjrvq06wsmaftuu0hwx5w","BRG-0196","Barge Kalimantan Prima","2025-09-21T23:02:44.895Z","2025-09-22T01:59:44.895Z","2025-09-22T02:54:45.049Z","2025-09-22T22:30:43.152Z","2025-09-22T23:56:44.925Z",6.682505338859158,8.7858512863899,177,,"2025-11-09T23:02:45.199Z","2025-11-09T23:02:45.199Z"
"cmhsbjv0w09uamaftc6q62eb5","cmhsbjrvr06wtmafti1hyzc56","BRG-0197","Barge Lontar Makmur","2025-09-25T23:02:44.895Z","2025-09-25T23:20:44.895Z","2025-09-25T23:50:54.518Z","2025-09-26T15:12:15.440Z","2025-09-26T15:58:37.114Z",7.722138527198041,8.997225322408152,18,,"2025-11-09T23:02:45.201Z","2025-11-09T23:02:45.201Z"
"cmhsbjv0y09ucmaftpvk8y4i1","cmhsbjrvs06wumafteb9bene3","BRG-0198","Barge Borneo Makmur","2025-10-10T23:02:44.895Z","2025-10-10T23:18:44.895Z","2025-10-11T00:07:09.303Z","2025-10-11T06:26:17.678Z","2025-10-11T07:26:49.910Z",7.76056189136462,8.900853372389648,16,,"2025-11-09T23:02:45.202Z","2025-11-09T23:02:45.202Z"
"cmhsbjv0z09uemaftixbj7bgq","cmhsbjrvt06wvmaftywgbor22","BRG-0199","Barge Borneo Kencana","2025-10-23T23:02:44.895Z","2025-10-24T01:01:44.895Z","2025-10-24T01:13:11.002Z","2025-10-24T11:54:50.661Z","2025-10-24T13:02:29.639Z",8.40421641979934,7.606530457885663,119,,"2025-11-09T23:02:45.204Z","2025-11-09T23:02:45.204Z"
"cmhsbjv1109ugmaftjcdx0cxw","cmhsbjrvu06wwmaftb2myag94","BRG-0200","Barge Kapuas Makmur","2025-10-15T23:02:44.895Z","2025-10-16T01:19:44.895Z","2025-10-16T01:54:05.113Z","2025-10-16T10:17:20.768Z","2025-10-16T11:16:01.750Z",6.74504597641479,8.773173487764168,137,,"2025-11-09T23:02:45.205Z","2025-11-09T23:02:45.205Z"
"cmhsbjv1209uimaft5dlhj4e2","cmhsbjrvw06wxmaft47ofn74e","BRG-0201","Barge Lontar Sejahtera","2025-09-20T23:02:44.895Z","2025-09-20T23:43:44.895Z","2025-09-21T00:34:12.415Z","2025-09-21T13:19:57.678Z","2025-09-21T14:33:01.345Z",8.882256239206207,7.898407027790232,41,,"2025-11-09T23:02:45.206Z","2025-11-09T23:02:45.206Z"
"cmhsbjv1309ukmafttnwjklwf","cmhsbjrvx06wymaftab3me0u2","BRG-0202","Barge Kapuas Indah","2025-09-25T23:02:44.895Z","2025-09-26T00:46:44.895Z","2025-09-26T01:46:33.466Z","2025-09-26T22:46:23.638Z","2025-09-26T23:45:49.460Z",6.572318564737271,8.291468121145424,104,,"2025-11-09T23:02:45.208Z","2025-11-09T23:02:45.208Z"
"cmhsbjv1509ummafthuctey31","cmhsbjrvy06wzmaftx3w8n21p","BRG-0203","Barge Samudera Sejahtera","2025-11-03T23:02:44.895Z","2025-11-04T00:14:44.895Z","2025-11-04T01:10:53.236Z","2025-11-04T19:57:11.627Z","2025-11-04T21:13:39.374Z",7.143029194600214,7.173201249561757,72,,"2025-11-09T23:02:45.209Z","2025-11-09T23:02:45.209Z"
"cmhsbjv1609uomaftpsv0mo3q","cmhsbjrw006x0maftkdu9wseo","BRG-0204","Barge Nusantara Abadi","2025-09-19T23:02:44.895Z","2025-09-20T00:24:44.895Z","2025-09-20T00:52:32.278Z","2025-09-20T13:54:54.223Z","2025-09-20T15:02:29.503Z",6.228042759256839,8.349645644269506,82,,"2025-11-09T23:02:45.211Z","2025-11-09T23:02:45.211Z"
"cmhsbjv1709uqmaft2vja8xgh","cmhsbjrw106x1maftkr15cwx2","BRG-0205","Barge Nusantara Sentosa","2025-10-27T23:02:44.895Z","2025-10-28T00:58:44.895Z","2025-10-28T01:19:28.651Z","2025-10-29T01:02:51.171Z","2025-10-29T01:42:27.897Z",8.867708631470165,7.146788313509822,116,,"2025-11-09T23:02:45.212Z","2025-11-09T23:02:45.212Z"
"cmhsbjv1909usmaftvgrwrl4e","cmhsbjrw206x2maftda4hzn2p","BRG-0206","Barge Samudra Abadi","2025-10-23T23:02:44.895Z","2025-10-24T00:40:44.895Z","2025-10-24T00:50:42.181Z","2025-10-24T18:24:41.107Z","2025-10-24T19:09:15.697Z",7.019745563109036,8.45354529024986,98,,"2025-11-09T23:02:45.213Z","2025-11-09T23:02:45.213Z"
"cmhsbjv1b09uumaft8oxhcnnw","cmhsbjrw306x3maftnsp8crg1","BRG-0207","Barge Samudera Prima","2025-09-30T23:02:44.895Z","2025-10-01T01:20:44.895Z","2025-10-01T01:28:50.869Z","2025-10-01T10:25:48.695Z","2025-10-01T11:38:46.370Z",6.887130571209843,7.392437889028161,138,,"2025-11-09T23:02:45.215Z","2025-11-09T23:02:45.215Z"
"cmhsbjv1d09uwmaft94wk3c61","cmhsbjrw406x4mafteui8s9i1","BRG-0208","Barge Mahakam Makmur","2025-11-04T23:02:44.895Z","2025-11-05T01:35:44.895Z","2025-11-05T01:43:07.319Z","2025-11-05T11:04:39.158Z","2025-11-05T11:47:29.074Z",7.757824212016152,7.071634688955475,153,,"2025-11-09T23:02:45.217Z","2025-11-09T23:02:45.217Z"
"cmhsbjv1e09uymaftuflroof8","cmhsbjrw506x5maftcwb2tale","BRG-0209","Barge Borneo Prima","2025-11-05T23:02:44.895Z","2025-11-05T23:09:44.895Z","2025-11-05T23:09:52.858Z","2025-11-06T08:48:37.222Z","2025-11-06T09:50:52.794Z",8.914635264208833,7.517249550988877,7,,"2025-11-09T23:02:45.219Z","2025-11-09T23:02:45.219Z"
"cmhsbjv1g09v0maftd5031p6a","cmhsbjrw606x6maft6ynhi59r","BRG-0210","Barge Mahakam Makmur","2025-10-02T23:02:44.895Z","2025-10-03T00:39:44.895Z","2025-10-03T01:35:00.956Z","2025-10-03T19:55:12.764Z","2025-10-03T21:22:31.646Z",7.141351279981413,7.877520059923324,97,,"2025-11-09T23:02:45.220Z","2025-11-09T23:02:45.220Z"
"cmhsbjv1h09v2maftfsfcr4rq","cmhsbjrw706x7maftyqk7o9eg","BRG-0211","Barge Kalimantan Sejahtera","2025-10-12T23:02:44.895Z","2025-10-13T01:39:44.895Z","2025-10-13T02:06:36.940Z","2025-10-13T08:58:08.556Z","2025-10-13T09:56:22.135Z",7.719891641372629,8.217246399624779,157,,"2025-11-09T23:02:45.221Z","2025-11-09T23:02:45.221Z"
"cmhsbjv1i09v4maft1kk4wr1s","cmhsbjrw806x8maft2q4qm4h4","BRG-0212","Barge Nusantara Indah","2025-10-02T23:02:44.895Z","2025-10-03T01:06:44.895Z","2025-10-03T01:25:25.047Z","2025-10-03T17:11:35.529Z","2025-10-03T18:30:04.949Z",6.255269258113371,7.255042548790774,124,,"2025-11-09T23:02:45.223Z","2025-11-09T23:02:45.223Z"
"cmhsbjv1k09v6maft5f7m5q4b","cmhsbjrw906x9maftgr0l6cd2","BRG-0213","Barge Mahakam Makmur","2025-10-02T23:02:44.895Z","2025-10-03T01:35:44.895Z","2025-10-03T01:56:13.630Z","2025-10-03T16:02:08.581Z","2025-10-03T17:25:47.856Z",8.67511558876738,8.88456677046839,153,,"2025-11-09T23:02:45.224Z","2025-11-09T23:02:45.224Z"
