"id","incidentNumber","incidentDate","reportDate","location","miningSiteCode","truckId","excavatorId","reportedById","operatorId","incidentType","severity","description","rootCause","injuries","fatalities","equipmentDamage","productionLoss","estimatedCost","downtimeHours","status","actionTaken","preventiveMeasure","photos","documents","remarks","createdAt","updatedAt"
"cmhsbjyv60edemaftufgl69ji","INC-000127","2025-10-27T23:02:49.872Z","2025-10-27T23:36:54.969Z","Location-15","SITE-0431","cmhsbjow304n2maftcuxinvve",,"cmhsbjkgj0022maftbtrs9kf1","cmhsbjo9803wemaft66r91077","SAFETY_VIOLATION","MEDIUM","Incident 127 - ACCIDENT",,0,0,"Equipment damage reported",2732.609697717843,36176839.73953231,14.72542102763865,"REPORTED",,,,,,"2025-11-09T23:02:50.179Z","2025-11-09T23:02:50.179Z"
"cmhsbjyv90edgmaftktxhbv6k","INC-000128","2025-09-07T23:02:49.872Z","2025-09-08T20:58:22.169Z","Location-22","SITE-0379","cmhsbjow504n4maftlcldi06i",,"cmhsbjkex000wmaftwerlnlyw","cmhsbjo9a03wgmafti4qiqmc4","NEAR_MISS","HIGH","Incident 128 - SAFETY_VIOLATION","Root cause analysis completed",0,0,"Equipment damage reported",342.3575697422587,162401455.8951126,10.65898400451298,"RESOLVED","Corrective action implemented",,,,,"2025-11-09T23:02:50.181Z","2025-11-09T23:02:50.181Z"
"cmhsbjyvc0edimaftqlg3k8lm","INC-000129","2025-08-04T23:02:49.872Z","2025-08-05T02:02:52.083Z","Location-39","SITE-0494","cmhsbjow604n6maftmdnge4tc",,"cmhsbjkei000lmaft1tp11xa3","cmhsbjo9c03wimaft8e0lhlcu","SAFETY_VIOLATION","LOW","Incident 129 - EQUIPMENT_FAILURE",,0,0,,,9515138.126533853,0,"REPORTED",,,,,,"2025-11-09T23:02:50.184Z","2025-11-09T23:02:50.184Z"
"cmhsbjyvf0edkmaftw0oa1dvz","INC-000130","2025-07-01T23:02:49.872Z","2025-07-02T05:31:15.235Z","Location-38","SITE-0157","cmhsbjow804n8maftrert71x1",,"cmhsbjke8000emaftxno1b7zv","cmhsbjo9e03wkmaft1ro57v3j","COLLISION","HIGH","Incident 130 - SPILL","Root cause analysis completed",1,0,"Equipment damage reported",575.680151219472,239637027.3250827,11.00432282659725,"RESOLVED","Corrective action implemented",,,,,"2025-11-09T23:02:50.187Z","2025-11-09T23:02:50.187Z"
"cmhsbjyvh0edmmaftt0jmabso","INC-000131","2025-09-03T23:02:49.872Z","2025-09-04T04:03:49.105Z","Location-32","SITE-0361",,,"cmhsbjkfx001mmaft1cjo39b1",,"ACCIDENT","HIGH","Incident 131 - NEAR_MISS","Root cause analysis completed",1,0,"Equipment damage reported",1178.156642669693,218141420.0731698,15.33579049624761,"RESOLVED","Corrective action implemented",,,,,"2025-11-09T23:02:50.189Z","2025-11-09T23:02:50.189Z"
"cmhsbjyvj0edomaftmqg805m9","INC-000132","2025-05-22T23:02:49.872Z","2025-05-23T16:43:25.068Z","Location-21","SITE-0356",,"cmhsbjpsv05h0maftynzpt7vx","cmhsbjkgu002amaftustz9s6d",,"NEAR_MISS","LOW","Incident 132 - NEAR_MISS","Root cause analysis completed",0,0,,,826277.7712108416,0,"INVESTIGATING","Corrective action implemented",,,,,"2025-11-09T23:02:50.192Z","2025-11-09T23:02:50.192Z"
"cmhsbjyvl0edqmaftr8m38jlb","INC-000133","2025-11-07T23:02:49.872Z","2025-11-08T13:00:37.017Z","Location-14","SITE-0420",,,"cmhsbjkf70013maftuxbjtngc",,"EQUIPMENT_FAILURE","LOW","Incident 133 - NEAR_MISS","Root cause analysis completed",0,0,,,3893002.708609137,0,"INVESTIGATING","Corrective action implemented",,,,,"2025-11-09T23:02:50.194Z","2025-11-09T23:02:50.194Z"
"cmhsbjyvn0edsmaftwgcdb6fp","INC-000134","2025-08-02T23:02:49.872Z","2025-08-03T14:06:04.153Z","Location-19","SITE-0252","cmhsbjowe04ngmaftkoat1mbh",,"cmhsbjkgk0023mafthepww12l","cmhsbjo9k03wsmaftki6stlh8","ACCIDENT","LOW","Incident 134 - SPILL",,0,0,,,4034789.697572991,0,"REPORTED",,,,,,"2025-11-09T23:02:50.196Z","2025-11-09T23:02:50.196Z"
"cmhsbjyvp0edumaftvoaqslvp","INC-000135","2025-08-16T23:02:49.872Z","2025-08-17T15:53:54.402Z","Location-46","SITE-0477",,"cmhsbjpt205h3maftucf922m8","cmhsbjkf40011maftzk8arvmv",,"EQUIPMENT_FAILURE","MEDIUM","Incident 135 - EQUIPMENT_FAILURE","Root cause analysis completed",0,0,"Equipment damage reported",2583.966627565362,27448241.77986476,19.00654830064847,"INVESTIGATING","Corrective action implemented",,,,,"2025-11-09T23:02:50.197Z","2025-11-09T23:02:50.197Z"
"cmhsbjyvr0edwmaft3i3y8ax5","INC-000136","2025-10-21T23:02:49.872Z","2025-10-22T15:07:26.026Z","Location-24","SITE-0388","cmhsbjowi04nkmaftefilvsdm",,"cmhsbjkh7002kmaft1n6w9ofd","cmhsbjo9n03wwmaftu8xp2nk6","EQUIPMENT_FAILURE","LOW","Incident 136 - NEAR_MISS",,0,0,,,9204628.274194377,0,"REPORTED",,,,,,"2025-11-09T23:02:50.200Z","2025-11-09T23:02:50.200Z"
"cmhsbjyvt0edymaftlnaj5esb","INC-000137","2025-11-05T23:02:49.872Z","2025-11-06T18:44:51.004Z","Location-5","SITE-0568","cmhsbjowk04nmmaftlx9a22k2",,"cmhsbjkg2001qmaft2hiy9wic","cmhsbjo9p03wymaftmaat7udq","ACCIDENT","MEDIUM","Incident 137 - COLLISION",,0,0,"Equipment damage reported",1120.046912354347,47134232.83159099,11.68190476765977,"REPORTED",,,,,,"2025-11-09T23:02:50.202Z","2025-11-09T23:02:50.202Z"
"cmhsbjyvv0ee0maft3lc0p6v4","INC-000138","2025-09-26T23:02:49.872Z","2025-09-27T17:35:32.605Z","Location-7","SITE-0242",,"cmhsbjpt705h6maftdgibbn2e","cmhsbjkfn001fmaftlb78uz8o",,"COLLISION","MEDIUM","Incident 138 - SAFETY_VIOLATION","Root cause analysis completed",0,0,"Equipment damage reported",4621.032877327356,20865146.38450494,12.32018613610474,"RESOLVED","Corrective action implemented",,,,,"2025-11-09T23:02:50.204Z","2025-11-09T23:02:50.204Z"
"cmhsbjyvx0ee2mafthnpapold","INC-000139","2025-09-12T23:02:49.872Z","2025-09-13T18:55:19.487Z","Location-31","SITE-0063","cmhsbjown04nqmaft257zhn8f",,"cmhsbjkgq0027maftifno7wgb","cmhsbjo9s03x2maftn08h548g","NEAR_MISS","MEDIUM","Incident 139 - SPILL","Root cause analysis completed",0,0,"Equipment damage reported",4281.028651648252,22497883.87004118,5.863671298453458,"CLOSED","Corrective action implemented","Preventive measures documented",,,,"2025-11-09T23:02:50.205Z","2025-11-09T23:02:50.205Z"
"cmhsbjyvz0ee4maftxtpqblpy","INC-000140","2025-09-15T23:02:49.872Z","2025-09-16T21:57:11.008Z","Location-13","SITE-0028",,,"cmhsbjkf20010maftc643gj1c",,"SPILL","MEDIUM","Incident 140 - SPILL","Root cause analysis completed",0,0,"Equipment damage reported",4625.203471991146,25887761.28919365,6.820128700178206,"CLOSED","Corrective action implemented","Preventive measures documented",,,,"2025-11-09T23:02:50.207Z","2025-11-09T23:02:50.207Z"
"cmhsbjyw00ee6maftd621mh94","INC-000141","2025-05-15T23:02:49.872Z","2025-05-16T14:19:56.290Z","Location-28","SITE-0468","cmhsbjowr04numaft3gxh8x9c","cmhsbjptd05h9mafty4ch48sc","cmhsbjkf70013maftuxbjtngc","cmhsbjo9w03x6maft989p8lwc","NEAR_MISS","HIGH","Incident 141 - SPILL","Root cause analysis completed",1,0,"Equipment damage reported",4587.728353726969,208846942.4810647,8.556654396873789,"INVESTIGATING","Corrective action implemented",,,,,"2025-11-09T23:02:50.209Z","2025-11-09T23:02:50.209Z"
"cmhsbjyw20ee8maft7hjxjlnb","INC-000142","2025-09-14T23:02:49.872Z","2025-09-15T11:51:47.525Z","Location-26","SITE-0091","cmhsbjows04nwmaftnv957t0t",,"cmhsbjkf20010maftc643gj1c","cmhsbjo9x03x8maftdnuwjrj8","SAFETY_VIOLATION","HIGH","Incident 142 - COLLISION","Root cause analysis completed",1,0,"Equipment damage reported",1092.924504440882,180838945.1327736,16.75659122529794,"RESOLVED","Corrective action implemented",,,,,"2025-11-09T23:02:50.211Z","2025-11-09T23:02:50.211Z"
"cmhsbjyw40eeamaft8m9s2kz9","INC-000143","2025-08-06T23:02:49.872Z","2025-08-07T17:38:29.515Z","Location-2","SITE-0515",,,"cmhsbjkep000qmaftz5v0j23y",,"ACCIDENT","HIGH","Incident 143 - COLLISION",,0,0,"Equipment damage reported",4702.084158906391,198252562.4555897,20.2071550521976,"REPORTED",,,,,,"2025-11-09T23:02:50.213Z","2025-11-09T23:02:50.213Z"
"cmhsbjyw60eecmaftq96jrpwf","INC-000144","2025-07-15T23:02:49.872Z","2025-07-16T14:30:11.667Z","Location-33","SITE-0051","cmhsbjowv04o0maftmh3m04op",,"cmhsbjkhd002pmaft15um6nte","cmhsbjoa003xcmaftr9gue99o","SPILL","MEDIUM","Incident 144 - ACCIDENT","Root cause analysis completed",0,0,"Equipment damage reported",365.9776219816457,15170961.05280126,16.71716739938464,"CLOSED","Corrective action implemented","Preventive measures documented",,,,"2025-11-09T23:02:50.214Z","2025-11-09T23:02:50.214Z"
"cmhsbjyw80eeemaftjruun11h","INC-000145","2025-05-23T23:02:49.872Z","2025-05-24T15:56:17.915Z","Location-28","SITE-0446","cmhsbjowx04o2maftq70y5udw","cmhsbjptj05hdmaft2gsfasqp","cmhsbjkdk0000maftb419zy59","cmhsbjoa203xemaftq7t1d22x","SPILL","LOW","Incident 145 - SPILL","Root cause analysis completed",0,0,,,7785018.431475064,0,"RESOLVED","Corrective action implemented",,,,,"2025-11-09T23:02:50.216Z","2025-11-09T23:02:50.216Z"
"cmhsbjywa0eegmaftxsgb4wmj","INC-000146","2025-10-26T23:02:49.872Z","2025-10-27T15:36:39.013Z","Location-4","SITE-0560","cmhsbjox004o4maftlp4wbsxz",,"cmhsbjkeg000kmaftgbda2u0o","cmhsbjoa303xgmaft9f1uujc5","COLLISION","LOW","Incident 146 - NEAR_MISS","Root cause analysis completed",0,0,,,9935016.012873638,0,"RESOLVED","Corrective action implemented",,,,,"2025-11-09T23:02:50.219Z","2025-11-09T23:02:50.219Z"
"cmhsbjywc0eeimaft8ogb181n","INC-000147","2025-05-18T23:02:49.872Z","2025-05-19T10:50:34.168Z","Location-29","SITE-0050","cmhsbjox104o6maft1mqpd2yo",,"cmhsbjkfx001mmaft1cjo39b1","cmhsbjoa503ximaft6trohbry","COLLISION","LOW","Incident 147 - SAFETY_VIOLATION","Root cause analysis completed",0,0,,,6269034.142622401,0,"RESOLVED","Corrective action implemented",,,,,"2025-11-09T23:02:50.220Z","2025-11-09T23:02:50.220Z"
"cmhsbjywe0eekmaftuft8myiv","INC-000148","2025-09-11T23:02:49.872Z","2025-09-12T14:14:36.024Z","Location-47","SITE-0538","cmhsbjox304o8maft84frhhce",,"cmhsbjkfc0017maft5m6xi7ll","cmhsbjoa603xkmafttwqftrqi","COLLISION","HIGH","Incident 148 - SAFETY_VIOLATION","Root cause analysis completed",1,0,"Equipment damage reported",2609.352916590614,68872761.73486122,6.76207590366953,"CLOSED","Corrective action implemented","Preventive measures documented",,,,"2025-11-09T23:02:50.222Z","2025-11-09T23:02:50.222Z"
"cmhsbjywf0eemmaft9j9rbb3z","INC-000149","2025-08-04T23:02:49.872Z","2025-08-05T04:37:26.583Z","Location-15","SITE-0118","cmhsbjox504oamaftich9xjjj",,"cmhsbjkge001ymaftl1i6fh6i","cmhsbjoa803xmmaft10btec0s","COLLISION","MEDIUM","Incident 149 - SPILL",,0,0,"Equipment damage reported",4729.542003930197,21471415.64377665,15.75629732789748,"REPORTED",,,,,,"2025-11-09T23:02:50.224Z","2025-11-09T23:02:50.224Z"
"cmhsbjywh0eeomaftieiwkxs2","INC-000150","2025-09-11T23:02:49.872Z","2025-09-12T11:57:58.610Z","Location-13","SITE-0570","cmhsbjox604ocmaftx2r8wir5","cmhsbjptr05himaftbhhezwkp","cmhsbjke10009mafta9mfo3do","cmhsbjoaa03xomaftvsc1gd6d","EQUIPMENT_FAILURE","MEDIUM","Incident 150 - NEAR_MISS","Root cause analysis completed",0,0,"Equipment damage reported",3316.621731219259,19588859.83169311,0.9910744206859992,"CLOSED","Corrective action implemented","Preventive measures documented",,,,"2025-11-09T23:02:50.226Z","2025-11-09T23:02:50.226Z"
"cmhsbjywj0eeqmaft77f1ciiz","INC-000151","2025-05-16T23:02:49.872Z","2025-05-17T07:34:39.815Z","Location-43","SITE-0340","cmhsbjox804oemaft1n14n9co",,"cmhsbjkgf001zmafta02elvam","cmhsbjoac03xqmaftaokmmfib","SPILL","MEDIUM","Incident 151 - SPILL",,0,0,"Equipment damage reported",1668.411709990201,22109453.69309697,21.48997590507158,"REPORTED",,,,,,"2025-11-09T23:02:50.228Z","2025-11-09T23:02:50.228Z"
"cmhsbjywl0eesmaftumk4p87v","INC-000152","2025-08-29T23:02:49.872Z","2025-08-30T10:02:22.566Z","Location-29","SITE-0375","cmhsbjoxa04ogmaft0a14eng8",,"cmhsbjkgz002emaft08l1vbix","cmhsbjoad03xsmaftu4bxo0ps","ACCIDENT","LOW","Incident 152 - ACCIDENT","Root cause analysis completed",0,0,,,4027927.474275057,0,"RESOLVED","Corrective action implemented",,,,,"2025-11-09T23:02:50.229Z","2025-11-09T23:02:50.229Z"
"cmhsbjywn0eeumaftwnzyj6fu","INC-000153","2025-10-11T23:02:49.872Z","2025-10-12T19:23:02.335Z","Location-1","SITE-0118","cmhsbjoxb04oimaftmn15gwmh",,"cmhsbjkex000wmaftwerlnlyw","cmhsbjoaf03xumaftohcvrrdh","NEAR_MISS","MEDIUM","Incident 153 - EQUIPMENT_FAILURE",,0,0,"Equipment damage reported",211.3551547808357,18161789.99040622,17.07017765544479,"REPORTED",,,,,,"2025-11-09T23:02:50.231Z","2025-11-09T23:02:50.231Z"
"cmhsbjywq0eewmafttfx8hw6w","INC-000154","2025-05-21T23:02:49.872Z","2025-05-21T23:22:55.791Z","Location-33","SITE-0391",,,"cmhsbjkga001vmaftqb2dkf24",,"SAFETY_VIOLATION","LOW","Incident 154 - NEAR_MISS",,0,0,,,66017.55256183894,0,"REPORTED",,,,,,"2025-11-09T23:02:50.234Z","2025-11-09T23:02:50.234Z"
"cmhsbjyws0eeymaft5w5xpcim","INC-000155","2025-07-19T23:02:49.872Z","2025-07-20T02:23:15.552Z","Location-23","SITE-0365",,"cmhsbjpu005hnmaftbrqtfp0e","cmhsbjkf20010maftc643gj1c",,"SPILL","LOW","Incident 155 - NEAR_MISS","Root cause analysis completed",0,0,,,1738689.903208617,0,"CLOSED","Corrective action implemented","Preventive measures documented",,,,"2025-11-09T23:02:50.236Z","2025-11-09T23:02:50.236Z"
"cmhsbjywu0ef0mafto2umha3u","INC-000156","2025-06-29T23:02:49.872Z","2025-06-30T05:27:19.072Z","Location-11","SITE-0139","cmhsbjoxh04oomaft7vbybmbu",,"cmhsbjkdy0007maftlhqh0vpc","cmhsbjoak03y0maftyhng3pej","ACCIDENT","HIGH","Incident 156 - ACCIDENT","Root cause analysis completed",0,0,"Equipment damage reported",1752.472789324511,131873848.2453048,14.63599684917901,"RESOLVED","Corrective action implemented",,,,,"2025-11-09T23:02:50.239Z","2025-11-09T23:02:50.239Z"
"cmhsbjyww0ef2maftd9bt1bx7","INC-000157","2025-09-20T23:02:49.872Z","2025-09-21T00:19:58.271Z","Location-23","SITE-0486",,,"cmhsbjkg2001qmaft2hiy9wic",,"ACCIDENT","MEDIUM","Incident 157 - ACCIDENT","Root cause analysis completed",0,0,"Equipment damage reported",937.1740417167717,44734649.61674475,9.337556565379902,"CLOSED","Corrective action implemented","Preventive measures documented",,,,"2025-11-09T23:02:50.241Z","2025-11-09T23:02:50.241Z"
"cmhsbjywy0ef4maft873so3x8","INC-000158","2025-08-07T23:02:49.872Z","2025-08-08T15:44:42.009Z","Location-25","SITE-0270","cmhsbjoxk04osmaftlxfh3f1w","cmhsbjpu505hqmaftf97mz66k","cmhsbjkgv002bmaft58d57t7w","cmhsbjoan03y4maftja2m2ll0","SPILL","HIGH","Incident 158 - SPILL","Root cause analysis completed",0,0,"Equipment damage reported",1869.950226302304,172817633.377958,13.52174183758629,"RESOLVED","Corrective action implemented",,,,,"2025-11-09T23:02:50.243Z","2025-11-09T23:02:50.243Z"
"cmhsbjyx10ef6mafts77zijcm","INC-000159","2025-09-15T23:02:49.872Z","2025-09-16T22:06:26.923Z","Location-47","SITE-0175","cmhsbjoxm04oumaftes32wir3",,"cmhsbjkea000fmaft6p8hpyc1","cmhsbjoao03y6maftht8930pj","SAFETY_VIOLATION","MEDIUM","Incident 159 - ACCIDENT","Root cause analysis completed",0,0,"Equipment damage reported",1828.095660326771,10410801.33541224,5.946906212793278,"CLOSED","Corrective action implemented","Preventive measures documented",,,,"2025-11-09T23:02:50.245Z","2025-11-09T23:02:50.245Z"
"cmhsbjyx30ef8maftp0bfdofr","INC-000160","2025-06-21T23:02:49.872Z","2025-06-22T20:07:39.843Z","Location-25","SITE-0227",,,"cmhsbjkgx002dmaft12n2c8x9",,"COLLISION","MEDIUM","Incident 160 - ACCIDENT","Root cause analysis completed",0,0,"Equipment damage reported",198.8636270484945,38869231.69527614,10.83531119107263,"RESOLVED","Corrective action implemented",,,,,"2025-11-09T23:02:50.247Z","2025-11-09T23:02:50.247Z"
"cmhsbjyx60efamaftgrl7cba4","INC-000161","2025-10-27T23:02:49.872Z","2025-10-28T14:00:20.817Z","Location-3","SITE-0324","cmhsbjoxp04oymaft0jvw7a9c","cmhsbjpub05htmaftyzad18rp","cmhsbjkgs0029maft0tjbceub","cmhsbjoas03yamaft5f7r2xja","EQUIPMENT_FAILURE","MEDIUM","Incident 161 - EQUIPMENT_FAILURE",,0,0,"Equipment damage reported",2269.895357895102,20808769.47794169,17.36176738334063,"REPORTED",,,,,,"2025-11-09T23:02:50.250Z","2025-11-09T23:02:50.250Z"
"cmhsbjyx80efcmafto7l1t3ug","INC-000162","2025-09-17T23:02:49.872Z","2025-09-18T00:39:42.396Z","Location-26","SITE-0493",,,"cmhsbjkf40011maftzk8arvmv",,"COLLISION","HIGH","Incident 162 - SPILL","Root cause analysis completed",0,0,"Equipment damage reported",2873.080518829036,126510807.6844103,8.585637078242133,"INVESTIGATING","Corrective action implemented",,,,,"2025-11-09T23:02:50.252Z","2025-11-09T23:02:50.252Z"
"cmhsbjyxa0efemaftx1735tmg","INC-000163","2025-06-26T23:02:49.872Z","2025-06-27T12:09:01.004Z","Location-4","SITE-0379",,,"cmhsbjkgi0021maft8heoeflx",,"ACCIDENT","MEDIUM","Incident 163 - ACCIDENT","Root cause analysis completed",0,0,"Equipment damage reported",1694.300962346579,41751554.52029139,12.76280965996061,"INVESTIGATING","Corrective action implemented",,,,,"2025-11-09T23:02:50.255Z","2025-11-09T23:02:50.255Z"
"cmhsbjyxd0efgmafttc0kfxqg","INC-000164","2025-11-04T23:02:49.872Z","2025-11-05T02:34:51.343Z","Location-8","SITE-0115",,,"cmhsbjkgv002bmaft58d57t7w",,"NEAR_MISS","HIGH","Incident 164 - ACCIDENT","Root cause analysis completed",0,0,"Equipment damage reported",1770.777889792332,90463100.80159894,5.368398608194692,"INVESTIGATING","Corrective action implemented",,,,,"2025-11-09T23:02:50.257Z","2025-11-09T23:02:50.257Z"
"cmhsbjyxf0efimaftuc7zlo2f","INC-000165","2025-08-04T23:02:49.872Z","2025-08-05T08:54:01.037Z","Location-41","SITE-0164",,,"cmhsbjkfs001jmaftkhidw659",,"SAFETY_VIOLATION","HIGH","Incident 165 - ACCIDENT","Root cause analysis completed",0,0,"Equipment damage reported",609.4676869114479,82030085.46912277,6.386751516779231,"CLOSED","Corrective action implemented","Preventive measures documented",,,,"2025-11-09T23:02:50.259Z","2025-11-09T23:02:50.259Z"
"cmhsbjyxh0efkmaft5zgs7l8m","INC-000166","2025-10-20T23:02:49.872Z","2025-10-21T09:04:12.916Z","Location-20","SITE-0155","cmhsbjoxz04p8maftmv0w587w",,"cmhsbjkdp0001maftund967le","cmhsbjob103ykmaftewubtt16","EQUIPMENT_FAILURE","LOW","Incident 166 - EQUIPMENT_FAILURE","Root cause analysis completed",0,0,,,6092085.488741443,0,"RESOLVED","Corrective action implemented",,,,,"2025-11-09T23:02:50.261Z","2025-11-09T23:02:50.261Z"
"cmhsbjyxj0efmmafth39wekt5","INC-000167","2025-05-27T23:02:49.872Z","2025-05-28T21:58:40.779Z","Location-43","SITE-0131",,,"cmhsbjkes000tmaft4t7uyt9m",,"NEAR_MISS","LOW","Incident 167 - EQUIPMENT_FAILURE","Root cause analysis completed",0,0,,,9287106.819979023,0,"CLOSED","Corrective action implemented","Preventive measures documented",,,,"2025-11-09T23:02:50.263Z","2025-11-09T23:02:50.263Z"
"cmhsbjyxm0efomaftf7tc4mj9","INC-000168","2025-10-02T23:02:49.872Z","2025-10-03T06:37:49.594Z","Location-32","SITE-0214",,,"cmhsbjkg0001pmaft6qk5mj2s",,"SPILL","HIGH","Incident 168 - ACCIDENT","Root cause analysis completed",1,0,"Equipment damage reported",4043.265684521289,155630294.0815031,8.546671127312555,"INVESTIGATING","Corrective action implemented",,,,,"2025-11-09T23:02:50.266Z","2025-11-09T23:02:50.266Z"
"cmhsbjyxo0efqmaftz84xmf48","INC-000169","2025-06-18T23:02:49.872Z","2025-06-18T23:16:57.829Z","Location-43","SITE-0194","cmhsbjoy404pemaftl8iav35s",,"cmhsbjkfv001lmaft7ijxvzq8","cmhsbjob603yqmaftnr4onaid","SPILL","HIGH","Incident 169 - COLLISION","Root cause analysis completed",1,0,"Equipment damage reported",2361.993832513603,237791568.9660081,0.4376322192218449,"CLOSED","Corrective action implemented","Preventive measures documented",,,,"2025-11-09T23:02:50.268Z","2025-11-09T23:02:50.268Z"
"cmhsbjyxq0efsmaftobjzbvyn","INC-000170","2025-09-09T23:02:49.872Z","2025-09-10T17:08:16.809Z","Location-31","SITE-0014","cmhsbjoy504pgmaft9bxzm83u",,"cmhsbjkgv002bmaft58d57t7w","cmhsbjob803ysmaft24il0vey","COLLISION","LOW","Incident 170 - SAFETY_VIOLATION",,0,0,,,6183434.385654923,0,"REPORTED",,,,,,"2025-11-09T23:02:50.270Z","2025-11-09T23:02:50.270Z"
"cmhsbjyxs0efumaftwnhq52r4","INC-000171","2025-05-22T23:02:49.872Z","2025-05-23T11:57:52.263Z","Location-18","SITE-0039",,,"cmhsbjkej000mmaftkhfh4ked",,"COLLISION","HIGH","Incident 171 - COLLISION","Root cause analysis completed",0,0,"Equipment damage reported",3390.298572429378,68154096.46253774,5.489895345468064,"CLOSED","Corrective action implemented","Preventive measures documented",,,,"2025-11-09T23:02:50.273Z","2025-11-09T23:02:50.273Z"
"cmhsbjyxv0efwmaftcj71esg4","INC-000172","2025-09-21T23:02:49.872Z","2025-09-22T04:41:09.237Z","Location-50","SITE-0410",,,"cmhsbjkgi0021maft8heoeflx",,"SPILL","HIGH","Incident 172 - SPILL","Root cause analysis completed",1,0,"Equipment damage reported",216.7511486877582,177274398.6268645,10.47723133334166,"CLOSED","Corrective action implemented","Preventive measures documented",,,,"2025-11-09T23:02:50.275Z","2025-11-09T23:02:50.275Z"
"cmhsbjyxw0efymaftmj6ljnjz","INC-000173","2025-07-12T23:02:49.872Z","2025-07-13T04:04:20.720Z","Location-42","SITE-0078","cmhsbjoya04pmmaftkryuwgms",,"cmhsbjkfv001lmaft7ijxvzq8","cmhsbjobd03yymafttqc0ulm7","SAFETY_VIOLATION","LOW","Incident 173 - SPILL","Root cause analysis completed",0,0,,,6743222.387729515,0,"INVESTIGATING","Corrective action implemented",,,,,"2025-11-09T23:02:50.277Z","2025-11-09T23:02:50.277Z"
"cmhsbjyxy0eg0maft5jx37xbx","INC-000174","2025-09-24T23:02:49.872Z","2025-09-25T20:07:17.235Z","Location-34","SITE-0163",,,"cmhsbjkfb0016maft96g4l7e3",,"COLLISION","HIGH","Incident 174 - SPILL","Root cause analysis completed",0,0,"Equipment damage reported",3267.643149785694,187294041.0645886,6.727018287643462,"RESOLVED","Corrective action implemented",,,,,"2025-11-09T23:02:50.279Z","2025-11-09T23:02:50.279Z"
"cmhsbjyy10eg2maft3r764zor","INC-000175","2025-05-24T23:02:49.872Z","2025-05-25T17:17:08.884Z","Location-39","SITE-0241",,,"cmhsbjkhf002qmaftweiw8clj",,"NEAR_MISS","HIGH","Incident 175 - SAFETY_VIOLATION","Root cause analysis completed",1,0,"Equipment damage reported",328.0336025478725,233910589.9506008,4.106872026442851,"INVESTIGATING","Corrective action implemented",,,,,"2025-11-09T23:02:50.281Z","2025-11-09T23:02:50.281Z"
"cmhsbjyy30eg4maftas7lxzpu","INC-000176","2025-08-07T23:02:49.872Z","2025-08-08T02:30:35.265Z","Location-10","SITE-0402","cmhsbjoyg04psmaft6wvwpofs",,"cmhsbjkf90015maftmmc9gxhb","cmhsbjobi03z4maft68q0omx7","ACCIDENT","HIGH","Incident 176 - SAFETY_VIOLATION","Root cause analysis completed",1,0,"Equipment damage reported",2522.885614577133,240344947.4295294,12.33068258727391,"CLOSED","Corrective action implemented","Preventive measures documented",,,,"2025-11-09T23:02:50.283Z","2025-11-09T23:02:50.283Z"
"cmhsbjyy50eg6maft1l8clmnt","INC-000177","2025-08-17T23:02:49.872Z","2025-08-18T09:09:23.029Z","Location-30","SITE-0560","cmhsbjoyh04pumaftqkoz4ysv",,"cmhsbjkep000qmaftz5v0j23y","cmhsbjobk03z6maftnec7fpt1","SAFETY_VIOLATION","MEDIUM","Incident 177 - COLLISION",,0,0,"Equipment damage reported",2629.356242814968,31053599.05402388,4.20853092637763,"REPORTED",,,,,,"2025-11-09T23:02:50.286Z","2025-11-09T23:02:50.286Z"
"cmhsbjyy70eg8maftizfkgkj7","INC-000178","2025-09-09T23:02:49.872Z","2025-09-10T12:50:14.040Z","Location-45","SITE-0233","cmhsbjoyj04pwmafth3frhce8","cmhsbjpv705iamaft824iirjy","cmhsbjkfs001jmaftkhidw659","cmhsbjobl03z8mafttqxvupvi","EQUIPMENT_FAILURE","HIGH","Incident 178 - ACCIDENT","Root cause analysis completed",0,0,"Equipment damage reported",418.673218950919,162059819.9645985,4.430433391687098,"CLOSED","Corrective action implemented","Preventive measures documented",,,,"2025-11-09T23:02:50.288Z","2025-11-09T23:02:50.288Z"
"cmhsbjyya0egamaft8i6r371b","INC-000179","2025-09-01T23:02:49.872Z","2025-09-02T13:11:49.011Z","Location-42","SITE-0250",,"cmhsbjpv905ibmaft1fdpi895","cmhsbjkfv001lmaft7ijxvzq8",,"SAFETY_VIOLATION","MEDIUM","Incident 179 - COLLISION","Root cause analysis completed",0,0,"Equipment damage reported",1004.64587062009,41819163.48006304,11.64128642869463,"INVESTIGATING","Corrective action implemented",,,,,"2025-11-09T23:02:50.290Z","2025-11-09T23:02:50.290Z"
"cmhsbjyyc0egcmafty4y68g1f","INC-000180","2025-06-13T23:02:49.872Z","2025-06-14T02:54:55.205Z","Location-47","SITE-0455","cmhsbjoym04q0maftpnv97nmf",,"cmhsbjken000pmaftxgneofux","cmhsbjobp03zcmaft0re995k1","NEAR_MISS","MEDIUM","Incident 180 - SAFETY_VIOLATION","Root cause analysis completed",0,0,"Equipment damage reported",2940.681200786145,33796658.361715,16.47233857296374,"RESOLVED","Corrective action implemented",,,,,"2025-11-09T23:02:50.292Z","2025-11-09T23:02:50.292Z"
