"id","code","name","equipmentType","brand","model","status","lastMaintenance","totalHours","isActive","createdAt","updatedAt"
"cmhsbjqjg05x0maft98z13fzq","SUP-0108","Komatsu FUEL_TRUCK-108","FUEL_TRUCK","Komatsu","KOM191","ACTIVE","2025-10-18T23:02:39.248Z",3866,true,"2025-11-09T23:02:39.389Z","2025-11-09T23:02:39.389Z"
"cmhsbjqjh05x1maftz930rlma","SUP-0109","Shantui DOZER-109","DOZER","Shantui","SHA682","IDLE","2025-10-11T23:02:39.248Z",3284,true,"2025-11-09T23:02:39.390Z","2025-11-09T23:02:39.390Z"
"cmhsbjqjj05x2maftiv9kk03m","SUP-0110","Shantui LIGHT_VEHICLE-110","LIGHT_VEHICLE","Shantui","SHA333","MAINTENANCE","2025-10-08T23:02:39.248Z",18748,true,"2025-11-09T23:02:39.391Z","2025-11-09T23:02:39.391Z"
"cmhsbjqjk05x3mafth3luhqvx","SUP-0111","Volvo LIGHT_VEHICLE-111","LIGHT_VEHICLE","Volvo","VOL889","MAINTENANCE","2025-10-14T23:02:39.248Z",23133,true,"2025-11-09T23:02:39.392Z","2025-11-09T23:02:39.392Z"
"cmhsbjqjl05x4maftfph8mmim","SUP-0112","Shantui LIGHT_VEHICLE-112","LIGHT_VEHICLE","Shantui","SHA654","BREAKDOWN","2025-11-06T23:02:39.248Z",2673,true,"2025-11-09T23:02:39.393Z","2025-11-09T23:02:39.393Z"
"cmhsbjqjm05x5maftgyuwvxq2","SUP-0113","Komatsu WATER_TRUCK-113","WATER_TRUCK","Komatsu","KOM554","BREAKDOWN","2025-11-05T23:02:39.248Z",17785,true,"2025-11-09T23:02:39.395Z","2025-11-09T23:02:39.395Z"
"cmhsbjqjn05x6maftromf6bh1","SUP-0114","JCB COMPACTOR-114","COMPACTOR","JCB","JCB937","BREAKDOWN","2025-10-30T23:02:39.248Z",20976,true,"2025-11-09T23:02:39.396Z","2025-11-09T23:02:39.396Z"
"cmhsbjqjp05x7maft4z8353xn","SUP-0115","JCB LIGHT_VEHICLE-115","LIGHT_VEHICLE","JCB","JCB787","IDLE","2025-11-07T23:02:39.248Z",22795,true,"2025-11-09T23:02:39.397Z","2025-11-09T23:02:39.397Z"
"cmhsbjqjq05x8maft63g7zpoq","SUP-0116","Caterpillar DOZER-116","DOZER","Caterpillar","CAT737","IDLE","2025-09-26T23:02:39.248Z",17787,true,"2025-11-09T23:02:39.399Z","2025-11-09T23:02:39.399Z"
"cmhsbjqjs05x9mafta7sxaffu","SUP-0117","Komatsu DOZER-117","DOZER","Komatsu","KOM617","BREAKDOWN","2025-11-08T23:02:39.248Z",5540,true,"2025-11-09T23:02:39.400Z","2025-11-09T23:02:39.400Z"
"cmhsbjqjt05xamaftn7ymprio","SUP-0118","JCB WATER_TRUCK-118","WATER_TRUCK","JCB","JCB902","BREAKDOWN","2025-10-15T23:02:39.248Z",12535,true,"2025-11-09T23:02:39.402Z","2025-11-09T23:02:39.402Z"
"cmhsbjqju05xbmaft7de8o7rc","SUP-0119","XCMG GRADER-119","GRADER","XCMG","XCM288","MAINTENANCE","2025-09-26T23:02:39.248Z",12712,true,"2025-11-09T23:02:39.403Z","2025-11-09T23:02:39.403Z"
"cmhsbjqjw05xcmaftuq849nn9","SUP-0120","XCMG DOZER-120","DOZER","XCMG","XCM759","IDLE","2025-10-12T23:02:39.248Z",20577,true,"2025-11-09T23:02:39.404Z","2025-11-09T23:02:39.404Z"
"cmhsbjqjx05xdmaft2vnqky24","SUP-0121","Caterpillar COMPACTOR-121","COMPACTOR","Caterpillar","CAT123","MAINTENANCE","2025-10-21T23:02:39.248Z",23434,true,"2025-11-09T23:02:39.405Z","2025-11-09T23:02:39.405Z"
"cmhsbjqjy05xemaftmaev4tv0","SUP-0122","Shantui DOZER-122","DOZER","Shantui","SHA199","ACTIVE","2025-10-28T23:02:39.248Z",25155,true,"2025-11-09T23:02:39.406Z","2025-11-09T23:02:39.406Z"
"cmhsbjqjz05xfmaftirn12o8g","SUP-0123","Caterpillar DOZER-123","DOZER","Caterpillar","CAT320","MAINTENANCE","2025-10-19T23:02:39.248Z",18214,true,"2025-11-09T23:02:39.407Z","2025-11-09T23:02:39.407Z"
"cmhsbjqk005xgmaftkp36w60q","SUP-0124","Volvo FUEL_TRUCK-124","FUEL_TRUCK","Volvo","VOL180","ACTIVE","2025-11-05T23:02:39.248Z",13407,true,"2025-11-09T23:02:39.409Z","2025-11-09T23:02:39.409Z"
"cmhsbjqk105xhmaftcohp9bmv","SUP-0125","Komatsu LIGHT_VEHICLE-125","LIGHT_VEHICLE","Komatsu","KOM972","ACTIVE","2025-10-01T23:02:39.248Z",5216,true,"2025-11-09T23:02:39.410Z","2025-11-09T23:02:39.410Z"
"cmhsbjqk305ximaft9te2det0","SUP-0126","Caterpillar DOZER-126","DOZER","Caterpillar","CAT479","MAINTENANCE","2025-10-08T23:02:39.248Z",17927,true,"2025-11-09T23:02:39.411Z","2025-11-09T23:02:39.411Z"
"cmhsbjqk405xjmaftehewt784","SUP-0127","Shantui DOZER-127","DOZER","Shantui","SHA773","IDLE","2025-09-27T23:02:39.248Z",18281,true,"2025-11-09T23:02:39.412Z","2025-11-09T23:02:39.412Z"
"cmhsbjqk505xkmaftb6m7lnpd","SUP-0128","Caterpillar COMPACTOR-128","COMPACTOR","Caterpillar","CAT486","ACTIVE","2025-11-09T23:02:39.248Z",25075,true,"2025-11-09T23:02:39.414Z","2025-11-09T23:02:39.414Z"
"cmhsbjqk705xlmaftmap73kb7","SUP-0129","XCMG FUEL_TRUCK-129","FUEL_TRUCK","XCMG","XCM425","IDLE","2025-10-26T23:02:39.248Z",8274,true,"2025-11-09T23:02:39.415Z","2025-11-09T23:02:39.415Z"
"cmhsbjqk805xmmaft22og2dwp","SUP-0130","JCB DOZER-130","DOZER","JCB","JCB260","MAINTENANCE","2025-11-07T23:02:39.248Z",25063,true,"2025-11-09T23:02:39.417Z","2025-11-09T23:02:39.417Z"
"cmhsbjqka05xnmaft9v8jg73z","SUP-0131","Komatsu DOZER-131","DOZER","Komatsu","KOM760","MAINTENANCE","2025-09-30T23:02:39.248Z",13285,true,"2025-11-09T23:02:39.418Z","2025-11-09T23:02:39.418Z"
"cmhsbjqkb05xomaftjz0lf4b5","SUP-0132","JCB DOZER-132","DOZER","JCB","JCB356","IDLE","2025-09-30T23:02:39.248Z",15887,true,"2025-11-09T23:02:39.419Z","2025-11-09T23:02:39.419Z"
"cmhsbjqkc05xpmaftiil4dzs9","SUP-0133","XCMG WATER_TRUCK-133","WATER_TRUCK","XCMG","XCM771","BREAKDOWN","2025-11-02T23:02:39.248Z",15323,true,"2025-11-09T23:02:39.421Z","2025-11-09T23:02:39.421Z"
"cmhsbjqkd05xqmaft8jqvpxch","SUP-0134","Shantui DOZER-134","DOZER","Shantui","SHA912","BREAKDOWN","2025-11-05T23:02:39.248Z",16247,true,"2025-11-09T23:02:39.422Z","2025-11-09T23:02:39.422Z"
"cmhsbjqkf05xrmaft8efvf4og","SUP-0135","Shantui COMPACTOR-135","COMPACTOR","Shantui","SHA887","IDLE","2025-10-09T23:02:39.248Z",5236,true,"2025-11-09T23:02:39.423Z","2025-11-09T23:02:39.423Z"
"cmhsbjqkg05xsmaftnyt70ryh","SUP-0136","Caterpillar DOZER-136","DOZER","Caterpillar","CAT362","BREAKDOWN","2025-10-10T23:02:39.248Z",10929,true,"2025-11-09T23:02:39.424Z","2025-11-09T23:02:39.424Z"
"cmhsbjqkh05xtmaftblchuhri","SUP-0137","Komatsu COMPACTOR-137","COMPACTOR","Komatsu","KOM180","MAINTENANCE","2025-10-20T23:02:39.248Z",21144,true,"2025-11-09T23:02:39.425Z","2025-11-09T23:02:39.425Z"
"cmhsbjqki05xumaft1jfcg2az","SUP-0138","Volvo FUEL_TRUCK-138","FUEL_TRUCK","Volvo","VOL554","ACTIVE","2025-10-05T23:02:39.248Z",10673,true,"2025-11-09T23:02:39.426Z","2025-11-09T23:02:39.426Z"
"cmhsbjqkj05xvmaftiksfol7b","SUP-0139","Caterpillar LIGHT_VEHICLE-139","LIGHT_VEHICLE","Caterpillar","CAT386","MAINTENANCE","2025-10-27T23:02:39.248Z",25270,true,"2025-11-09T23:02:39.428Z","2025-11-09T23:02:39.428Z"
"cmhsbjqkk05xwmaft2kv0et0c","SUP-0140","Volvo FUEL_TRUCK-140","FUEL_TRUCK","Volvo","VOL107","MAINTENANCE","2025-10-25T23:02:39.248Z",11473,true,"2025-11-09T23:02:39.429Z","2025-11-09T23:02:39.429Z"
"cmhsbjqkm05xxmaft3sbw2xv7","SUP-0141","Komatsu LIGHT_VEHICLE-141","LIGHT_VEHICLE","Komatsu","KOM129","MAINTENANCE","2025-09-27T23:02:39.248Z",10695,true,"2025-11-09T23:02:39.430Z","2025-11-09T23:02:39.430Z"
"cmhsbjqkn05xymaftb2ms7p42","SUP-0142","Komatsu FUEL_TRUCK-142","FUEL_TRUCK","Komatsu","KOM283","IDLE","2025-10-16T23:02:39.248Z",18882,true,"2025-11-09T23:02:39.431Z","2025-11-09T23:02:39.431Z"
"cmhsbjqkp05xzmaftij0oi9ub","SUP-0143","JCB GRADER-143","GRADER","JCB","JCB234","IDLE","2025-11-07T23:02:39.248Z",22944,true,"2025-11-09T23:02:39.433Z","2025-11-09T23:02:39.433Z"
"cmhsbjqkq05y0maft6oc33fcy","SUP-0144","Volvo GRADER-144","GRADER","Volvo","VOL581","IDLE","2025-10-31T23:02:39.248Z",2502,true,"2025-11-09T23:02:39.435Z","2025-11-09T23:02:39.435Z"
"cmhsbjqkr05y1maftvhikn93w","SUP-0145","Shantui COMPACTOR-145","COMPACTOR","Shantui","SHA147","BREAKDOWN","2025-10-17T23:02:39.248Z",13253,true,"2025-11-09T23:02:39.436Z","2025-11-09T23:02:39.436Z"
"cmhsbjqkt05y2maft42grh2ea","SUP-0146","JCB GRADER-146","GRADER","JCB","JCB588","MAINTENANCE","2025-09-27T23:02:39.248Z",3521,true,"2025-11-09T23:02:39.437Z","2025-11-09T23:02:39.437Z"
"cmhsbjqku05y3maftehn88ih4","SUP-0147","Caterpillar LIGHT_VEHICLE-147","LIGHT_VEHICLE","Caterpillar","CAT768","ACTIVE","2025-10-29T23:02:39.248Z",15907,false,"2025-11-09T23:02:39.438Z","2025-11-09T23:02:39.438Z"
"cmhsbjqkv05y4maft5ndcbsvf","SUP-0148","Volvo WATER_TRUCK-148","WATER_TRUCK","Volvo","VOL859","BREAKDOWN","2025-09-30T23:02:39.248Z",3751,true,"2025-11-09T23:02:39.439Z","2025-11-09T23:02:39.439Z"
"cmhsbjqkw05y5maft9g1r1i3h","SUP-0149","Caterpillar DOZER-149","DOZER","Caterpillar","CAT940","BREAKDOWN","2025-11-09T23:02:39.248Z",13443,true,"2025-11-09T23:02:39.441Z","2025-11-09T23:02:39.441Z"
"cmhsbjqkx05y6maftg3l9652p","SUP-0150","Caterpillar LIGHT_VEHICLE-150","LIGHT_VEHICLE","Caterpillar","CAT569","MAINTENANCE","2025-10-01T23:02:39.248Z",21201,true,"2025-11-09T23:02:39.442Z","2025-11-09T23:02:39.442Z"
"cmhsbjqkz05y7maftynzrahsn","SUP-0151","Shantui LIGHT_VEHICLE-151","LIGHT_VEHICLE","Shantui","SHA249","ACTIVE","2025-10-06T23:02:39.248Z",23127,true,"2025-11-09T23:02:39.443Z","2025-11-09T23:02:39.443Z"
"cmhsbjql005y8mafte5pq4cvt","SUP-0152","Caterpillar COMPACTOR-152","COMPACTOR","Caterpillar","CAT562","ACTIVE","2025-10-11T23:02:39.248Z",25385,true,"2025-11-09T23:02:39.444Z","2025-11-09T23:02:39.444Z"
"cmhsbjql105y9mafthw0fv9iv","SUP-0153","XCMG LIGHT_VEHICLE-153","LIGHT_VEHICLE","XCMG","XCM681","IDLE","2025-10-02T23:02:39.248Z",15550,true,"2025-11-09T23:02:39.446Z","2025-11-09T23:02:39.446Z"
"cmhsbjql305yamaft7gwvvkpu","SUP-0154","Komatsu WATER_TRUCK-154","WATER_TRUCK","Komatsu","KOM524","MAINTENANCE","2025-10-23T23:02:39.248Z",23076,true,"2025-11-09T23:02:39.447Z","2025-11-09T23:02:39.447Z"
"cmhsbjql505ybmaftnj4576b3","SUP-0155","Caterpillar COMPACTOR-155","COMPACTOR","Caterpillar","CAT678","MAINTENANCE","2025-10-01T23:02:39.248Z",18765,true,"2025-11-09T23:02:39.449Z","2025-11-09T23:02:39.449Z"
"cmhsbjql605ycmaft90luldlx","SUP-0156","JCB WATER_TRUCK-156","WATER_TRUCK","JCB","JCB804","IDLE","2025-09-26T23:02:39.248Z",25333,true,"2025-11-09T23:02:39.451Z","2025-11-09T23:02:39.451Z"
"cmhsbjql805ydmaftkj8is565","SUP-0157","Komatsu FUEL_TRUCK-157","FUEL_TRUCK","Komatsu","KOM517","MAINTENANCE","2025-10-19T23:02:39.248Z",16009,true,"2025-11-09T23:02:39.452Z","2025-11-09T23:02:39.452Z"
"cmhsbjql905yemaft48qethmy","SUP-0158","XCMG LIGHT_VEHICLE-158","LIGHT_VEHICLE","XCMG","XCM138","ACTIVE","2025-09-26T23:02:39.248Z",8817,true,"2025-11-09T23:02:39.454Z","2025-11-09T23:02:39.454Z"
"cmhsbjqlb05yfmaftxff19z5j","SUP-0159","Volvo GRADER-159","GRADER","Volvo","VOL518","IDLE","2025-10-15T23:02:39.248Z",25235,true,"2025-11-09T23:02:39.455Z","2025-11-09T23:02:39.455Z"
"cmhsbjqlc05ygmaftx7rjsa7a","SUP-0160","XCMG WATER_TRUCK-160","WATER_TRUCK","XCMG","XCM510","IDLE","2025-10-02T23:02:39.248Z",18942,true,"2025-11-09T23:02:39.456Z","2025-11-09T23:02:39.456Z"
"cmhsbjqld05yhmaftp8zpzu6f","SUP-0161","XCMG LIGHT_VEHICLE-161","LIGHT_VEHICLE","XCMG","XCM776","MAINTENANCE","2025-10-31T23:02:39.248Z",5353,true,"2025-11-09T23:02:39.457Z","2025-11-09T23:02:39.457Z"
"cmhsbjqle05yimaftaxym0e83","SUP-0162","Volvo WATER_TRUCK-162","WATER_TRUCK","Volvo","VOL118","ACTIVE","2025-10-29T23:02:39.248Z",10842,true,"2025-11-09T23:02:39.458Z","2025-11-09T23:02:39.458Z"
"cmhsbjqlf05yjmafto2d8vt9m","SUP-0163","Caterpillar DOZER-163","DOZER","Caterpillar","CAT388","IDLE","2025-10-14T23:02:39.248Z",25962,true,"2025-11-09T23:02:39.460Z","2025-11-09T23:02:39.460Z"
"cmhsbjqlh05ykmaftp1fac4om","SUP-0164","JCB COMPACTOR-164","COMPACTOR","JCB","JCB700","ACTIVE","2025-10-03T23:02:39.248Z",10696,true,"2025-11-09T23:02:39.461Z","2025-11-09T23:02:39.461Z"
"cmhsbjqli05ylmaft05lanwf4","SUP-0165","Caterpillar COMPACTOR-165","COMPACTOR","Caterpillar","CAT114","IDLE","2025-10-26T23:02:39.248Z",15907,true,"2025-11-09T23:02:39.462Z","2025-11-09T23:02:39.462Z"
"cmhsbjqlj05ymmaft668uyttd","SUP-0166","JCB FUEL_TRUCK-166","FUEL_TRUCK","JCB","JCB346","IDLE","2025-10-11T23:02:39.248Z",25875,true,"2025-11-09T23:02:39.463Z","2025-11-09T23:02:39.463Z"
"cmhsbjqlk05ynmaft03uyeeqh","SUP-0167","Komatsu LIGHT_VEHICLE-167","LIGHT_VEHICLE","Komatsu","KOM885","IDLE","2025-10-01T23:02:39.248Z",7791,true,"2025-11-09T23:02:39.465Z","2025-11-09T23:02:39.465Z"
"cmhsbjqlm05yomaft5phnw2xr","SUP-0168","JCB LIGHT_VEHICLE-168","LIGHT_VEHICLE","JCB","JCB912","ACTIVE","2025-11-04T23:02:39.248Z",7563,true,"2025-11-09T23:02:39.467Z","2025-11-09T23:02:39.467Z"
"cmhsbjqlo05ypmaftfa5dv1g8","SUP-0169","Komatsu LIGHT_VEHICLE-169","LIGHT_VEHICLE","Komatsu","KOM670","ACTIVE","2025-10-06T23:02:39.248Z",23965,true,"2025-11-09T23:02:39.468Z","2025-11-09T23:02:39.468Z"
"cmhsbjqlp05yqmaft9x25a70p","SUP-0170","Shantui DOZER-170","DOZER","Shantui","SHA134","ACTIVE","2025-10-07T23:02:39.248Z",20226,true,"2025-11-09T23:02:39.469Z","2025-11-09T23:02:39.469Z"
"cmhsbjqlq05yrmaft7b9u14ur","SUP-0171","XCMG DOZER-171","DOZER","XCMG","XCM962","IDLE","2025-10-15T23:02:39.248Z",17904,false,"2025-11-09T23:02:39.471Z","2025-11-09T23:02:39.471Z"
"cmhsbjqlr05ysmaftrsox2ezx","SUP-0172","Volvo GRADER-172","GRADER","Volvo","VOL713","IDLE","2025-10-23T23:02:39.248Z",15460,true,"2025-11-09T23:02:39.472Z","2025-11-09T23:02:39.472Z"
"cmhsbjqlt05ytmaftjzj9dss1","SUP-0173","XCMG FUEL_TRUCK-173","FUEL_TRUCK","XCMG","XCM497","MAINTENANCE","2025-11-07T23:02:39.248Z",11035,true,"2025-11-09T23:02:39.473Z","2025-11-09T23:02:39.473Z"
"cmhsbjqlu05yumaftcwon6su6","SUP-0174","Komatsu DOZER-174","DOZER","Komatsu","KOM769","ACTIVE","2025-10-23T23:02:39.248Z",13669,false,"2025-11-09T23:02:39.474Z","2025-11-09T23:02:39.474Z"
"cmhsbjqlv05yvmaftazu0l0xl","SUP-0175","Shantui WATER_TRUCK-175","WATER_TRUCK","Shantui","SHA448","ACTIVE","2025-11-08T23:02:39.248Z",13514,true,"2025-11-09T23:02:39.475Z","2025-11-09T23:02:39.475Z"
"cmhsbjqlw05ywmaft2u7paiee","SUP-0176","Volvo DOZER-176","DOZER","Volvo","VOL949","IDLE","2025-09-29T23:02:39.248Z",3931,true,"2025-11-09T23:02:39.476Z","2025-11-09T23:02:39.476Z"
"cmhsbjqlx05yxmaftogk7aupi","SUP-0177","Komatsu COMPACTOR-177","COMPACTOR","Komatsu","KOM817","ACTIVE","2025-11-08T23:02:39.248Z",22940,true,"2025-11-09T23:02:39.477Z","2025-11-09T23:02:39.477Z"
"cmhsbjqly05yymafthvidhq35","SUP-0178","XCMG WATER_TRUCK-178","WATER_TRUCK","XCMG","XCM710","IDLE","2025-10-25T23:02:39.248Z",3511,true,"2025-11-09T23:02:39.479Z","2025-11-09T23:02:39.479Z"
"cmhsbjqlz05yzmaftzhk4zv06","SUP-0179","JCB FUEL_TRUCK-179","FUEL_TRUCK","JCB","JCB578","BREAKDOWN","2025-10-04T23:02:39.248Z",20445,true,"2025-11-09T23:02:39.480Z","2025-11-09T23:02:39.480Z"
"cmhsbjqm105z0maftrnw4du9m","SUP-0180","XCMG GRADER-180","GRADER","XCMG","XCM352","ACTIVE","2025-11-02T23:02:39.248Z",20599,false,"2025-11-09T23:02:39.481Z","2025-11-09T23:02:39.481Z"
"cmhsbjqm205z1maft01jyai6q","SUP-0181","JCB GRADER-181","GRADER","JCB","JCB702","ACTIVE","2025-10-10T23:02:39.248Z",3294,true,"2025-11-09T23:02:39.483Z","2025-11-09T23:02:39.483Z"
"cmhsbjqm405z2maftqpkozrby","SUP-0182","Volvo COMPACTOR-182","COMPACTOR","Volvo","VOL712","BREAKDOWN","2025-11-06T23:02:39.248Z",13204,true,"2025-11-09T23:02:39.484Z","2025-11-09T23:02:39.484Z"
"cmhsbjqm505z3maftvdtxkv3f","SUP-0183","Shantui WATER_TRUCK-183","WATER_TRUCK","Shantui","SHA979","BREAKDOWN","2025-11-01T23:02:39.248Z",18529,true,"2025-11-09T23:02:39.486Z","2025-11-09T23:02:39.486Z"
"cmhsbjqm605z4maftbucu1sn7","SUP-0184","XCMG WATER_TRUCK-184","WATER_TRUCK","XCMG","XCM928","IDLE","2025-10-20T23:02:39.248Z",17967,true,"2025-11-09T23:02:39.487Z","2025-11-09T23:02:39.487Z"
"cmhsbjqm705z5maftg9sypah4","SUP-0185","Volvo DOZER-185","DOZER","Volvo","VOL217","IDLE","2025-10-25T23:02:39.248Z",13007,true,"2025-11-09T23:02:39.488Z","2025-11-09T23:02:39.488Z"
"cmhsbjqm805z6maftnsyos4jr","SUP-0186","Caterpillar LIGHT_VEHICLE-186","LIGHT_VEHICLE","Caterpillar","CAT484","ACTIVE","2025-10-21T23:02:39.248Z",25095,true,"2025-11-09T23:02:39.489Z","2025-11-09T23:02:39.489Z"
"cmhsbjqm905z7maft8blvwmr2","SUP-0187","Volvo WATER_TRUCK-187","WATER_TRUCK","Volvo","VOL675","BREAKDOWN","2025-11-06T23:02:39.248Z",25248,true,"2025-11-09T23:02:39.490Z","2025-11-09T23:02:39.490Z"
"cmhsbjqmb05z8maftm2mouqgv","SUP-0188","XCMG WATER_TRUCK-188","WATER_TRUCK","XCMG","XCM266","IDLE","2025-10-06T23:02:39.248Z",23439,true,"2025-11-09T23:02:39.491Z","2025-11-09T23:02:39.491Z"
"cmhsbjqmc05z9maft6ehetim4","SUP-0189","Shantui LIGHT_VEHICLE-189","LIGHT_VEHICLE","Shantui","SHA882","BREAKDOWN","2025-10-09T23:02:39.248Z",26044,true,"2025-11-09T23:02:39.492Z","2025-11-09T23:02:39.492Z"
"cmhsbjqmd05zamaft50z6hg2u","SUP-0190","Caterpillar COMPACTOR-190","COMPACTOR","Caterpillar","CAT489","IDLE","2025-10-21T23:02:39.248Z",7788,true,"2025-11-09T23:02:39.493Z","2025-11-09T23:02:39.493Z"
"cmhsbjqme05zbmaftxdgfdu51","SUP-0191","JCB GRADER-191","GRADER","JCB","JCB130","ACTIVE","2025-09-27T23:02:39.248Z",16413,true,"2025-11-09T23:02:39.495Z","2025-11-09T23:02:39.495Z"
"cmhsbjqmf05zcmaftu17njd4n","SUP-0192","Komatsu DOZER-192","DOZER","Komatsu","KOM426","MAINTENANCE","2025-09-28T23:02:39.248Z",25558,true,"2025-11-09T23:02:39.496Z","2025-11-09T23:02:39.496Z"
"cmhsbjqmg05zdmaftcu8ejkah","SUP-0193","Shantui FUEL_TRUCK-193","FUEL_TRUCK","Shantui","SHA591","IDLE","2025-11-05T23:02:39.248Z",20867,true,"2025-11-09T23:02:39.497Z","2025-11-09T23:02:39.497Z"
"cmhsbjqmi05zemaftdxv8otb8","SUP-0194","JCB LIGHT_VEHICLE-194","LIGHT_VEHICLE","JCB","JCB532","ACTIVE","2025-11-02T23:02:39.248Z",8941,true,"2025-11-09T23:02:39.498Z","2025-11-09T23:02:39.498Z"
"cmhsbjqmk05zfmaftis1g5bvn","SUP-0195","Shantui WATER_TRUCK-195","WATER_TRUCK","Shantui","SHA235","IDLE","2025-10-11T23:02:39.248Z",12686,true,"2025-11-09T23:02:39.500Z","2025-11-09T23:02:39.500Z"
"cmhsbjqml05zgmaftjsat3wez","SUP-0196","Volvo COMPACTOR-196","COMPACTOR","Volvo","VOL461","IDLE","2025-10-26T23:02:39.248Z",23973,true,"2025-11-09T23:02:39.502Z","2025-11-09T23:02:39.502Z"
"cmhsbjqmm05zhmaftqzepsj9l","SUP-0197","XCMG COMPACTOR-197","COMPACTOR","XCMG","XCM954","MAINTENANCE","2025-10-31T23:02:39.248Z",2700,true,"2025-11-09T23:02:39.503Z","2025-11-09T23:02:39.503Z"
"cmhsbjqmo05zimaft496elamo","SUP-0198","Shantui DOZER-198","DOZER","Shantui","SHA223","IDLE","2025-10-02T23:02:39.248Z",11418,true,"2025-11-09T23:02:39.504Z","2025-11-09T23:02:39.504Z"
"cmhsbjqmp05zjmaft7rpie5q6","SUP-0199","Volvo GRADER-199","GRADER","Volvo","VOL498","BREAKDOWN","2025-10-03T23:02:39.248Z",10450,true,"2025-11-09T23:02:39.505Z","2025-11-09T23:02:39.505Z"
"cmhsbjqmq05zkmafti04gb5z0","SUP-0200","Shantui DOZER-200","DOZER","Shantui","SHA464","ACTIVE","2025-09-27T23:02:39.248Z",13112,true,"2025-11-09T23:02:39.506Z","2025-11-09T23:02:39.506Z"
"cmhsbjqmr05zlmaftiu5kuf8g","SUP-0201","Caterpillar WATER_TRUCK-201","WATER_TRUCK","Caterpillar","CAT361","IDLE","2025-11-07T23:02:39.248Z",17590,true,"2025-11-09T23:02:39.507Z","2025-11-09T23:02:39.507Z"
"cmhsbjqms05zmmaftzvak29w2","SUP-0202","Shantui DOZER-202","DOZER","Shantui","SHA958","IDLE","2025-10-01T23:02:39.248Z",25985,true,"2025-11-09T23:02:39.509Z","2025-11-09T23:02:39.509Z"
"cmhsbjqmt05znmaft84ppawl8","SUP-0203","Caterpillar DOZER-203","DOZER","Caterpillar","CAT962","IDLE","2025-10-13T23:02:39.248Z",8340,true,"2025-11-09T23:02:39.510Z","2025-11-09T23:02:39.510Z"
"cmhsbjqmu05zomaftwl5dwd05","SUP-0204","Caterpillar WATER_TRUCK-204","WATER_TRUCK","Caterpillar","CAT273","IDLE","2025-10-30T23:02:39.248Z",20979,true,"2025-11-09T23:02:39.511Z","2025-11-09T23:02:39.511Z"
"cmhsbjqmw05zpmaft34g7ezbm","SUP-0205","JCB DOZER-205","DOZER","JCB","JCB477","ACTIVE","2025-09-27T23:02:39.248Z",6486,true,"2025-11-09T23:02:39.512Z","2025-11-09T23:02:39.512Z"
"cmhsbjqmx05zqmaftrpyxdz27","SUP-0206","XCMG COMPACTOR-206","COMPACTOR","XCMG","XCM762","MAINTENANCE","2025-10-19T23:02:39.248Z",5394,true,"2025-11-09T23:02:39.513Z","2025-11-09T23:02:39.513Z"
"cmhsbjqmy05zrmaftclrdmt0l","SUP-0207","Komatsu WATER_TRUCK-207","WATER_TRUCK","Komatsu","KOM662","ACTIVE","2025-11-08T23:02:39.248Z",17856,true,"2025-11-09T23:02:39.514Z","2025-11-09T23:02:39.514Z"
"cmhsbjqmz05zsmaft3uu7y1zp","SUP-0208","JCB FUEL_TRUCK-208","FUEL_TRUCK","JCB","JCB842","ACTIVE","2025-09-30T23:02:39.248Z",5266,true,"2025-11-09T23:02:39.516Z","2025-11-09T23:02:39.516Z"
"cmhsbjqn105ztmaftas5nhqlq","SUP-0209","Shantui COMPACTOR-209","COMPACTOR","Shantui","SHA814","IDLE","2025-10-25T23:02:39.248Z",23887,true,"2025-11-09T23:02:39.517Z","2025-11-09T23:02:39.517Z"
"cmhsbjqn205zumaftnwkksfzc","SUP-0210","Komatsu GRADER-210","GRADER","Komatsu","KOM686","MAINTENANCE","2025-10-17T23:02:39.248Z",25139,true,"2025-11-09T23:02:39.519Z","2025-11-09T23:02:39.519Z"
"cmhsbjqn405zvmaftldx86hyh","SUP-0211","XCMG FUEL_TRUCK-211","FUEL_TRUCK","XCMG","XCM646","BREAKDOWN","2025-10-18T23:02:39.248Z",8103,true,"2025-11-09T23:02:39.520Z","2025-11-09T23:02:39.520Z"
"cmhsbjqn505zwmaft1jaxq9w6","SUP-0212","Komatsu GRADER-212","GRADER","Komatsu","KOM210","ACTIVE","2025-10-18T23:02:39.248Z",6171,true,"2025-11-09T23:02:39.521Z","2025-11-09T23:02:39.521Z"
"cmhsbjqn605zxmaft9rdzy47w","SUP-0213","Volvo FUEL_TRUCK-213","FUEL_TRUCK","Volvo","VOL662","IDLE","2025-10-05T23:02:39.248Z",20637,true,"2025-11-09T23:02:39.522Z","2025-11-09T23:02:39.522Z"
"cmhsbjqn705zymaft023rmfpa","SUP-0214","JCB COMPACTOR-214","COMPACTOR","JCB","JCB495","IDLE","2025-11-07T23:02:39.248Z",23256,true,"2025-11-09T23:02:39.524Z","2025-11-09T23:02:39.524Z"
"cmhsbjqn805zzmaftvjw54ml2","SUP-0215","Volvo LIGHT_VEHICLE-215","LIGHT_VEHICLE","Volvo","VOL617","ACTIVE","2025-10-31T23:02:39.248Z",20403,true,"2025-11-09T23:02:39.525Z","2025-11-09T23:02:39.525Z"
