"id","sessionId","userId","userQuery","queryIntent","retrievedContext","sqlQuery","botResponse","responseSource","confidence","responseTime","tokensUsed","userFeedback","feedbackComment","timestamp"
"cmhsbk3md0ix6maft0swemp9l","SESSION-0000150","cmhsbjkj80045mafthnq650ez","Query 150 - Information request","FUEL_REPORT","{""documents"":9,""relevance"":0.7302994926452884}","SELECT * FROM hauling_activities WHERE ...","Response to query 150 with relevant information","HYBRID",0.7063917672590072,2,1431,,"User feedback comment","2025-10-11T04:02:56.127Z"
"cmhsbk3me0ix7maftt38e4hz6","SESSION-0000151","cmhsbjkja0046maftyqulpqu0","Query 151 - Information request","DELAY_ANALYSIS","{""documents"":1,""relevance"":0.9091072502595354}","SELECT * FROM hauling_activities WHERE ...","Response to query 151 with relevant information","DATABASE",0.902218899224138,2,1023,"POSITIVE","User feedback comment","2025-11-07T05:02:56.127Z"
"cmhsbk3mf0ix8maft7m5f1eko","SESSION-0000152","cmhsbjkjb0047maft5gor5ab6","Query 152 - Information request","FUEL_REPORT","{""documents"":1,""relevance"":0.9493911525323213}","SELECT * FROM hauling_activities WHERE ...","Response to query 152 with relevant information","ML_MODEL",0.8925863056257781,1,728,,,"2025-10-28T15:02:56.127Z"
"cmhsbk3mh0ix9maftsjirwdlh","SESSION-0000153","cmhsbjkjd0048maftzi70d8tk","Query 153 - Information request","DELAY_ANALYSIS","{""documents"":4,""relevance"":0.8986534049486596}",,"Response to query 153 with relevant information","ML_MODEL",0.8669772792822843,0,338,,,"2025-10-29T16:02:56.127Z"
"cmhsbk3mi0ixamafthzvffoqz","SESSION-0000154","cmhsbjkje0049maft24u7s1iq","Query 154 - Information request","DELAY_ANALYSIS","{""documents"":7,""relevance"":0.7891589925159153}",,"Response to query 154 with relevant information","HYBRID",0.712674331486928,0,478,"POSITIVE",,"2025-10-28T14:02:56.127Z"
"cmhsbk3mk0ixbmaftl0womuam","SESSION-0000155","cmhsbjkjf004amaft1llrx8co","Query 155 - Information request","MAINTENANCE_SCHEDULE","{""documents"":4,""relevance"":0.882498843276992}","SELECT * FROM hauling_activities WHERE ...","Response to query 155 with relevant information","HYBRID",0.7417449318831455,1,941,"POSITIVE",,"2025-10-29T16:02:56.127Z"
"cmhsbk3mm0ixcmaftutyw6z0m","SESSION-0000156","cmhsbjkjg004bmaftjd2f6sh0","Query 156 - Information request","MAINTENANCE_SCHEDULE","{""documents"":7,""relevance"":0.7773758305535923}","SELECT * FROM hauling_activities WHERE ...","Response to query 156 with relevant information","DATABASE",0.77740297263768,2,1083,"POSITIVE",,"2025-10-19T15:02:56.127Z"
"cmhsbk3mn0ixdmaft9ii5xfzz","SESSION-0000157","cmhsbjkji004cmaftozmqb3sc","Query 157 - Information request","PRODUCTION_QUERY","{""documents"":3,""relevance"":0.8450594351398746}",,"Response to query 157 with relevant information","RULE_ENGINE",0.7240024226741348,1,525,"POSITIVE","User feedback comment","2025-11-01T19:02:56.127Z"
"cmhsbk3mo0ixemaftatzwym63","SESSION-0000158","cmhsbjkjj004dmaftlorw35j9","Query 158 - Information request","DELAY_ANALYSIS","{""documents"":1,""relevance"":0.7354856129030588}",,"Response to query 158 with relevant information","DATABASE",0.8340795324132901,0,271,,,"2025-11-02T18:02:56.127Z"
"cmhsbk3mq0ixfmaftxuyi3dhk","SESSION-0000159","cmhsbjkjl004emaftcujy0aaq","Query 159 - Information request","FUEL_REPORT","{""documents"":7,""relevance"":0.7410462067043786}","SELECT * FROM hauling_activities WHERE ...","Response to query 159 with relevant information","ML_MODEL",0.7339496034980355,2,1280,"NEGATIVE",,"2025-10-30T10:02:56.127Z"
"cmhsbk3mr0ixgmaft92fzq18x","SESSION-0000160","cmhsbjkjm004fmaft06ggeuyn","Query 160 - Information request","EQUIPMENT_STATUS","{""documents"":10,""relevance"":0.7236006879318088}",,"Response to query 160 with relevant information","HYBRID",0.8705295481921125,1,989,"POSITIVE",,"2025-10-29T09:02:56.127Z"
"cmhsbk3ms0ixhmaftyhrw8j62","SESSION-0000161","cmhsbjkjn004gmaftrbmnzmfx","Query 161 - Information request","DELAY_ANALYSIS","{""documents"":7,""relevance"":0.9181365407609077}",,"Response to query 161 with relevant information","HYBRID",0.9277682270842421,2,1047,,"User feedback comment","2025-11-07T21:02:56.127Z"
"cmhsbk3mt0iximaft676ss9z5","SESSION-0000162","cmhsbjkjp004hmaftvrxp1mn9","Query 162 - Information request","DELAY_ANALYSIS","{""documents"":2,""relevance"":0.7147978540709621}","SELECT * FROM hauling_activities WHERE ...","Response to query 162 with relevant information","ML_MODEL",0.8476739191912039,1,914,"NEGATIVE",,"2025-11-07T00:02:56.127Z"
"cmhsbk3mv0ixjmaftw04dyv1e","SESSION-0000163","cmhsbjkjq004imaftogvlgm2e","Query 163 - Information request","DELAY_ANALYSIS","{""documents"":10,""relevance"":0.8920620475317128}",,"Response to query 163 with relevant information","DATABASE",0.7637303981083903,1,759,"POSITIVE","User feedback comment","2025-10-25T13:02:56.127Z"
"cmhsbk3mw0ixkmaftdct1lb5p","SESSION-0000164","cmhsbjkjs004jmaft51jczgi2","Query 164 - Information request","FUEL_REPORT","{""documents"":2,""relevance"":0.8838909151643477}","SELECT * FROM hauling_activities WHERE ...","Response to query 164 with relevant information","RULE_ENGINE",0.7404072458097504,2,1148,"POSITIVE",,"2025-10-28T16:02:56.127Z"
"cmhsbk3mx0ixlmaftos9g61pu","SESSION-0000165","cmhsbjkju004kmaft3tmwfoua","Query 165 - Information request","EQUIPMENT_STATUS","{""documents"":7,""relevance"":0.900500701500345}","SELECT * FROM hauling_activities WHERE ...","Response to query 165 with relevant information","HYBRID",0.8980192262119298,0,289,,"User feedback comment","2025-10-14T00:02:56.127Z"
"cmhsbk3my0ixmmafta2h9gtps","SESSION-0000166","cmhsbjkjv004lmaftzulfjc9o","Query 166 - Information request","MAINTENANCE_SCHEDULE","{""documents"":5,""relevance"":0.7705217371402865}",,"Response to query 166 with relevant information","RULE_ENGINE",0.7747107184472435,2,1119,"POSITIVE",,"2025-10-16T01:02:56.127Z"
"cmhsbk3n00ixnmaftwfi6epqq","SESSION-0000167","cmhsbjkjw004mmaft7d4517pl","Query 167 - Information request","MAINTENANCE_SCHEDULE","{""documents"":5,""relevance"":0.8701248922969131}",,"Response to query 167 with relevant information","DATABASE",0.870923051138616,1,790,"POSITIVE",,"2025-11-06T23:02:56.127Z"
"cmhsbk3n20ixomaftflufwn1u","SESSION-0000168","cmhsbjkjy004nmaft1nz9aq0o","Query 168 - Information request","DELAY_ANALYSIS","{""documents"":10,""relevance"":0.8680906980941925}",,"Response to query 168 with relevant information","HYBRID",0.943702920931333,1,929,,,"2025-10-30T09:02:56.127Z"
"cmhsbk3n30ixpmaftg9h7tx6r","SESSION-0000169","cmhsbjkk0004omaftrqko4b2n","Query 169 - Information request","PRODUCTION_QUERY","{""documents"":9,""relevance"":0.917038334212027}",,"Response to query 169 with relevant information","HYBRID",0.8419458208125519,1,583,"NEGATIVE","User feedback comment","2025-11-08T10:02:56.127Z"
"cmhsbk3n50ixqmaftxxxlefeg","SESSION-0000170","cmhsbjkk2004pmaftxjh52d20","Query 170 - Information request","DELAY_ANALYSIS","{""documents"":8,""relevance"":0.7713298339895597}","SELECT * FROM hauling_activities WHERE ...","Response to query 170 with relevant information","ML_MODEL",0.8577792817030703,2,1268,"POSITIVE",,"2025-10-15T14:02:56.127Z"
"cmhsbk3n60ixrmaft7f5wzhhm","SESSION-0000171","cmhsbjkk4004qmaft2atkrxy0","Query 171 - Information request","MAINTENANCE_SCHEDULE","{""documents"":5,""relevance"":0.7737067114632121}",,"Response to query 171 with relevant information","ML_MODEL",0.8946121631183416,0,430,,"User feedback comment","2025-10-31T17:02:56.127Z"
"cmhsbk3n70ixsmaft4bqizxyo","SESSION-0000172","cmhsbjkk5004rmaftu39a4hln","Query 172 - Information request","FUEL_REPORT","{""documents"":6,""relevance"":0.7480636012891952}","SELECT * FROM hauling_activities WHERE ...","Response to query 172 with relevant information","HYBRID",0.7252038870433124,1,726,,,"2025-10-19T18:02:56.127Z"
"cmhsbk3n90ixtmaftq9n3mq9r","SESSION-0000173","cmhsbjkk7004smaft5ycq01d9","Query 173 - Information request","DELAY_ANALYSIS","{""documents"":9,""relevance"":0.8658719298423385}",,"Response to query 173 with relevant information","ML_MODEL",0.7665046120376083,0,336,"NEGATIVE","User feedback comment","2025-10-21T17:02:56.127Z"
"cmhsbk3na0ixumaftcj0rdvf1","SESSION-0000174","cmhsbjkk8004tmaftxdhcxmjm","Query 174 - Information request","EQUIPMENT_STATUS","{""documents"":7,""relevance"":0.9068693999133665}","SELECT * FROM hauling_activities WHERE ...","Response to query 174 with relevant information","DATABASE",0.7187034548184135,2,1070,,,"2025-10-15T14:02:56.127Z"
"cmhsbk3nb0ixvmafte7rujz59","SESSION-0000175","cmhsbjkk9004umaftd119jvux","Query 175 - Information request","FUEL_REPORT","{""documents"":2,""relevance"":0.7147365823815103}",,"Response to query 175 with relevant information","RULE_ENGINE",0.8678143193299201,2,1013,,"User feedback comment","2025-10-19T02:02:56.127Z"
"cmhsbk3nd0ixwmaftdyi4e8jk","SESSION-0000176","cmhsbjkka004vmaftsxc486vf","Query 176 - Information request","FUEL_REPORT","{""documents"":10,""relevance"":0.7587985324681843}","SELECT * FROM hauling_activities WHERE ...","Response to query 176 with relevant information","DATABASE",0.8261206000340622,2,1005,"POSITIVE","User feedback comment","2025-10-31T19:02:56.127Z"
"cmhsbk3ne0ixxmaftbp6o6ep2","SESSION-0000177","cmhsbjkkc004wmaftelrhn6jv","Query 177 - Information request","MAINTENANCE_SCHEDULE","{""documents"":4,""relevance"":0.7099280928726743}",,"Response to query 177 with relevant information","DATABASE",0.7258758435041144,1,771,"NEGATIVE",,"2025-11-03T05:02:56.127Z"
"cmhsbk3nf0ixymaftl8d2q4im","SESSION-0000178","cmhsbjkkd004xmaftde8sq7qa","Query 178 - Information request","FUEL_REPORT","{""documents"":10,""relevance"":0.8618008551733226}","SELECT * FROM hauling_activities WHERE ...","Response to query 178 with relevant information","ML_MODEL",0.7165272048895432,2,1259,"POSITIVE","User feedback comment","2025-10-17T02:02:56.127Z"
"cmhsbk3nh0ixzmafta2wes0dr","SESSION-0000179","cmhsbjkke004ymaftpboeffck","Query 179 - Information request","EQUIPMENT_STATUS","{""documents"":10,""relevance"":0.9138095751733533}","SELECT * FROM hauling_activities WHERE ...","Response to query 179 with relevant information","DATABASE",0.9110096830976075,2,1424,"NEGATIVE","User feedback comment","2025-11-02T05:02:56.127Z"
"cmhsbk3nj0iy0maftovq0e9fp","SESSION-0000180","cmhsbjkkf004zmaft6xm95ly5","Query 180 - Information request","MAINTENANCE_SCHEDULE","{""documents"":2,""relevance"":0.8246234992430095}",,"Response to query 180 with relevant information","RULE_ENGINE",0.7598100878929976,2,1110,"NEGATIVE",,"2025-11-02T13:02:56.127Z"
"cmhsbk3nk0iy1maftvatn3ig0","SESSION-0000181","cmhsbjkkh0050maftqdqi5bzm","Query 181 - Information request","DELAY_ANALYSIS","{""documents"":7,""relevance"":0.887824392392675}",,"Response to query 181 with relevant information","RULE_ENGINE",0.7343997770981756,2,1009,"NEGATIVE",,"2025-10-28T04:02:56.127Z"
"cmhsbk3nm0iy2maft0jr4rolq","SESSION-0000182","cmhsbjkki0051maft5rt3lh9g","Query 182 - Information request","MAINTENANCE_SCHEDULE","{""documents"":8,""relevance"":0.7001438914305255}","SELECT * FROM hauling_activities WHERE ...","Response to query 182 with relevant information","HYBRID",0.7760534814337172,1,747,"POSITIVE",,"2025-10-24T02:02:56.127Z"
"cmhsbk3nn0iy3maftt4tgyjje","SESSION-0000183","cmhsbjkkk0052maft4yyrk1xa","Query 183 - Information request","DELAY_ANALYSIS","{""documents"":7,""relevance"":0.9336898995571333}",,"Response to query 183 with relevant information","RULE_ENGINE",0.8486977667609137,1,509,"POSITIVE",,"2025-11-04T10:02:56.127Z"
"cmhsbk3no0iy4maftvt2e9j5g","SESSION-0000184","cmhsbjkkl0053maftlcnn7xln","Query 184 - Information request","DELAY_ANALYSIS","{""documents"":2,""relevance"":0.8643025671691487}",,"Response to query 184 with relevant information","ML_MODEL",0.7160677452043573,1,547,,"User feedback comment","2025-11-06T06:02:56.127Z"
"cmhsbk3np0iy5maftopt54iv4","SESSION-0000185","cmhsbjkkm0054maft0de0jrst","Query 185 - Information request","MAINTENANCE_SCHEDULE","{""documents"":5,""relevance"":0.9343776510858313}",,"Response to query 185 with relevant information","DATABASE",0.700013475342802,0,446,"POSITIVE",,"2025-10-15T06:02:56.127Z"
"cmhsbk3nr0iy6maftw1ve1839","SESSION-0000186","cmhsbjkkn0055maftf0ftvn58","Query 186 - Information request","EQUIPMENT_STATUS","{""documents"":6,""relevance"":0.7549418618836454}",,"Response to query 186 with relevant information","RULE_ENGINE",0.9400406907818328,2,1267,"NEGATIVE",,"2025-10-22T04:02:56.127Z"
"cmhsbk3ns0iy7maftb2dc84jy","SESSION-0000187","cmhsbjkkp0056maftbcg6j4f4","Query 187 - Information request","EQUIPMENT_STATUS","{""documents"":6,""relevance"":0.7220676348529637}","SELECT * FROM hauling_activities WHERE ...","Response to query 187 with relevant information","ML_MODEL",0.8195355552902579,0,337,"NEGATIVE",,"2025-11-09T11:02:56.127Z"
"cmhsbk3nu0iy8maft3o1oglu2","SESSION-0000188","cmhsbjkkq0057maftuj3et0ei","Query 188 - Information request","MAINTENANCE_SCHEDULE","{""documents"":5,""relevance"":0.9171879229185507}","SELECT * FROM hauling_activities WHERE ...","Response to query 188 with relevant information","RULE_ENGINE",0.9495196985760526,1,818,,"User feedback comment","2025-11-01T08:02:56.127Z"
"cmhsbk3nv0iy9mafta5bkbsuc","SESSION-0000189","cmhsbjkkr0058maftj8sxyjnl","Query 189 - Information request","EQUIPMENT_STATUS","{""documents"":8,""relevance"":0.8251530154765729}",,"Response to query 189 with relevant information","DATABASE",0.7594922900914861,2,1111,"POSITIVE",,"2025-10-26T04:02:56.127Z"
"cmhsbk3nw0iyamaftwjkhkvzt","SESSION-0000190","cmhsbjkks0059maftaytmtbmi","Query 190 - Information request","DELAY_ANALYSIS","{""documents"":5,""relevance"":0.7900257410158761}","SELECT * FROM hauling_activities WHERE ...","Response to query 190 with relevant information","ML_MODEL",0.7072292060079302,0,251,,,"2025-11-09T03:02:56.127Z"
"cmhsbk3ny0iybmaftj6xi6d3t","SESSION-0000191","cmhsbjkkt005amafttbabiydi","Query 191 - Information request","MAINTENANCE_SCHEDULE","{""documents"":8,""relevance"":0.7784265984357885}",,"Response to query 191 with relevant information","ML_MODEL",0.7104334967217225,2,1470,"NEGATIVE","User feedback comment","2025-10-17T21:02:56.127Z"
"cmhsbk3nz0iycmafta76d2im4","SESSION-0000192","cmhsbjkku005bmaftdzddw0cm","Query 192 - Information request","PRODUCTION_QUERY","{""documents"":10,""relevance"":0.8143936372534989}","SELECT * FROM hauling_activities WHERE ...","Response to query 192 with relevant information","DATABASE",0.7663599058433754,1,627,"NEGATIVE",,"2025-10-24T19:02:56.127Z"
"cmhsbk3o10iydmaft9mmabtzh","SESSION-0000193","cmhsbjkkv005cmaft1go68hvn","Query 193 - Information request","DELAY_ANALYSIS","{""documents"":6,""relevance"":0.8568692542160877}",,"Response to query 193 with relevant information","ML_MODEL",0.8357655475651302,0,251,,,"2025-11-09T09:02:56.127Z"
"cmhsbk3o20iyemaftqjvl03yw","SESSION-0000194","cmhsbjkkx005dmaftbyx1vjfi","Query 194 - Information request","EQUIPMENT_STATUS","{""documents"":2,""relevance"":0.742128575458807}","SELECT * FROM hauling_activities WHERE ...","Response to query 194 with relevant information","DATABASE",0.7534306338922212,0,392,"NEGATIVE",,"2025-10-19T03:02:56.127Z"
"cmhsbk3o40iyfmaftoz9m41ws","SESSION-0000195","cmhsbjkky005emaftehozjv8r","Query 195 - Information request","FUEL_REPORT","{""documents"":2,""relevance"":0.8146859281773418}",,"Response to query 195 with relevant information","RULE_ENGINE",0.8005257524432616,2,1246,"NEGATIVE","User feedback comment","2025-10-27T11:02:56.127Z"
"cmhsbk3o50iygmaft1fbwbd1b","SESSION-0000196","cmhsbjkl0005fmaftv0d7hlzz","Query 196 - Information request","FUEL_REPORT","{""documents"":1,""relevance"":0.8222154198785929}","SELECT * FROM hauling_activities WHERE ...","Response to query 196 with relevant information","ML_MODEL",0.7136470402636008,1,714,,,"2025-11-06T18:02:56.127Z"
"cmhsbk3o60iyhmaftriaxpxkf","SESSION-0000197","cmhsbjkl1005gmaft17rlgel3","Query 197 - Information request","FUEL_REPORT","{""documents"":7,""relevance"":0.9499755502157041}",,"Response to query 197 with relevant information","DATABASE",0.8361490339353991,2,1078,"NEGATIVE",,"2025-11-09T00:02:56.127Z"
"cmhsbk3o80iyimaft19vhqh6h","SESSION-0000198","cmhsbjkl2005hmaftb2xwtnbg","Query 198 - Information request","MAINTENANCE_SCHEDULE","{""documents"":7,""relevance"":0.9385624858570918}","SELECT * FROM hauling_activities WHERE ...","Response to query 198 with relevant information","HYBRID",0.928825885058921,0,281,,,"2025-10-30T18:02:56.127Z"
"cmhsbk3o90iyjmaftnf9jvw3r","SESSION-0000199","cmhsbjkl3005imaft9ihmgh87","Query 199 - Information request","PRODUCTION_QUERY","{""documents"":6,""relevance"":0.7287894484568147}","SELECT * FROM hauling_activities WHERE ...","Response to query 199 with relevant information","DATABASE",0.7231820584877343,0,282,,"User feedback comment","2025-11-07T18:02:56.127Z"
"cmhsbk3oa0iykmaft9wkrkjmc","SESSION-0000200","cmhsbjkl4005jmaftdk46t81t","Query 200 - Information request","PRODUCTION_QUERY","{""documents"":6,""relevance"":0.7104710660587849}",,"Response to query 200 with relevant information","RULE_ENGINE",0.7264233609531126,1,853,"NEGATIVE",,"2025-10-25T05:02:56.127Z"
"cmhsbk3ob0iylmaftm0nrufgi","SESSION-0000201","cmhsbjkl6005kmaftnpvrs34w","Query 201 - Information request","PRODUCTION_QUERY","{""documents"":2,""relevance"":0.9044703631165801}",,"Response to query 201 with relevant information","ML_MODEL",0.8386767285849399,1,887,"POSITIVE",,"2025-11-06T20:02:56.127Z"
"cmhsbk3od0iymmaftnsi8rw0m","SESSION-0000202","cmhsbjkl7005lmaftn5030e2t","Query 202 - Information request","PRODUCTION_QUERY","{""documents"":2,""relevance"":0.7738131233291605}",,"Response to query 202 with relevant information","DATABASE",0.8710696740987547,0,433,"NEGATIVE",,"2025-10-19T08:02:56.127Z"
"cmhsbk3oe0iynmaftmgx9dz5m","SESSION-0000203","cmhsbjkl8005mmaftw6t2012h","Query 203 - Information request","EQUIPMENT_STATUS","{""documents"":7,""relevance"":0.8346293506265597}",,"Response to query 203 with relevant information","RULE_ENGINE",0.9149609684725246,0,466,"POSITIVE","User feedback comment","2025-11-09T20:02:56.127Z"
"cmhsbk3og0iyomaftjidzvjjy","SESSION-0000204","cmhsbjkl9005nmaft3i8ip6tk","Query 204 - Information request","DELAY_ANALYSIS","{""documents"":1,""relevance"":0.8925085196427895}",,"Response to query 204 with relevant information","DATABASE",0.8355240602227763,2,1278,"POSITIVE",,"2025-10-30T19:02:56.127Z"
"cmhsbk3oi0iypmaftjfi7fjpj","SESSION-0000205","cmhsbjkla005omaft6d7bcrl0","Query 205 - Information request","PRODUCTION_QUERY","{""documents"":4,""relevance"":0.9102941768620558}","SELECT * FROM hauling_activities WHERE ...","Response to query 205 with relevant information","ML_MODEL",0.9287330664944867,1,865,,"User feedback comment","2025-10-18T03:02:56.127Z"
"cmhsbk3oj0iyqmaft0s1p3hbd","SESSION-0000206","cmhsbjklb005pmaftbua773su","Query 206 - Information request","EQUIPMENT_STATUS","{""documents"":8,""relevance"":0.7649672689902185}","SELECT * FROM hauling_activities WHERE ...","Response to query 206 with relevant information","HYBRID",0.8077345986251504,2,1125,"POSITIVE","User feedback comment","2025-10-17T20:02:56.127Z"
"cmhsbk3ok0iyrmafty0foycbk","SESSION-0000207","cmhsbjklc005qmaftm6n8eea3","Query 207 - Information request","MAINTENANCE_SCHEDULE","{""documents"":2,""relevance"":0.7926063552634899}",,"Response to query 207 with relevant information","HYBRID",0.8387475256290262,1,746,,,"2025-11-06T16:02:56.127Z"
"cmhsbk3om0iysmaftnbjr7nj9","SESSION-0000208","cmhsbjkle005rmaftf76yubd7","Query 208 - Information request","DELAY_ANALYSIS","{""documents"":3,""relevance"":0.9490038280722777}","SELECT * FROM hauling_activities WHERE ...","Response to query 208 with relevant information","RULE_ENGINE",0.9496485992257906,1,507,,"User feedback comment","2025-10-26T19:02:56.127Z"
"cmhsbk3on0iytmaftuihzhi3j","SESSION-0000209","cmhsbjklf005smaftvdea1cc8","Query 209 - Information request","MAINTENANCE_SCHEDULE","{""documents"":10,""relevance"":0.8179159936965312}",,"Response to query 209 with relevant information","HYBRID",0.8018710117577859,1,641,"NEGATIVE",,"2025-11-06T04:02:56.127Z"
"cmhsbk3oo0iyumaft8vy79k69","SESSION-0000210","cmhsbjklh005tmaftknmv6ny9","Query 210 - Information request","EQUIPMENT_STATUS","{""documents"":4,""relevance"":0.7860251586391832}","SELECT * FROM hauling_activities WHERE ...","Response to query 210 with relevant information","DATABASE",0.7362128563755002,2,1083,"POSITIVE",,"2025-10-12T13:02:56.127Z"
"cmhsbk3oq0iyvmaft5lz35vy1","SESSION-0000211","cmhsbjkli005umaftmtvrganh","Query 211 - Information request","PRODUCTION_QUERY","{""documents"":5,""relevance"":0.733507657208208}",,"Response to query 211 with relevant information","HYBRID",0.9450944032824864,0,335,"POSITIVE","User feedback comment","2025-10-22T15:02:56.127Z"
"cmhsbk3or0iywmaft0wb6tjmm","SESSION-0000212","cmhsbjklj005vmaftq8s2zc0z","Query 212 - Information request","PRODUCTION_QUERY","{""documents"":3,""relevance"":0.9374858810584213}","SELECT * FROM hauling_activities WHERE ...","Response to query 212 with relevant information","HYBRID",0.9202580219690975,1,585,"NEGATIVE",,"2025-10-15T02:02:56.127Z"
"cmhsbk3os0iyxmaft1fgeuorh","SESSION-0000213","cmhsbjkll005wmaft662csxx6","Query 213 - Information request","EQUIPMENT_STATUS","{""documents"":4,""relevance"":0.722813870098428}","SELECT * FROM hauling_activities WHERE ...","Response to query 213 with relevant information","ML_MODEL",0.7348415249316229,2,1269,"NEGATIVE",,"2025-10-12T09:02:56.127Z"
"cmhsbk3ou0iyymafta9fmvt12","SESSION-0000214","cmhsbjklm005xmaftkfugirtj","Query 214 - Information request","DELAY_ANALYSIS","{""documents"":3,""relevance"":0.8863342881858098}",,"Response to query 214 with relevant information","HYBRID",0.8614880698171313,0,256,,"User feedback comment","2025-10-19T15:02:56.127Z"
"cmhsbk3ov0iyzmaftdudybpvs","SESSION-0000215","cmhsbjkln005ymaftif98np7o","Query 215 - Information request","EQUIPMENT_STATUS","{""documents"":10,""relevance"":0.7716599561261441}","SELECT * FROM hauling_activities WHERE ...","Response to query 215 with relevant information","DATABASE",0.7641257692475414,2,1092,"NEGATIVE",,"2025-11-06T07:02:56.127Z"
"cmhsbk3ox0iz0maftvvknh8dl","SESSION-0000216","cmhsbjklo005zmaftk2hfq8e8","Query 216 - Information request","DELAY_ANALYSIS","{""documents"":10,""relevance"":0.880793938452265}","SELECT * FROM hauling_activities WHERE ...","Response to query 216 with relevant information","RULE_ENGINE",0.8268364088233422,2,1253,,,"2025-11-04T14:02:56.127Z"
"cmhsbk3oz0iz1maftcgp62suu","SESSION-0000217","cmhsbjklp0060maft8djs3lbk","Query 217 - Information request","EQUIPMENT_STATUS","{""documents"":6,""relevance"":0.7352103081496799}","SELECT * FROM hauling_activities WHERE ...","Response to query 217 with relevant information","DATABASE",0.8153149891049976,1,830,,,"2025-10-20T08:02:56.127Z"
"cmhsbk3p00iz2maft9lavs0gd","SESSION-0000218","cmhsbjklq0061maft64tdt9ya","Query 218 - Information request","PRODUCTION_QUERY","{""documents"":6,""relevance"":0.8783979889586206}","SELECT * FROM hauling_activities WHERE ...","Response to query 218 with relevant information","HYBRID",0.7217216953219698,2,1445,"NEGATIVE",,"2025-10-19T04:02:56.127Z"
"cmhsbk3p10iz3maftw8f00koi","SESSION-0000219","cmhsbjklr0062maftjcrmrrug","Query 219 - Information request","PRODUCTION_QUERY","{""documents"":1,""relevance"":0.749717608384181}","SELECT * FROM hauling_activities WHERE ...","Response to query 219 with relevant information","HYBRID",0.8666597011599324,0,279,"NEGATIVE","User feedback comment","2025-11-01T19:02:56.127Z"
"cmhsbk3p30iz4maftjfox9bre","SESSION-0000220","cmhsbjkls0063maftexose2fm","Query 220 - Information request","PRODUCTION_QUERY","{""documents"":6,""relevance"":0.9410040029360308}",,"Response to query 220 with relevant information","RULE_ENGINE",0.7174651629414199,1,932,"POSITIVE",,"2025-11-07T02:02:56.127Z"
"cmhsbk3p40iz5mafts6s8m5it","SESSION-0000221","cmhsbjklu0064maftqtulaz7t","Query 221 - Information request","EQUIPMENT_STATUS","{""documents"":9,""relevance"":0.7294655709090612}",,"Response to query 221 with relevant information","DATABASE",0.8201887798219747,0,303,"POSITIVE",,"2025-10-12T15:02:56.127Z"
"cmhsbk3p50iz6maftfnb5mjyz","SESSION-0000222","cmhsbjklw0065maft9m8dmcpm","Query 222 - Information request","DELAY_ANALYSIS","{""documents"":4,""relevance"":0.8696082742843507}",,"Response to query 222 with relevant information","ML_MODEL",0.7985080340434985,1,619,"NEGATIVE",,"2025-10-18T09:02:56.127Z"
"cmhsbk3p60iz7maftpkno6i3c","SESSION-0000223","cmhsbjklx0066maft1okwm8f7","Query 223 - Information request","FUEL_REPORT","{""documents"":7,""relevance"":0.8097901890866772}","SELECT * FROM hauling_activities WHERE ...","Response to query 223 with relevant information","ML_MODEL",0.9124793854988218,2,1264,"POSITIVE","User feedback comment","2025-11-03T08:02:56.127Z"
"cmhsbk3p80iz8maftgs8wznf1","SESSION-0000224","cmhsbjklz0067maftx6dg25zo","Query 224 - Information request","MAINTENANCE_SCHEDULE","{""documents"":4,""relevance"":0.9247575305378}",,"Response to query 224 with relevant information","HYBRID",0.8596055632895211,1,673,"NEGATIVE",,"2025-10-18T04:02:56.127Z"
"cmhsbk3p90iz9maftgotdb90d","SESSION-0000225","cmhsbjkm00068maft5c3mf1o3","Query 225 - Information request","PRODUCTION_QUERY","{""documents"":10,""relevance"":0.9218179165347025}",,"Response to query 225 with relevant information","HYBRID",0.8209759038170775,0,465,"NEGATIVE",,"2025-11-06T22:02:56.127Z"
"cmhsbk3pb0izamaftx46dqwf9","SESSION-0000226","cmhsbjkm20069maftotz8uf1n","Query 226 - Information request","PRODUCTION_QUERY","{""documents"":9,""relevance"":0.9253016269165698}",,"Response to query 226 with relevant information","HYBRID",0.8626434030039509,1,675,"NEGATIVE",,"2025-10-19T13:02:56.127Z"
"cmhsbk3pd0izbmaftfy6fftag","SESSION-0000227","cmhsbjkm3006amaftk6s39wij","Query 227 - Information request","FUEL_REPORT","{""documents"":8,""relevance"":0.8563269474383892}","SELECT * FROM hauling_activities WHERE ...","Response to query 227 with relevant information","DATABASE",0.9192649051125132,0,396,"POSITIVE","User feedback comment","2025-10-19T10:02:56.127Z"
"cmhsbk3pe0izcmaftx26tdag2","SESSION-0000228","cmhsbjkm4006bmaftc0tf9iyx","Query 228 - Information request","FUEL_REPORT","{""documents"":8,""relevance"":0.7812536204502056}",,"Response to query 228 with relevant information","HYBRID",0.7654375210563154,1,926,"NEGATIVE","User feedback comment","2025-10-29T00:02:56.127Z"
"cmhsbk3pg0izdmaftjs2hepj7","SESSION-0000229","cmhsbjkm5006cmaft9y9fekh6","Query 229 - Information request","FUEL_REPORT","{""documents"":8,""relevance"":0.8943955088608933}",,"Response to query 229 with relevant information","DATABASE",0.8558375633121804,1,555,,,"2025-11-08T01:02:56.127Z"
