"id","scheduleNumber","vesselId","voyageNumber","loadingPort","destination","etaLoading","etsLoading","etaDestination","ataLoading","loadingStart","loadingComplete","atsLoading","ataDestination","plannedQuantity","actualQuantity","buyer","contractNumber","status","remarks","createdAt","updatedAt"
"cmhsbjsgz07gkmaftycrz1mfp","SCH-0000154","cmhsbjr8f06eymaftg22vqd29","VY-00154","Kariangau","Paiton","2025-09-23T23:02:41.615Z","2025-09-24T13:02:34.587Z","2025-09-28T11:44:27.400Z","2025-09-23T21:10:10.647Z","2025-09-23T23:46:06.723Z","2025-09-24T13:02:34.587Z",,"2025-09-28T13:21:17.185Z",5042.583677451349,,"PT Petrokimia","CN-4142","DISCHARGING",,"2025-11-09T23:02:41.891Z","2025-11-09T23:02:41.891Z"
"cmhsbjsh107gmmaftlhfzcuup","SCH-0000155","cmhsbjr8g06ezmaftme5z7udx","VY-00155","Tarakan","Lontar","2025-09-17T23:02:41.615Z","2025-09-18T08:34:19.093Z","2025-09-19T17:16:29.333Z","2025-09-17T23:27:58.087Z","2025-09-17T23:26:57.571Z","2025-09-18T08:34:19.093Z","2025-09-18T07:52:10.962Z","2025-09-19T17:26:30.812Z",2340.010544551927,,"PLN","CN-2715","DISCHARGING",,"2025-11-09T23:02:41.893Z","2025-11-09T23:02:41.893Z"
"cmhsbjsh207gomafttemrmu7v","SCH-0000156","cmhsbjr8h06f0maft66fwtjgv","VY-00156","Samarinda","Tanjung Priok","2025-11-09T23:02:41.615Z","2025-11-10T11:28:31.908Z","2025-11-14T07:28:31.521Z","2025-11-09T21:58:45.559Z","2025-11-10T01:00:55.707Z","2025-11-10T11:28:31.908Z",,"2025-11-14T06:19:52.924Z",1938.404786550344,1959.618627460377,"PT Petrokimia","CN-5552","SCHEDULED",,"2025-11-09T23:02:41.895Z","2025-11-09T23:02:41.895Z"
"cmhsbjsh407gqmaft34wiye7v","SCH-0000157","cmhsbjr8i06f1mafto29ttrb1","VY-00157","Banjarmasin","Merak","2025-09-14T23:02:41.615Z","2025-09-15T08:09:19.395Z","2025-09-17T03:06:04.647Z","2025-09-14T21:41:39.729Z",,"2025-09-15T08:09:19.395Z",,,2243.042230303063,,"PT Steel Indonesia","CN-7324","SCHEDULED",,"2025-11-09T23:02:41.896Z","2025-11-09T23:02:41.896Z"
"cmhsbjsh607gsmaftccmcwpt1","SCH-0000158","cmhsbjr8j06f2maft3i45ykwi","VY-00158","Tanjung Bara","Merak","2025-10-10T23:02:41.615Z","2025-10-11T14:08:15.832Z","2025-10-13T14:48:53.982Z",,,,,,4569.99019343389,4592.750893394438,"PT Steel Indonesia","CN-9433","STANDBY",,"2025-11-09T23:02:41.898Z","2025-11-09T23:02:41.898Z"
"cmhsbjsh807gumaft87afgbix","SCH-0000159","cmhsbjr8l06f3mafta5dcft76","VY-00159","Banjarmasin","Paiton","2025-11-04T23:02:41.615Z","2025-11-05T21:06:06.041Z","2025-11-07T05:08:20.740Z","2025-11-04T22:56:59.162Z",,,"2025-11-05T21:31:34.515Z","2025-11-07T03:01:59.159Z",4971.156221713753,,"PT Pupuk Indonesia","CN-8629","SAILING",,"2025-11-09T23:02:41.900Z","2025-11-09T23:02:41.900Z"
"cmhsbjsha07gwmaftiej53mpm","SCH-0000160","cmhsbjr8m06f4mafta4qe8bbq","VY-00160","Sangatta","Paiton","2025-09-20T23:02:41.615Z","2025-09-21T07:18:05.961Z","2025-09-23T13:38:40.853Z",,,"2025-09-21T07:18:05.961Z","2025-09-21T06:59:00.832Z","2025-09-23T14:51:09.568Z",1769.176032052216,1727.589142949017,"PLN","CN-4281","DISCHARGING",,"2025-11-09T23:02:41.902Z","2025-11-09T23:02:41.902Z"
"cmhsbjshc07gymaftzcb985m9","SCH-0000161","cmhsbjr8n06f5maft2c81zpql","VY-00161","Balikpapan","Cilacap","2025-09-24T23:02:41.615Z","2025-09-25T07:13:38.621Z","2025-09-27T16:25:58.746Z","2025-09-25T00:47:04.236Z",,"2025-09-25T07:13:38.621Z",,"2025-09-27T16:00:20.353Z",2684.412938289152,2687.0944689476,"PT Steel Indonesia","CN-7562","SCHEDULED",,"2025-11-09T23:02:41.904Z","2025-11-09T23:02:41.904Z"
"cmhsbjshd07h0maft58xerlli","SCH-0000162","cmhsbjr8o06f6mafte7bf98qy","VY-00162","Samarinda","Suralaya","2025-10-21T23:02:41.615Z","2025-10-22T19:46:29.179Z","2025-10-25T20:11:39.919Z",,"2025-10-21T23:03:21.269Z","2025-10-22T19:46:29.179Z","2025-10-22T18:52:30.998Z",,2876.145267072668,,"PT Semen Indonesia","CN-6992","LOADING",,"2025-11-09T23:02:41.906Z","2025-11-09T23:02:41.906Z"
"cmhsbjshf07h2maftg6oulzsj","SCH-0000163","cmhsbjr8p06f7maftspog35o8","VY-00163","Muara Pantai","Tanjung Priok","2025-10-20T23:02:41.615Z","2025-10-21T11:35:09.788Z","2025-10-22T22:32:57.859Z",,"2025-10-20T23:19:37.231Z","2025-10-21T11:35:09.788Z","2025-10-21T12:15:37.693Z","2025-10-22T19:37:15.212Z",4485.990386882107,4568.099851948966,"PT Steel Indonesia","CN-9013","CANCELLED",,"2025-11-09T23:02:41.907Z","2025-11-09T23:02:41.907Z"
"cmhsbjshh07h4maftu7weu0i9","SCH-0000164","cmhsbjr8r06f8maftp8sfqvel","VY-00164","Kariangau","Lontar","2025-10-19T23:02:41.615Z","2025-10-20T18:26:05.091Z","2025-10-23T21:04:33.748Z","2025-10-19T21:32:31.502Z","2025-10-20T00:08:52.161Z",,"2025-10-20T18:15:01.667Z","2025-10-23T21:48:29.558Z",2540.339608635302,,"PT Pupuk Indonesia","CN-3846","ARRIVED",,"2025-11-09T23:02:41.909Z","2025-11-09T23:02:41.909Z"
"cmhsbjshi07h6maftem02vzfg","SCH-0000165","cmhsbjr8t06f9maft1v7i3ar0","VY-00165","Tarakan","Merak","2025-10-23T23:02:41.615Z","2025-10-24T22:01:10.848Z","2025-10-27T14:06:12.619Z","2025-10-24T00:33:54.421Z","2025-10-23T23:45:21.695Z","2025-10-24T22:01:10.848Z","2025-10-24T22:46:33.854Z","2025-10-27T14:11:03.143Z",3341.067649592936,3368.944726022226,"PT Semen Indonesia","CN-7113","CANCELLED",,"2025-11-09T23:02:41.911Z","2025-11-09T23:02:41.911Z"
"cmhsbjshk07h8maftjthnew88","SCH-0000166","cmhsbjr8u06famaftf7wdy4v8","VY-00166","Tarakan","Paiton","2025-10-03T23:02:41.615Z","2025-10-04T16:16:57.112Z","2025-10-06T05:48:28.789Z","2025-10-03T22:15:20.926Z","2025-10-03T23:40:35.016Z",,"2025-10-04T15:47:51.907Z",,3233.778433040196,,"PT Pupuk Indonesia","CN-1990","CANCELLED",,"2025-11-09T23:02:41.912Z","2025-11-09T23:02:41.912Z"
"cmhsbjshm07hamaft67lrdqmc","SCH-0000167","cmhsbjr8v06fbmaftxyhvqj0m","VY-00167","Kariangau","Paiton","2025-10-13T23:02:41.615Z","2025-10-14T20:26:59.056Z","2025-10-17T16:41:21.005Z",,"2025-10-14T00:10:31.067Z","2025-10-14T20:26:59.056Z",,"2025-10-17T17:28:48.571Z",2795.681653866046,,"PT Petrokimia","CN-8965","STANDBY",,"2025-11-09T23:02:41.914Z","2025-11-09T23:02:41.914Z"
"cmhsbjsho07hcmaftwwccgqov","SCH-0000168","cmhsbjr8x06fcmaftrsfks3ig","VY-00168","Muara Pantai","Suralaya","2025-10-09T23:02:41.615Z","2025-10-10T20:17:43.107Z","2025-10-13T16:33:03.411Z","2025-10-09T21:15:46.371Z","2025-10-09T23:20:55.176Z","2025-10-10T20:17:43.107Z","2025-10-10T19:31:37.276Z","2025-10-13T18:24:03.400Z",4277.451354145517,4154.205721805542,"PLN","CN-5409","LOADING",,"2025-11-09T23:02:41.916Z","2025-11-09T23:02:41.916Z"
"cmhsbjshq07hemaftlna95fh0","SCH-0000169","cmhsbjr8y06fdmaft0qneaidt","VY-00169","Muara Pantai","Suralaya","2025-09-18T23:02:41.615Z","2025-09-19T19:48:23.838Z","2025-09-23T10:27:21.327Z","2025-09-19T00:35:53.098Z",,,,,3404.385215858401,3374.75599880125,"PT Semen Indonesia","CN-6146","LOADING",,"2025-11-09T23:02:41.918Z","2025-11-09T23:02:41.918Z"
"cmhsbjshr07hgmaftnmg898kq","SCH-0000170","cmhsbjr8z06femaft4zim8sdf","VY-00170","Sangatta","Lontar","2025-10-31T23:02:41.615Z","2025-11-01T12:42:07.357Z","2025-11-04T05:45:16.572Z","2025-11-01T00:02:10.524Z","2025-10-31T23:03:46.221Z","2025-11-01T12:42:07.357Z","2025-11-01T13:38:56.073Z","2025-11-04T05:52:45.943Z",4841.961716794734,4710.17667477526,"PT Pupuk Indonesia","CN-6947","STANDBY",,"2025-11-09T23:02:41.920Z","2025-11-09T23:02:41.920Z"
"cmhsbjsht07himaftvokfb9uq","SCH-0000171","cmhsbjr9106ffmaftkj11gwsz","VY-00171","Sangatta","Paiton","2025-11-05T23:02:41.615Z","2025-11-06T11:44:06.203Z","2025-11-09T06:18:15.061Z","2025-11-05T21:15:39.030Z","2025-11-05T23:45:20.012Z","2025-11-06T11:44:06.203Z",,,4299.824621705213,4392.131650854454,"PT Petrokimia","CN-2141","SCHEDULED",,"2025-11-09T23:02:41.922Z","2025-11-09T23:02:41.922Z"
"cmhsbjshv07hkmaft5i90337b","SCH-0000172","cmhsbjr9206fgmaftib8ig0pc","VY-00172","Banjarmasin","Gresik","2025-10-05T23:02:41.615Z","2025-10-06T21:19:02.868Z","2025-10-10T12:58:36.397Z","2025-10-06T00:49:49.196Z",,,"2025-10-06T21:01:34.836Z","2025-10-10T13:09:43.889Z",2087.490812509191,2109.508446792413,"PLN","CN-4483","SCHEDULED",,"2025-11-09T23:02:41.923Z","2025-11-09T23:02:41.923Z"
"cmhsbjshx07hmmaft6wjz9m1j","SCH-0000173","cmhsbjr9306fhmaftnh5b1cse","VY-00173","Tanjung Bara","Paiton","2025-10-29T23:02:41.615Z","2025-10-30T12:16:28.798Z","2025-11-03T11:07:46.358Z","2025-10-29T21:07:37.554Z",,"2025-10-30T12:16:28.798Z",,,4593.763165185993,4452.614466900779,"PT Semen Indonesia","CN-7115","STANDBY",,"2025-11-09T23:02:41.925Z","2025-11-09T23:02:41.925Z"
"cmhsbjshy07homaftoce65buo","SCH-0000174","cmhsbjr9406fimaftg4iy5qpc","VY-00174","Kariangau","Gresik","2025-09-22T23:02:41.615Z","2025-09-23T13:05:28.213Z","2025-09-25T06:46:54.937Z","2025-09-23T00:11:40.092Z","2025-09-23T00:25:09.876Z","2025-09-23T13:05:28.213Z","2025-09-23T12:37:00.620Z","2025-09-25T05:22:41.168Z",4286.064355912239,,"PT Steel Indonesia","CN-9382","SCHEDULED",,"2025-11-09T23:02:41.927Z","2025-11-09T23:02:41.927Z"
"cmhsbjsi007hqmafthu25zdhn","SCH-0000175","cmhsbjr9606fjmaftvi69bgkt","VY-00175","Tanjung Bara","Lontar","2025-09-22T23:02:41.615Z","2025-09-23T21:49:20.094Z","2025-09-27T12:48:57.939Z","2025-09-22T21:05:21.801Z","2025-09-23T00:35:24.003Z",,"2025-09-23T21:31:35.422Z",,3630.677299821246,3504.437770898765,"PT Steel Indonesia","CN-3313","DISCHARGING",,"2025-11-09T23:02:41.928Z","2025-11-09T23:02:41.928Z"
"cmhsbjsi207hsmaftn0poqw7l","SCH-0000176","cmhsbjr9806fkmaftvzkw4fww","VY-00176","Samarinda","Merak","2025-10-11T23:02:41.615Z","2025-10-12T14:37:26.247Z","2025-10-16T05:07:49.423Z","2025-10-11T23:55:28.817Z",,,,"2025-10-16T07:41:40.418Z",4335.622697866453,,"PT Steel Indonesia","CN-6100","SCHEDULED",,"2025-11-09T23:02:41.930Z","2025-11-09T23:02:41.930Z"
"cmhsbjsi407humafthiiggffw","SCH-0000177","cmhsbjr9906flmaft4umlezgv","VY-00177","Banjarmasin","Cilacap","2025-10-22T23:02:41.615Z","2025-10-23T13:20:25.910Z","2025-10-26T15:50:18.373Z",,,"2025-10-23T13:20:25.910Z","2025-10-23T14:11:17.983Z","2025-10-26T13:17:53.710Z",4411.689413458686,,"PLN","CN-7238","DISCHARGING",,"2025-11-09T23:02:41.933Z","2025-11-09T23:02:41.933Z"
"cmhsbjsig07hwmaftas7d3koh","SCH-0000178","cmhsbjr9b06fmmaftl94q4xt0","VY-00178","Muara Pantai","Paiton","2025-10-22T23:02:41.615Z","2025-10-23T11:46:56.919Z","2025-10-24T16:44:19.916Z",,"2025-10-23T00:02:55.166Z",,"2025-10-23T11:38:36.577Z","2025-10-24T19:23:47.498Z",5217.515388768476,5223.097934127345,"PT Steel Indonesia","CN-5149","COMPLETED",,"2025-11-09T23:02:41.945Z","2025-11-09T23:02:41.945Z"
"cmhsbjsii07hymaft8g09akle","SCH-0000179","cmhsbjr9c06fnmaftinoclt9e","VY-00179","Balikpapan","Suralaya","2025-09-19T23:02:41.615Z","2025-09-20T08:59:17.730Z","2025-09-21T21:04:49.387Z","2025-09-19T21:12:06.146Z","2025-09-19T23:15:22.406Z","2025-09-20T08:59:17.730Z",,,4176.913601811229,4189.081299004647,"PT Semen Indonesia","CN-6840","CANCELLED",,"2025-11-09T23:02:41.947Z","2025-11-09T23:02:41.947Z"
"cmhsbjsim07i0maftoxvnmdrb","SCH-0000180","cmhsbjr9d06fomaftzq4gtdyx","VY-00180","Tarakan","Tanjung Priok","2025-10-15T23:02:41.615Z","2025-10-16T22:01:10.836Z","2025-10-19T23:59:04.643Z","2025-10-16T00:55:06.351Z","2025-10-15T23:33:44.031Z","2025-10-16T22:01:10.836Z","2025-10-16T21:50:51.015Z","2025-10-19T21:58:24.405Z",5048.67686373256,5126.047045761306,"PT Pupuk Indonesia","CN-2914","DISCHARGING",,"2025-11-09T23:02:41.950Z","2025-11-09T23:02:41.950Z"
"cmhsbjsio07i2maft1rz1ekz3","SCH-0000181","cmhsbjr9f06fpmaftzjc9xpwd","VY-00181","Samarinda","Paiton","2025-10-16T23:02:41.615Z","2025-10-17T21:17:10.867Z","2025-10-19T05:46:47.099Z","2025-10-17T00:28:58.182Z","2025-10-17T00:35:44.606Z",,"2025-10-17T20:55:10.992Z","2025-10-19T08:00:29.833Z",3518.314744165845,3455.342081787775,"PT Steel Indonesia","CN-3338","LOADING",,"2025-11-09T23:02:41.953Z","2025-11-09T23:02:41.953Z"
"cmhsbjsir07i4maft0g0tuapo","SCH-0000182","cmhsbjr9g06fqmaftwpz8fslu","VY-00182","Banjarmasin","Tanjung Priok","2025-10-14T23:02:41.615Z","2025-10-15T09:55:57.023Z","2025-10-18T14:03:12.940Z",,"2025-10-14T23:34:49.414Z","2025-10-15T09:55:57.023Z","2025-10-15T09:15:27.613Z",,2876.950510120194,2815.000922868114,"PT Petrokimia","CN-9879","STANDBY",,"2025-11-09T23:02:41.955Z","2025-11-09T23:02:41.955Z"
"cmhsbjsit07i6maftgpl7fmjp","SCH-0000183","cmhsbjr9h06frmaft5o5l5b1o","VY-00183","Tanjung Bara","Lontar","2025-09-15T23:02:41.615Z","2025-09-16T09:52:31.357Z","2025-09-20T06:18:43.932Z","2025-09-15T22:15:29.226Z","2025-09-16T00:38:17.674Z","2025-09-16T09:52:31.357Z",,,4934.536455804326,,"PT Semen Indonesia","CN-5435","DISCHARGING",,"2025-11-09T23:02:41.957Z","2025-11-09T23:02:41.957Z"
"cmhsbjsiv07i8maftsebs9nw2","SCH-0000184","cmhsbjr9i06fsmaftubc5pnpa","VY-00184","Tarakan","Tanjung Priok","2025-10-24T23:02:41.615Z","2025-10-25T15:29:58.834Z","2025-10-28T06:57:59.926Z","2025-10-24T23:52:30.925Z",,,"2025-10-25T14:42:01.440Z","2025-10-28T06:21:20.835Z",2955.92886338315,,"PT Pupuk Indonesia","CN-5241","SAILING",,"2025-11-09T23:02:41.960Z","2025-11-09T23:02:41.960Z"
"cmhsbjsix07iamaftk1ukh1j5","SCH-0000185","cmhsbjr9k06ftmaftslvisd5o","VY-00185","Banjarmasin","Merak","2025-09-20T23:02:41.615Z","2025-09-21T17:56:42.211Z","2025-09-23T21:21:07.416Z","2025-09-20T23:59:59.736Z",,,"2025-09-21T18:20:47.963Z",,4647.387655512676,,"PT Pupuk Indonesia","CN-1970","SAILING",,"2025-11-09T23:02:41.962Z","2025-11-09T23:02:41.962Z"
"cmhsbjsj007icmafttraileyb","SCH-0000186","cmhsbjr9l06fumaftkoabffr3","VY-00186","Muara Pantai","Lontar","2025-09-22T23:02:41.615Z","2025-09-23T10:00:05.949Z","2025-09-25T06:44:19.614Z","2025-09-22T23:40:18.696Z","2025-09-22T23:07:13.781Z","2025-09-23T10:00:05.949Z",,,4842.217527441337,,"PT Steel Indonesia","CN-8260","STANDBY",,"2025-11-09T23:02:41.964Z","2025-11-09T23:02:41.964Z"
"cmhsbjsj307iemaft74zxsi70","SCH-0000187","cmhsbjr9m06fvmaftoewifygd","VY-00187","Tanjung Bara","Paiton","2025-09-22T23:02:41.615Z","2025-09-23T20:57:02.516Z","2025-09-26T01:57:27.283Z","2025-09-23T00:05:23.340Z","2025-09-23T00:11:00.068Z",,"2025-09-23T20:37:46.452Z",,4690.223663096825,4556.915736696944,"PLN","CN-2352","COMPLETED",,"2025-11-09T23:02:41.968Z","2025-11-09T23:02:41.968Z"
"cmhsbjsj607igmaft050daeup","SCH-0000188","cmhsbjr9o06fwmaftb7zrbd93","VY-00188","Muara Pantai","Paiton","2025-09-14T23:02:41.615Z","2025-09-15T17:33:18.374Z","2025-09-16T23:39:37.803Z","2025-09-14T22:19:53.198Z","2025-09-14T23:13:57.685Z","2025-09-15T17:33:18.374Z","2025-09-15T17:58:24.382Z","2025-09-17T01:40:04.662Z",4166.132763917414,,"PLN","CN-6223","SAILING",,"2025-11-09T23:02:41.970Z","2025-11-09T23:02:41.970Z"
"cmhsbjsj907iimafthoxu9erw","SCH-0000189","cmhsbjr9q06fxmaft14ta9l1n","VY-00189","Tanjung Bara","Merak","2025-10-18T23:02:41.615Z","2025-10-19T11:08:33.564Z","2025-10-22T17:46:43.952Z","2025-10-18T21:45:16.636Z","2025-10-18T23:18:26.712Z",,"2025-10-19T10:43:10.464Z",,2790.408046162561,2766.481572136851,"PT Petrokimia","CN-8988","ARRIVED",,"2025-11-09T23:02:41.973Z","2025-11-09T23:02:41.973Z"
"cmhsbjsjc07ikmaft85h782gr","SCH-0000190","cmhsbjr9r06fymaftu9tnij65","VY-00190","Sangatta","Gresik","2025-10-18T23:02:41.615Z","2025-10-19T20:44:28.557Z","2025-10-23T13:53:06.965Z","2025-10-18T22:34:05.598Z",,"2025-10-19T20:44:28.557Z",,,5010.705714836493,4795.399308109389,"PT Semen Indonesia","CN-4502","SCHEDULED",,"2025-11-09T23:02:41.976Z","2025-11-09T23:02:41.976Z"
"cmhsbjsje07immaftt7phq3co","SCH-0000191","cmhsbjr9s06fzmaftbjl13oa4","VY-00191","Balikpapan","Suralaya","2025-10-13T23:02:41.615Z","2025-10-14T09:14:59.149Z","2025-10-16T08:29:45.574Z","2025-10-13T21:17:06.613Z","2025-10-13T23:07:38.862Z",,"2025-10-14T09:02:25.071Z","2025-10-16T06:32:45.884Z",1576.15433704809,1579.670466346428,"PT Steel Indonesia","CN-2171","DISCHARGING",,"2025-11-09T23:02:41.979Z","2025-11-09T23:02:41.979Z"
"cmhsbjsjh07iomaft930azk8j","SCH-0000192","cmhsbjr9u06g0mafts01ba5h8","VY-00192","Sangatta","Merak","2025-09-21T23:02:41.615Z","2025-09-22T09:36:12.939Z","2025-09-25T04:54:27.299Z",,"2025-09-22T00:56:41.131Z","2025-09-22T09:36:12.939Z","2025-09-22T08:58:11.361Z",,2141.177158235532,2126.847573986169,"PT Semen Indonesia","CN-7033","SCHEDULED",,"2025-11-09T23:02:41.982Z","2025-11-09T23:02:41.982Z"
"cmhsbjsjl07iqmaft81uekby4","SCH-0000193","cmhsbjr9v06g1maftbuddmyz9","VY-00193","Banjarmasin","Paiton","2025-09-23T23:02:41.615Z","2025-09-24T18:59:03.271Z","2025-09-26T08:12:13.810Z","2025-09-24T00:39:01.456Z","2025-09-23T23:19:12.849Z","2025-09-24T18:59:03.271Z","2025-09-24T19:26:11.664Z",,1708.136574595135,,"PT Petrokimia","CN-9749","ARRIVED",,"2025-11-09T23:02:41.985Z","2025-11-09T23:02:41.985Z"
"cmhsbjsjo07ismaft7oor7foa","SCH-0000194","cmhsbjr9w06g2maftoleo9g3n","VY-00194","Sangatta","Suralaya","2025-10-22T23:02:41.615Z","2025-10-23T16:32:20.475Z","2025-10-26T13:55:07.679Z",,,,"2025-10-23T15:58:38.892Z",,2330.335005160473,,"PT Pupuk Indonesia","CN-5675","CANCELLED",,"2025-11-09T23:02:41.988Z","2025-11-09T23:02:41.988Z"
"cmhsbjsjq07iumaftdr7cvbtb","SCH-0000195","cmhsbjr9x06g3maft44v79ae5","VY-00195","Kariangau","Gresik","2025-09-11T23:02:41.615Z","2025-09-12T21:04:07.280Z","2025-09-16T08:20:18.517Z",,,,"2025-09-12T20:12:07.531Z",,2969.621933719971,2965.862732725255,"PT Pupuk Indonesia","CN-2549","STANDBY",,"2025-11-09T23:02:41.991Z","2025-11-09T23:02:41.991Z"
"cmhsbjsjt07iwmaftka97plrg","SCH-0000196","cmhsbjr9z06g4maftu8qeu0wk","VY-00196","Muara Pantai","Tanjung Priok","2025-09-14T23:02:41.615Z","2025-09-15T12:36:18.131Z","2025-09-18T01:20:32.705Z",,"2025-09-15T00:07:20.658Z",,"2025-09-15T13:19:35.600Z",,1830.691309070634,,"PT Pupuk Indonesia","CN-3574","ARRIVED",,"2025-11-09T23:02:41.993Z","2025-11-09T23:02:41.993Z"
"cmhsbjsjy07iymaftlp38ic98","SCH-0000197","cmhsbjra006g5maftrxqqs90g","VY-00197","Banjarmasin","Suralaya","2025-10-01T23:02:41.615Z","2025-10-02T14:20:47.863Z","2025-10-04T10:01:24.227Z","2025-10-01T21:35:51.177Z","2025-10-02T00:09:14.126Z","2025-10-02T14:20:47.863Z","2025-10-02T13:46:47.398Z","2025-10-04T07:52:43.999Z",3072.906330992998,,"PT Petrokimia","CN-8772","SCHEDULED",,"2025-11-09T23:02:41.998Z","2025-11-09T23:02:41.998Z"
"cmhsbjsk107j0maft8tleb474","SCH-0000198","cmhsbjra106g6maftr92c4klb","VY-00198","Tanjung Bara","Tanjung Priok","2025-09-27T23:02:41.615Z","2025-09-28T12:30:11.747Z","2025-09-30T04:37:37.858Z","2025-09-28T00:16:52.810Z","2025-09-27T23:14:19.302Z",,"2025-09-28T12:50:04.815Z","2025-09-30T04:16:15.851Z",2116.580233882913,2139.595818452084,"PT Pupuk Indonesia","CN-9390","SAILING",,"2025-11-09T23:02:42.001Z","2025-11-09T23:02:42.001Z"
"cmhsbjsk407j2maftz0d0d000","SCH-0000199","cmhsbjra206g7maftt32xpi7e","VY-00199","Tarakan","Cilacap","2025-09-29T23:02:41.615Z","2025-09-30T08:31:28.595Z","2025-10-01T14:35:13.200Z","2025-09-29T21:02:57.339Z",,"2025-09-30T08:31:28.595Z","2025-09-30T08:05:36.485Z","2025-10-01T13:23:42.204Z",3378.867407456134,3263.335260433567,"PLN","CN-5270","SCHEDULED",,"2025-11-09T23:02:42.004Z","2025-11-09T23:02:42.004Z"
"cmhsbjsk707j4maftm8ztd8f7","SCH-0000200","cmhsbjra406g8maftjzrmpbh1","VY-00200","Samarinda","Suralaya","2025-09-14T23:02:41.615Z","2025-09-15T17:27:21.022Z","2025-09-19T15:27:33.615Z",,"2025-09-15T00:19:56.932Z","2025-09-15T17:27:21.022Z","2025-09-15T17:50:34.551Z",,1948.946971850391,,"PT Steel Indonesia","CN-9257","STANDBY",,"2025-11-09T23:02:42.007Z","2025-11-09T23:02:42.007Z"
"cmhsbjska07j6maftw5m2rrz0","SCH-0000201","cmhsbjra606g9maftub9t21nc","VY-00201","Sangatta","Merak","2025-11-04T23:02:41.615Z","2025-11-05T14:02:41.761Z","2025-11-08T20:59:52.996Z","2025-11-04T21:43:51.973Z","2025-11-05T00:20:17.663Z",,"2025-11-05T13:45:20.751Z","2025-11-08T22:44:09.033Z",3103.115198980281,3075.083087905204,"PT Steel Indonesia","CN-5706","COMPLETED",,"2025-11-09T23:02:42.010Z","2025-11-09T23:02:42.010Z"
"cmhsbjskc07j8maft20f7xp4p","SCH-0000202","cmhsbjra706gamaft1ktiifcu","VY-00202","Muara Pantai","Merak","2025-09-30T23:02:41.615Z","2025-10-01T09:22:53.732Z","2025-10-03T18:20:51.937Z","2025-09-30T22:13:28.868Z","2025-10-01T00:10:48.622Z",,"2025-10-01T10:13:02.433Z",,3814.148206554928,3702.148039041177,"PT Petrokimia","CN-6086","LOADING",,"2025-11-09T23:02:42.013Z","2025-11-09T23:02:42.013Z"
"cmhsbjskg07jamaftpx5ui98y","SCH-0000203","cmhsbjra806gbmaftagvvvgj0","VY-00203","Samarinda","Cilacap","2025-10-02T23:02:41.615Z","2025-10-03T16:10:43.684Z","2025-10-06T07:09:35.285Z",,"2025-10-03T00:46:12.286Z",,"2025-10-03T15:15:37.386Z",,5004.096930810139,,"PT Pupuk Indonesia","CN-7676","LOADING",,"2025-11-09T23:02:42.016Z","2025-11-09T23:02:42.016Z"
"cmhsbjskj07jcmaftdpxv1e2s","SCH-0000204","cmhsbjraa06gcmaftoo8qx972","VY-00204","Tanjung Bara","Merak","2025-09-20T23:02:41.615Z","2025-09-21T12:11:33.498Z","2025-09-22T21:44:30.946Z","2025-09-21T00:48:10.645Z","2025-09-20T23:43:09.974Z","2025-09-21T12:11:33.498Z",,"2025-09-22T19:54:54.965Z",4017.391932799986,4001.543555299026,"PLN","CN-3454","CANCELLED",,"2025-11-09T23:02:42.019Z","2025-11-09T23:02:42.019Z"
"cmhsbjskm07jemaft30hzevas","SCH-0000205","cmhsbjrab06gdmaftik5dx0t2","VY-00205","Kariangau","Tanjung Priok","2025-10-05T23:02:41.615Z","2025-10-06T09:55:45.166Z","2025-10-08T03:32:14.980Z","2025-10-05T23:05:39.366Z","2025-10-05T23:35:37.957Z","2025-10-06T09:55:45.166Z","2025-10-06T10:26:55.475Z","2025-10-08T04:39:32.476Z",4408.707480994657,4360.666188807807,"PT Petrokimia","CN-3176","COMPLETED",,"2025-11-09T23:02:42.022Z","2025-11-09T23:02:42.022Z"
"cmhsbjsko07jgmaft0ioxzqn9","SCH-0000206","cmhsbjrac06gemaft0qy6sowy","VY-00206","Samarinda","Merak","2025-09-23T23:02:41.615Z","2025-09-24T20:45:00.760Z","2025-09-25T21:20:04.554Z","2025-09-23T21:15:36.569Z",,,,"2025-09-26T00:12:15.712Z",1930.240982804933,,"PLN","CN-7895","DISCHARGING",,"2025-11-09T23:02:42.024Z","2025-11-09T23:02:42.024Z"
"cmhsbjskr07jimaft53xougwj","SCH-0000207","cmhsbjrae06gfmaft8jrcbxri","VY-00207","Samarinda","Tanjung Priok","2025-09-16T23:02:41.615Z","2025-09-17T12:10:49.209Z","2025-09-20T04:31:32.414Z",,,"2025-09-17T12:10:49.209Z","2025-09-17T12:18:16.987Z","2025-09-20T01:58:55.633Z",4351.414973300177,4455.484729971763,"PT Semen Indonesia","CN-6844","COMPLETED",,"2025-11-09T23:02:42.027Z","2025-11-09T23:02:42.027Z"
"cmhsbjskt07jkmaftivdf4hm9","SCH-0000208","cmhsbjraf06ggmaftf2nwwhft","VY-00208","Banjarmasin","Cilacap","2025-10-15T23:02:41.615Z","2025-10-16T07:21:03.562Z","2025-10-18T07:25:52.887Z","2025-10-15T23:59:25.973Z","2025-10-16T00:29:44.904Z",,"2025-10-16T06:30:24.236Z",,3667.798931521254,3632.192538207844,"PT Pupuk Indonesia","CN-8839","LOADING",,"2025-11-09T23:02:42.029Z","2025-11-09T23:02:42.029Z"
