"id","recommendationId","recommendation","category","priority","justification","contextData","estimatedImpact","estimatedSavings","status","executedBy","executedAt","actualImpact","effectiveness","remarks","timestamp","updatedAt"
"cmhsbk2xq0igjmaft4g67d6bg","REC-0000151","Recommendation 151 - Optimize operational efficiency","PRODUCTION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":646}","Positive impact on efficiency",29472220.40266503,"IGNORED",,,,,,"2025-09-16T23:02:55.225Z","2025-11-09T23:02:55.454Z"
"cmhsbk2xr0igkmaft17bsi8yi","REC-0000152","Recommendation 152 - Optimize operational efficiency","ALLOCATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":688}","Positive impact on efficiency",38659801.38648119,"IGNORED",,,,,,"2025-11-07T23:02:55.225Z","2025-11-09T23:02:55.455Z"
"cmhsbk2xs0iglmaftweljtrmf","REC-0000153","Recommendation 153 - Optimize operational efficiency","MAINTENANCE","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":534}","Positive impact on efficiency",53541713.02090707,"IGNORED",,,,,,"2025-11-07T23:02:55.225Z","2025-11-09T23:02:55.457Z"
"cmhsbk2xu0igmmaftqcgkbxag","REC-0000154","Recommendation 154 - Optimize operational efficiency","MAINTENANCE","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":246}","Positive impact on efficiency",7876926.633135602,"EXECUTED","cmhsbjkei000lmaft1tp11xa3","2025-10-21T12:18:57.772Z","Implemented successfully",0.6963168964488237,,"2025-10-13T23:02:55.225Z","2025-11-09T23:02:55.458Z"
"cmhsbk2xv0ignmaft9n4eaoea","REC-0000155","Recommendation 155 - Optimize operational efficiency","PRODUCTION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":166}","Positive impact on efficiency",44532199.52133135,"IGNORED",,,,,,"2025-11-09T23:02:55.225Z","2025-11-09T23:02:55.459Z"
"cmhsbk2xw0igomaftjalpyo1g","REC-0000156","Recommendation 156 - Optimize operational efficiency","MAINTENANCE","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":748}",,18979094.29031391,"PENDING",,,,,,"2025-10-15T23:02:55.225Z","2025-11-09T23:02:55.461Z"
"cmhsbk2xy0igpmaftted8crcq","REC-0000157","Recommendation 157 - Optimize operational efficiency","ALLOCATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":406}","Positive impact on efficiency",26212258.24974493,"EXECUTED","cmhsbjkel000omaft2ljkrku0","2025-09-27T00:08:49.841Z","Implemented successfully",0.8750181078941723,,"2025-09-21T23:02:55.225Z","2025-11-09T23:02:55.462Z"
"cmhsbk2xz0igqmaftgl13jgpp","REC-0000158","Recommendation 158 - Optimize operational efficiency","ROUTE_OPTIMIZATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":597}","Positive impact on efficiency",39257833.96155942,"IGNORED",,,,,,"2025-11-07T23:02:55.225Z","2025-11-09T23:02:55.464Z"
"cmhsbk2y10igrmaft24gfjc0q","REC-0000159","Recommendation 159 - Optimize operational efficiency","PRODUCTION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":110}","Positive impact on efficiency",8522894.804735655,"EXECUTED","cmhsbjkep000qmaftz5v0j23y","2025-10-18T19:59:42.007Z","Implemented successfully",0.8708600736380295,,"2025-10-13T23:02:55.225Z","2025-11-09T23:02:55.465Z"
"cmhsbk2y30igsmaft6afx8jgv","REC-0000160","Recommendation 160 - Optimize operational efficiency","PRODUCTION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":752}","Positive impact on efficiency",14844993.56997874,"IGNORED",,,,,,"2025-09-26T23:02:55.225Z","2025-11-09T23:02:55.467Z"
"cmhsbk2y40igtmaftg182lk8l","REC-0000161","Recommendation 161 - Optimize operational efficiency","SAFETY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":44}","Positive impact on efficiency",38985426.5789702,"EXECUTED","cmhsbjker000smaftlv9hgmeo","2025-10-17T11:00:47.999Z","Implemented successfully",0.6311667348318719,,"2025-10-11T23:02:55.225Z","2025-11-09T23:02:55.469Z"
"cmhsbk2y60igumaft4gl0rchd","REC-0000162","Recommendation 162 - Optimize operational efficiency","PRODUCTION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":447}","Positive impact on efficiency",37707383.31205528,"EXECUTED","cmhsbjkes000tmaft4t7uyt9m","2025-09-15T19:58:11.655Z","Implemented successfully",0.7153458780309445,,"2025-09-12T23:02:55.225Z","2025-11-09T23:02:55.470Z"
"cmhsbk2y70igvmafto9s4b9qd","REC-0000163","Recommendation 163 - Optimize operational efficiency","FUEL_EFFICIENCY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":321}","Positive impact on efficiency",41309450.31824252,"IGNORED",,,,,,"2025-09-24T23:02:55.225Z","2025-11-09T23:02:55.472Z"
"cmhsbk2y90igwmaftfoh28lxg","REC-0000164","Recommendation 164 - Optimize operational efficiency","ROUTE_OPTIMIZATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":493}","Positive impact on efficiency",34853831.18169422,"IGNORED",,,,,,"2025-11-01T23:02:55.225Z","2025-11-09T23:02:55.473Z"
"cmhsbk2ya0igxmaft787r9xf2","REC-0000165","Recommendation 165 - Optimize operational efficiency","SAFETY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":885}","Positive impact on efficiency",48962755.12149822,"EXECUTED","cmhsbjkex000wmaftwerlnlyw","2025-09-26T12:04:41.346Z","Implemented successfully",0.9044419770076153,,"2025-09-21T23:02:55.225Z","2025-11-09T23:02:55.474Z"
"cmhsbk2yb0igymaft6830cxhq","REC-0000166","Recommendation 166 - Optimize operational efficiency","FUEL_EFFICIENCY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":40}","Positive impact on efficiency",42036648.94028171,"EXECUTED","cmhsbjkez000xmaftq52h94hy","2025-11-11T22:57:52.628Z","Implemented successfully",0.6875889202384702,,"2025-11-03T23:02:55.225Z","2025-11-09T23:02:55.476Z"
"cmhsbk2yd0igzmaftff5nraws","REC-0000167","Recommendation 167 - Optimize operational efficiency","PRODUCTION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":584}","Positive impact on efficiency",42616210.50860889,"EXECUTED","cmhsbjkf0000ymaftrwewg00q","2025-10-21T20:26:47.422Z","Implemented successfully",0.6286692209875984,,"2025-10-11T23:02:55.225Z","2025-11-09T23:02:55.477Z"
"cmhsbk2ye0ih0maftvucyceuc","REC-0000168","Recommendation 168 - Optimize operational efficiency","SAFETY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":249}","Positive impact on efficiency",35435217.20284167,"IGNORED",,,,,,"2025-10-27T23:02:55.225Z","2025-11-09T23:02:55.478Z"
"cmhsbk2yf0ih1mafto2b54jpq","REC-0000169","Recommendation 169 - Optimize operational efficiency","ROUTE_OPTIMIZATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":490}",,26686000.33805187,"PENDING",,,,,,"2025-09-28T23:02:55.225Z","2025-11-09T23:02:55.480Z"
"cmhsbk2yh0ih2maftnd509aal","REC-0000170","Recommendation 170 - Optimize operational efficiency","ALLOCATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":89}","Positive impact on efficiency",42739008.64293636,"EXECUTED","cmhsbjkf40011maftzk8arvmv","2025-09-29T19:27:41.067Z","Implemented successfully",0.7112042525699014,,"2025-09-28T23:02:55.225Z","2025-11-09T23:02:55.482Z"
"cmhsbk2yj0ih3maftfd7c1ew3","REC-0000171","Recommendation 171 - Optimize operational efficiency","PRODUCTION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":319}",,10392596.35274355,"PENDING",,,,,,"2025-10-18T23:02:55.225Z","2025-11-09T23:02:55.484Z"
"cmhsbk2yl0ih4maftc969v132","REC-0000172","Recommendation 172 - Optimize operational efficiency","SAFETY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":54}","Positive impact on efficiency",52777032.43239591,"IGNORED",,,,,,"2025-10-03T23:02:55.225Z","2025-11-09T23:02:55.485Z"
"cmhsbk2ym0ih5maft4jmdtzls","REC-0000173","Recommendation 173 - Optimize operational efficiency","MAINTENANCE","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":432}",,23921845.7836716,"PENDING",,,,,,"2025-10-19T23:02:55.225Z","2025-11-09T23:02:55.487Z"
"cmhsbk2yo0ih6maftiq07k3sj","REC-0000174","Recommendation 174 - Optimize operational efficiency","PRODUCTION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":637}",,30899057.48779928,"PENDING",,,,,,"2025-11-09T23:02:55.225Z","2025-11-09T23:02:55.488Z"
"cmhsbk2yp0ih7maftvox8dnk6","REC-0000175","Recommendation 175 - Optimize operational efficiency","SAFETY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":235}","Positive impact on efficiency",6885855.297161598,"EXECUTED","cmhsbjkfb0016maft96g4l7e3","2025-10-21T01:20:40.639Z","Implemented successfully",0.8182934049398178,,"2025-10-20T23:02:55.225Z","2025-11-09T23:02:55.489Z"
"cmhsbk2yq0ih8maftvynaxgh7","REC-0000176","Recommendation 176 - Optimize operational efficiency","ALLOCATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":768}",,9198457.31213674,"PENDING",,,,,,"2025-10-12T23:02:55.225Z","2025-11-09T23:02:55.491Z"
"cmhsbk2ys0ih9maftrs5v0zt1","REC-0000177","Recommendation 177 - Optimize operational efficiency","PRODUCTION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":370}","Positive impact on efficiency",18954253.96936888,"IGNORED",,,,,,"2025-09-23T23:02:55.225Z","2025-11-09T23:02:55.492Z"
"cmhsbk2yt0ihamaftqj7qji2d","REC-0000178","Recommendation 178 - Optimize operational efficiency","MAINTENANCE","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":228}","Positive impact on efficiency",31854436.48742744,"IGNORED",,,,,,"2025-10-19T23:02:55.225Z","2025-11-09T23:02:55.494Z"
"cmhsbk2yv0ihbmaftl4ywasgb","REC-0000179","Recommendation 179 - Optimize operational efficiency","MAINTENANCE","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":483}",,20705598.12672459,"PENDING",,,,,,"2025-09-14T23:02:55.225Z","2025-11-09T23:02:55.495Z"
"cmhsbk2yw0ihcmaftkt3ehxfo","REC-0000180","Recommendation 180 - Optimize operational efficiency","MAINTENANCE","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":757}","Positive impact on efficiency",48453693.04557312,"EXECUTED","cmhsbjkfh001bmaft4e8pimoj","2025-10-19T10:58:28.172Z","Implemented successfully",0.6408567557557417,,"2025-10-13T23:02:55.225Z","2025-11-09T23:02:55.496Z"
"cmhsbk2yx0ihdmafttdj86dvu","REC-0000181","Recommendation 181 - Optimize operational efficiency","MAINTENANCE","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":80}",,20004522.24464143,"PENDING",,,,,,"2025-10-24T23:02:55.225Z","2025-11-09T23:02:55.498Z"
"cmhsbk2z00ihemaft8khhjqs0","REC-0000182","Recommendation 182 - Optimize operational efficiency","FUEL_EFFICIENCY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":246}","Positive impact on efficiency",33619723.95985484,"IGNORED",,,,,,"2025-09-30T23:02:55.225Z","2025-11-09T23:02:55.500Z"
"cmhsbk2z10ihfmaft6kfpq6rj","REC-0000183","Recommendation 183 - Optimize operational efficiency","ROUTE_OPTIMIZATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":862}","Positive impact on efficiency",45326703.62058589,"IGNORED",,,,,,"2025-10-24T23:02:55.225Z","2025-11-09T23:02:55.502Z"
"cmhsbk2z30ihgmaft39hlkcgb","REC-0000184","Recommendation 184 - Optimize operational efficiency","ROUTE_OPTIMIZATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":474}","Positive impact on efficiency",43822334.76214954,"IGNORED",,,,,,"2025-10-08T23:02:55.225Z","2025-11-09T23:02:55.503Z"
"cmhsbk2z40ihhmaft2qa1znhl","REC-0000185","Recommendation 185 - Optimize operational efficiency","PRODUCTION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":848}","Positive impact on efficiency",28238388.40017389,"EXECUTED","cmhsbjkfo001gmaft5x1mibe6","2025-11-10T20:23:34.897Z","Implemented successfully",0.6593009147710838,,"2025-11-04T23:02:55.225Z","2025-11-09T23:02:55.504Z"
"cmhsbk2z50ihimaft7un40c8s","REC-0000186","Recommendation 186 - Optimize operational efficiency","ALLOCATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":129}","Positive impact on efficiency",8602503.322471041,"EXECUTED","cmhsbjkfq001hmaft7ulgwdck","2025-11-09T06:54:22.215Z","Implemented successfully",0.9344860377909112,,"2025-11-06T23:02:55.225Z","2025-11-09T23:02:55.506Z"
"cmhsbk2z70ihjmafti0z25pc2","REC-0000187","Recommendation 187 - Optimize operational efficiency","FUEL_EFFICIENCY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":693}",,36499429.2880087,"PENDING",,,,,,"2025-10-08T23:02:55.225Z","2025-11-09T23:02:55.507Z"
"cmhsbk2z80ihkmaftf7vzcdtw","REC-0000188","Recommendation 188 - Optimize operational efficiency","MAINTENANCE","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":701}","Positive impact on efficiency",44170940.18462133,"IGNORED",,,,,,"2025-10-09T23:02:55.225Z","2025-11-09T23:02:55.509Z"
"cmhsbk2z90ihlmaftabd8wqd5","REC-0000189","Recommendation 189 - Optimize operational efficiency","ROUTE_OPTIMIZATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":965}","Positive impact on efficiency",38817658.92763172,"IGNORED",,,,,,"2025-10-23T23:02:55.225Z","2025-11-09T23:02:55.510Z"
"cmhsbk2zb0ihmmafta2l3o3fe","REC-0000190","Recommendation 190 - Optimize operational efficiency","FUEL_EFFICIENCY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":204}","Positive impact on efficiency",45110389.1790459,"IGNORED",,,,,,"2025-11-08T23:02:55.225Z","2025-11-09T23:02:55.511Z"
"cmhsbk2zc0ihnmaftp1i773ro","REC-0000191","Recommendation 191 - Optimize operational efficiency","ALLOCATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":493}",,20077479.69494578,"PENDING",,,,,,"2025-10-14T23:02:55.225Z","2025-11-09T23:02:55.513Z"
"cmhsbk2ze0ihomaft4k9mb8ec","REC-0000192","Recommendation 192 - Optimize operational efficiency","ALLOCATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":243}",,12371974.52816699,"PENDING",,,,,,"2025-09-28T23:02:55.225Z","2025-11-09T23:02:55.515Z"
"cmhsbk2zg0ihpmaftmf2tbst9","REC-0000193","Recommendation 193 - Optimize operational efficiency","ROUTE_OPTIMIZATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":770}","Positive impact on efficiency",27539198.19518622,"EXECUTED","cmhsbjkfz001omaftunemdkn1","2025-09-20T02:45:15.827Z","Implemented successfully",0.9224672097085452,,"2025-09-12T23:02:55.225Z","2025-11-09T23:02:55.517Z"
"cmhsbk2zi0ihqmaftyl5xvwsi","REC-0000194","Recommendation 194 - Optimize operational efficiency","PRODUCTION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":112}","Positive impact on efficiency",23751301.60913212,"EXECUTED","cmhsbjkg0001pmaft6qk5mj2s","2025-10-02T05:14:30.954Z","Implemented successfully",0.6678891098829033,,"2025-09-25T23:02:55.225Z","2025-11-09T23:02:55.519Z"
"cmhsbk2zk0ihrmaftd3ms291z","REC-0000195","Recommendation 195 - Optimize operational efficiency","FUEL_EFFICIENCY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":793}",,49514878.6826878,"PENDING",,,,,,"2025-09-25T23:02:55.225Z","2025-11-09T23:02:55.520Z"
"cmhsbk2zl0ihsmaftvtno5krm","REC-0000196","Recommendation 196 - Optimize operational efficiency","FUEL_EFFICIENCY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":747}","Positive impact on efficiency",10057097.57610954,"EXECUTED","cmhsbjkg4001rmaft4ku8515q","2025-10-15T08:02:02.019Z","Implemented successfully",0.6251273132092954,,"2025-10-08T23:02:55.225Z","2025-11-09T23:02:55.521Z"
"cmhsbk2zm0ihtmaft1v3d7wlt","REC-0000197","Recommendation 197 - Optimize operational efficiency","FUEL_EFFICIENCY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":38}","Positive impact on efficiency",45670606.5926346,"IGNORED",,,,,,"2025-09-22T23:02:55.225Z","2025-11-09T23:02:55.523Z"
"cmhsbk2zo0ihumaftn69qlgj5","REC-0000198","Recommendation 198 - Optimize operational efficiency","SAFETY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":115}",,30652686.47244984,"PENDING",,,,,,"2025-10-27T23:02:55.225Z","2025-11-09T23:02:55.524Z"
"cmhsbk2zp0ihvmaftkk03dzlg","REC-0000199","Recommendation 199 - Optimize operational efficiency","SAFETY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":272}","Positive impact on efficiency",21852627.3662919,"IGNORED",,,,,,"2025-09-21T23:02:55.225Z","2025-11-09T23:02:55.526Z"
"cmhsbk2zr0ihwmaftrs0urx3o","REC-0000200","Recommendation 200 - Optimize operational efficiency","ALLOCATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":122}","Positive impact on efficiency",32814793.32020112,"IGNORED",,,,,,"2025-09-19T23:02:55.225Z","2025-11-09T23:02:55.527Z"
"cmhsbk2zt0ihxmaftqabh2sfr","REC-0000201","Recommendation 201 - Optimize operational efficiency","ROUTE_OPTIMIZATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":377}",,35069460.90168709,"PENDING",,,,,,"2025-09-25T23:02:55.225Z","2025-11-09T23:02:55.529Z"
"cmhsbk2zu0ihymaft9841i50u","REC-0000202","Recommendation 202 - Optimize operational efficiency","FUEL_EFFICIENCY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":76}","Positive impact on efficiency",50776001.42362864,"EXECUTED","cmhsbjkds0003maftiu78c3i0","2025-10-14T22:25:43.234Z","Implemented successfully",0.6340351395657344,,"2025-10-09T23:02:55.225Z","2025-11-09T23:02:55.531Z"
"cmhsbk2zw0ihzmaftj7j3mr7z","REC-0000203","Recommendation 203 - Optimize operational efficiency","MAINTENANCE","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":805}",,35979451.68332392,"PENDING",,,,,,"2025-10-28T23:02:55.225Z","2025-11-09T23:02:55.533Z"
"cmhsbk2zy0ii0maftlldzmop8","REC-0000204","Recommendation 204 - Optimize operational efficiency","ROUTE_OPTIMIZATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":983}","Positive impact on efficiency",14802299.39006307,"IGNORED",,,,,,"2025-09-26T23:02:55.225Z","2025-11-09T23:02:55.534Z"
"cmhsbk3000ii1maftri58fep8","REC-0000205","Recommendation 205 - Optimize operational efficiency","SAFETY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":935}","Positive impact on efficiency",30863821.45242768,"IGNORED",,,,,,"2025-10-02T23:02:55.225Z","2025-11-09T23:02:55.536Z"
"cmhsbk3010ii2maftwnbhiw6m","REC-0000206","Recommendation 206 - Optimize operational efficiency","SAFETY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":747}",,23071744.05077355,"PENDING",,,,,,"2025-09-27T23:02:55.225Z","2025-11-09T23:02:55.537Z"
"cmhsbk3020ii3maft2yypp2k3","REC-0000207","Recommendation 207 - Optimize operational efficiency","SAFETY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":114}","Positive impact on efficiency",34655381.03109415,"IGNORED",,,,,,"2025-09-20T23:02:55.225Z","2025-11-09T23:02:55.539Z"
"cmhsbk3040ii4maft7okzizwq","REC-0000208","Recommendation 208 - Optimize operational efficiency","ALLOCATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":297}","Positive impact on efficiency",46378567.78771283,"EXECUTED","cmhsbjke10009mafta9mfo3do","2025-10-16T23:47:26.316Z","Implemented successfully",0.7497037202414247,,"2025-10-15T23:02:55.225Z","2025-11-09T23:02:55.540Z"
"cmhsbk3050ii5maftgbef1isq","REC-0000209","Recommendation 209 - Optimize operational efficiency","MAINTENANCE","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":44}",,15941801.03037503,"PENDING",,,,,,"2025-10-25T23:02:55.225Z","2025-11-09T23:02:55.541Z"
"cmhsbk3060ii6maft1whdlgal","REC-0000210","Recommendation 210 - Optimize operational efficiency","FUEL_EFFICIENCY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":815}","Positive impact on efficiency",41576020.23560974,"EXECUTED","cmhsbjke4000bmaftfwa6235o","2025-09-22T09:27:22.044Z","Implemented successfully",0.7946363825195991,,"2025-09-19T23:02:55.225Z","2025-11-09T23:02:55.543Z"
"cmhsbk3080ii7maftjlrf6aq6","REC-0000211","Recommendation 211 - Optimize operational efficiency","SAFETY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":417}",,44051156.96569969,"PENDING",,,,,,"2025-11-03T23:02:55.225Z","2025-11-09T23:02:55.544Z"
"cmhsbk3090ii8maft0jcnjp86","REC-0000212","Recommendation 212 - Optimize operational efficiency","FUEL_EFFICIENCY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":680}","Positive impact on efficiency",10630929.42817046,"IGNORED",,,,,,"2025-10-18T23:02:55.225Z","2025-11-09T23:02:55.546Z"
"cmhsbk30b0ii9mafte70pzin4","REC-0000213","Recommendation 213 - Optimize operational efficiency","MAINTENANCE","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":764}","Positive impact on efficiency",46617395.99496276,"EXECUTED","cmhsbjke8000emaftxno1b7zv","2025-10-26T11:05:26.407Z","Implemented successfully",0.9412091581125546,,"2025-10-18T23:02:55.225Z","2025-11-09T23:02:55.547Z"
"cmhsbk30d0iiamaftcvn0rt1z","REC-0000214","Recommendation 214 - Optimize operational efficiency","ROUTE_OPTIMIZATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":595}",,8688287.442563355,"PENDING",,,,,,"2025-10-30T23:02:55.225Z","2025-11-09T23:02:55.549Z"
"cmhsbk30e0iibmaftguzqay6y","REC-0000215","Recommendation 215 - Optimize operational efficiency","ALLOCATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":867}",,39984358.40706298,"PENDING",,,,,,"2025-10-03T23:02:55.225Z","2025-11-09T23:02:55.551Z"
"cmhsbk30g0iicmaftd3hhwqh7","REC-0000216","Recommendation 216 - Optimize operational efficiency","MAINTENANCE","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":845}",,45746303.04975064,"PENDING",,,,,,"2025-11-01T23:02:55.225Z","2025-11-09T23:02:55.552Z"
"cmhsbk30h0iidmaftwxqh8xg0","REC-0000217","Recommendation 217 - Optimize operational efficiency","ALLOCATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":963}","Positive impact on efficiency",13220674.23345239,"IGNORED",,,,,,"2025-10-08T23:02:55.225Z","2025-11-09T23:02:55.554Z"
"cmhsbk30j0iiemaftb0kffjk9","REC-0000218","Recommendation 218 - Optimize operational efficiency","MAINTENANCE","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":171}","Positive impact on efficiency",12119397.15881843,"IGNORED",,,,,,"2025-09-27T23:02:55.225Z","2025-11-09T23:02:55.555Z"
"cmhsbk30k0iifmaft4henxic6","REC-0000219","Recommendation 219 - Optimize operational efficiency","ALLOCATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":783}","Positive impact on efficiency",30626339.87934354,"EXECUTED","cmhsbjkeg000kmaftgbda2u0o","2025-10-11T15:57:25.062Z","Implemented successfully",0.6598466766139751,,"2025-10-01T23:02:55.225Z","2025-11-09T23:02:55.556Z"
"cmhsbk30l0iigmaftr9uvtwvt","REC-0000220","Recommendation 220 - Optimize operational efficiency","MAINTENANCE","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":271}","Positive impact on efficiency",10978301.85527208,"IGNORED",,,,,,"2025-09-23T23:02:55.225Z","2025-11-09T23:02:55.558Z"
"cmhsbk30n0iihmaftdk41pub0","REC-0000221","Recommendation 221 - Optimize operational efficiency","SAFETY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":33}","Positive impact on efficiency",7535109.991108075,"IGNORED",,,,,,"2025-09-27T23:02:55.225Z","2025-11-09T23:02:55.559Z"
"cmhsbk30o0iiimaftgoihhutd","REC-0000222","Recommendation 222 - Optimize operational efficiency","MAINTENANCE","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":478}","Positive impact on efficiency",18261528.80435818,"EXECUTED","cmhsbjkek000nmaftllf74480","2025-10-19T21:44:42.242Z","Implemented successfully",0.9366712701621902,,"2025-10-10T23:02:55.225Z","2025-11-09T23:02:55.561Z"
"cmhsbk30q0iijmaftnam5r630","REC-0000223","Recommendation 223 - Optimize operational efficiency","MAINTENANCE","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":974}","Positive impact on efficiency",23428043.72358539,"IGNORED",,,,,,"2025-11-08T23:02:55.225Z","2025-11-09T23:02:55.562Z"
"cmhsbk30r0iikmafttjg9670d","REC-0000224","Recommendation 224 - Optimize operational efficiency","MAINTENANCE","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":35}","Positive impact on efficiency",32989993.04967181,"IGNORED",,,,,,"2025-09-11T23:02:55.225Z","2025-11-09T23:02:55.564Z"
