"id","vesselId","loadingPort","destination","etaLoading","etsLoading","plannedQuantity","actualQuantity","status","buyer"
"cmioppmc907f296tehs0atowf","cmioppkgl06e796tew6fb7b5b","Kariangau","Gresik","2025-12-16T18:07:53.936Z","2025-12-17T16:07:53.936Z",2853.418325340107,,"CANCELLED","PLN"
"cmioppmcb07f496teg2sx0b4g","cmioppkgn06e896te9ocdayn1","Sangatta","Paiton","2025-12-14T20:50:15.427Z","2025-12-15T11:50:15.427Z",3923.382452354231,3837.302765782384,"CANCELLED","PT Pupuk Indonesia"
"cmioppmcd07f696tea00usgpj","cmioppkgq06e996teuvjiiqkv","Tanjung Bara","Tanjung Priok","2025-12-23T17:12:11.864Z","2025-12-24T13:12:11.864Z",2333.766171875002,2376.161394038304,"COMPLETED","PT Steel Indonesia"
"cmioppmcf07f896tevfu10c3d","cmioppkgs06ea96te8q3xkk54","Tanjung Bara","Cilacap","2025-12-19T17:45:11.513Z","2025-12-20T01:45:11.513Z",3469.679020644881,3512.012761904377,"SCHEDULED","PLN"
"cmioppmch07fa96tea0talc28","cmioppkgu06eb96tefjiii0ks","Muara Pantai","Gresik","2025-12-29T13:14:02.358Z","2025-12-30T12:14:02.358Z",4587.240616133486,,"DISCHARGING","PLN"
"cmioppmcj07fc96teun8ygptf","cmioppkgw06ec96tedq2621e9","Banjarmasin","Lontar","2025-12-21T19:17:02.607Z","2025-12-22T13:17:02.607Z",2873.936496647455,2861.100382356164,"ARRIVED","PT Steel Indonesia"
"cmioppmcl07fe96te6sn1vwan","cmioppkgy06ed96tecizjm8f8","Balikpapan","Cilacap","2025-12-22T14:40:37.083Z","2025-12-23T06:40:37.083Z",4785.202422737051,4628.174940492108,"DISCHARGING","PT Semen Indonesia"
"cmioppmcn07fg96te6y4tupak","cmioppkh006ee96temxzmkh3s","Muara Pantai","Tanjung Priok","2025-12-16T14:24:19.987Z","2025-12-17T00:24:19.987Z",4788.859386866823,4638.29612477747,"ARRIVED","PT Semen Indonesia"
"cmioppmcp07fi96te7ufa6v8p","cmioppkh206ef96ten0ewecjf","Samarinda","Merak","2025-12-23T03:28:18.084Z","2025-12-23T16:28:18.084Z",3444.423872542371,,"SAILING","PT Petrokimia"
"cmioppmct07fm96tes1lol5ke","cmioppkh606eh96teosl5tgek","Sangatta","Cilacap","2025-12-18T02:27:45.884Z","2025-12-18T11:27:45.884Z",1798.164226315912,,"LOADING","PLN"
"cmioppmcv07fo96tefebufxyh","cmioppkh906ei96te4fyw0hgk","Sangatta","Cilacap","2025-12-17T14:38:53.070Z","2025-12-18T19:38:53.070Z",1688.315599959684,1662.451611800573,"STANDBY","PT Semen Indonesia"
"cmioppmcx07fq96tedst8bvkr","cmioppkhb06ej96teclbnycw9","Banjarmasin","Merak","2025-12-25T19:06:24.555Z","2025-12-26T11:06:24.555Z",4895.147062006436,4869.907325830402,"ARRIVED","PT Semen Indonesia"
"cmioppmcz07fs96te5cd3i8vn","cmioppkhd06ek96tepg2aw3e4","Muara Pantai","Suralaya","2025-12-19T21:09:49.523Z","2025-12-20T09:09:49.523Z",1748.953023620488,,"SAILING","PT Petrokimia"
"cmioppmd107fu96te4awfn5jl","cmioppkhf06el96tehsj3d65r","Tarakan","Suralaya","2025-12-21T09:55:27.835Z","2025-12-21T15:55:27.835Z",3227.256823097168,,"DISCHARGING","PLN"
"cmioppmd307fw96te60nh80mi","cmioppkhh06em96teve7dm6q4","Banjarmasin","Gresik","2025-12-15T13:49:48.140Z","2025-12-16T10:49:48.140Z",2688.561311495963,2636.86885157442,"STANDBY","PT Pupuk Indonesia"
"cmioppmd507fy96tekggwwvd7","cmioppkhj06en96texk6oawf7","Tarakan","Paiton","2025-12-27T11:57:10.124Z","2025-12-28T10:57:10.124Z",3967.222662071364,,"LOADING","PT Steel Indonesia"
"cmioppmd607g096teajbsaec0","cmioppkhl06eo96te0odatv31","Muara Pantai","Gresik","2025-12-25T05:13:24.966Z","2025-12-26T02:13:24.966Z",4312.295713906328,,"STANDBY","PLN"
"cmioppmdb07g496tevy4adtjm","cmioppkhp06eq96tefxl8pwe0","Tanjung Bara","Merak","2025-12-18T02:08:36.684Z","2025-12-19T04:08:36.684Z",1778.25048243213,1770.659613952537,"DISCHARGING","PLN"
"cmioppmdd07g696ten26oqwg5","cmioppkhr06er96te5fb8i2d4","Muara Pantai","Tanjung Priok","2025-12-19T13:59:44.299Z","2025-12-19T19:59:44.299Z",4589.533479995927,4462.140892741702,"DISCHARGING","PT Steel Indonesia"
"cmioppmdf07g896teewkj3wpb","cmioppkht06es96tea7z1u20a","Muara Pantai","Paiton","2025-12-24T08:43:35.237Z","2025-12-25T13:43:35.237Z",3848.588655050589,3802.661988608664,"DISCHARGING","PT Steel Indonesia"
"cmioppmdh07ga96te7p7pf9w0","cmioppkhu06et96tenlya38gr","Banjarmasin","Gresik","2025-12-20T15:33:47.362Z","2025-12-21T15:33:47.362Z",2592.826141553997,,"SCHEDULED","PLN"
"cmioppmdj07gc96tejgy8nobj","cmioppkhw06eu96tey81577c2","Balikpapan","Cilacap","2025-12-30T14:19:01.195Z","2025-12-30T20:19:01.195Z",4190.585724113596,,"SAILING","PT Steel Indonesia"
"cmioppmdl07ge96temvfllqfx","cmioppkhx06ev96teakncvudv","Tanjung Bara","Merak","2025-12-26T19:13:21.811Z","2025-12-27T02:13:21.811Z",2297.418543603428,2221.854157947949,"DISCHARGING","PLN"
"cmioppmdn07gg96tek48zl4j6","cmioppkhz06ew96tea5dulou6","Kariangau","Lontar","2025-12-28T18:08:58.764Z","2025-12-29T12:08:58.764Z",4652.446908833688,,"CANCELLED","PT Petrokimia"
"cmioppmdp07gi96te82yliu2w","cmioppki006ex96tev21169fw","Balikpapan","Lontar","2025-12-15T10:33:48.784Z","2025-12-15T16:33:48.784Z",3942.443047199125,3786.491897819482,"ARRIVED","PT Petrokimia"
"cmioppmds07gk96te7qf0hf0h","cmioppki206ey96teuo3av26g","Sangatta","Merak","2025-12-30T01:09:32.090Z","2025-12-30T22:09:32.090Z",2926.001880204153,2884.561739436051,"ARRIVED","PT Semen Indonesia"
"cmioppmdv07gm96te28genm64","cmioppki406ez96te5os7lcpc","Tarakan","Gresik","2025-12-25T06:43:39.746Z","2025-12-26T10:43:39.746Z",5376.900135050368,,"DISCHARGING","PT Semen Indonesia"
"cmioppmdx07go96tekijyjir9","cmioppki606f096teynsid7v4","Sangatta","Cilacap","2025-12-24T09:03:47.264Z","2025-12-25T01:03:47.264Z",2254.449649037411,2228.267229322566,"SAILING","PT Pupuk Indonesia"
"cmioppmdz07gq96te9dq89061","cmioppki706f196te72peb440","Tanjung Bara","Tanjung Priok","2025-12-27T15:41:07.351Z","2025-12-28T15:41:07.351Z",4500.514835568647,4470.026159893372,"STANDBY","PT Pupuk Indonesia"
"cmioppme207gs96ten1aodr78","cmioppki906f296teoqk2u996","Tanjung Bara","Paiton","2025-12-26T12:16:38.730Z","2025-12-27T14:16:38.730Z",2596.350841797904,,"DISCHARGING","PT Pupuk Indonesia"
"cmioppme607gu96tehv4ay55f","cmioppkia06f396te31efx22s","Balikpapan","Tanjung Priok","2025-12-23T17:06:44.134Z","2025-12-24T09:06:44.134Z",4631.335531201376,4459.517694441504,"LOADING","PLN"
"cmioppmea07gw96tel06lsfad","cmioppkic06f496tet24wc0gn","Samarinda","Lontar","2025-12-17T03:49:10.657Z","2025-12-18T01:49:10.657Z",4780.746642088662,,"ARRIVED","PT Semen Indonesia"
"cmioppmed07gy96te2rvh3r39","cmioppkie06f596te8ijoryyp","Muara Pantai","Gresik","2025-12-22T00:15:14.510Z","2025-12-22T23:15:14.510Z",2005.44815719945,1911.958413778538,"DISCHARGING","PT Petrokimia"
"cmioppmeg07h096te6romejmk","cmioppkif06f696te9blf8vx9","Balikpapan","Lontar","2025-12-16T20:33:37.654Z","2025-12-17T09:33:37.654Z",3814.458747221257,3642.142963207453,"SAILING","PT Pupuk Indonesia"
"cmioppmer07h296tej6xw8n0r","cmioppkih06f796tew6gvj6r3","Sangatta","Tanjung Priok","2025-12-20T19:24:25.074Z","2025-12-21T22:24:25.074Z",4830.00895137144,,"CANCELLED","PT Steel Indonesia"
"cmioppmew07h496teypt3tq09","cmioppkii06f896tetopej4f2","Muara Pantai","Tanjung Priok","2025-12-21T22:42:33.083Z","2025-12-22T10:42:33.083Z",2285.13411213513,2322.735221169842,"CANCELLED","PT Semen Indonesia"
"cmioppmez07h696tefgeh5jk3","cmioppkik06f996tefzwrzd58","Tarakan","Tanjung Priok","2025-12-23T23:13:03.184Z","2025-12-25T04:13:03.184Z",2451.429907667213,2354.358890736459,"SAILING","PT Petrokimia"
"cmioppmfa07h896tecmo8h3qy","cmioppkim06fa96tem9dtkoa3","Tanjung Bara","Paiton","2025-12-22T11:28:44.867Z","2025-12-23T10:28:44.867Z",4939.436433364727,,"DISCHARGING","PT Steel Indonesia"
"cmioppmfe07ha96teiinha5xm","cmioppkin06fb96tena14n0ix","Tarakan","Lontar","2025-12-26T07:07:11.660Z","2025-12-26T16:07:11.660Z",4459.058347003243,,"STANDBY","PLN"
"cmioppmfm07hc96teb3xny0uc","cmioppkip06fc96telpud8yy6","Samarinda","Gresik","2025-12-25T20:51:52.065Z","2025-12-26T04:51:52.065Z",2979.679750126245,2969.076130471215,"SCHEDULED","PT Steel Indonesia"
"cmioppmfq07he96te4tohbd3w","cmioppkiq06fd96tea8bo3h10","Kariangau","Lontar","2025-12-19T11:32:08.072Z","2025-12-20T00:32:08.072Z",4071.739229215884,,"CANCELLED","PT Petrokimia"
"cmioppmg207hk96teohenoxej","cmioppkiv06fg96teknp2xxgr","Tarakan","Lontar","2025-12-23T03:24:07.629Z","2025-12-23T18:24:07.629Z",4446.122783322561,4533.822732906075,"STANDBY","PLN"
"cmioppmg507hm96teotdqcnt2","cmioppkiw06fh96telq6ta8mr","Muara Pantai","Merak","2025-12-26T20:36:26.631Z","2025-12-27T08:36:26.631Z",5208.459292288416,,"COMPLETED","PT Semen Indonesia"
"cmioppmg707ho96tevjxezbbr","cmioppkix06fi96tezh6jw5q5","Tarakan","Suralaya","2025-12-27T05:15:28.173Z","2025-12-28T10:15:28.173Z",2832.209825219609,,"COMPLETED","PT Petrokimia"
"cmioppmg907hq96tew2vi93o1","cmioppkiz06fj96teg39hl2ef","Banjarmasin","Merak","2025-12-27T01:26:06.391Z","2025-12-27T13:26:06.391Z",5002.522342875332,4813.408018228284,"SCHEDULED","PT Semen Indonesia"
"cmioppmgb07hs96te89ohmynp","cmioppkj006fk96teeg1zz9pm","Tanjung Bara","Lontar","2025-12-15T20:52:26.629Z","2025-12-17T00:52:26.629Z",2844.324665394072,,"ARRIVED","PT Steel Indonesia"
"cmioppmge07hu96temg5uf3vn","cmioppkj206fl96texosmci3a","Banjarmasin","Suralaya","2025-12-30T18:34:27.675Z","2025-12-31T00:34:27.675Z",4864.421577499545,4968.983548437619,"SAILING","PT Semen Indonesia"
"cmioppmgg07hw96tezvderw5b","cmioppkj406fm96tewmzlug3b","Muara Pantai","Tanjung Priok","2025-12-16T07:47:30.092Z","2025-12-17T08:47:30.092Z",4287.778169840833,,"CANCELLED","PT Petrokimia"
"cmioppmgk07hy96tekp01vtij","cmioppkj606fn96teb5gyv3s8","Sangatta","Cilacap","2025-12-19T07:19:02.057Z","2025-12-20T08:19:02.057Z",4792.593432829954,4585.643372150676,"SAILING","PT Pupuk Indonesia"
"cmioppmgm07i096te0tw7esqw","cmioppkj706fo96tet05blvyn","Tarakan","Gresik","2025-12-23T16:20:57.804Z","2025-12-24T07:20:57.804Z",3688.358313625044,3792.978304236375,"STANDBY","PT Semen Indonesia"
"cmioppmgo07i296tegvlth0w2","cmioppkj906fp96tesks6e22m","Muara Pantai","Merak","2025-12-22T06:38:09.930Z","2025-12-22T20:38:09.930Z",2357.300995802019,,"CANCELLED","PT Semen Indonesia"
"cmioppmgq07i496teg5nlrqzp","cmioppkja06fq96te4r6k4ko1","Banjarmasin","Tanjung Priok","2025-12-23T13:42:22.228Z","2025-12-23T21:42:22.228Z",3381.789709260452,3247.247117367144,"ARRIVED","PT Semen Indonesia"
"cmioppmgt07i696te3d2grtc2","cmioppkjb06fr96tehyqyj8ar","Kariangau","Gresik","2025-12-19T16:21:05.904Z","2025-12-20T16:21:05.904Z",2553.281104405184,2432.166757065071,"STANDBY","PT Semen Indonesia"
"cmioppmgw07i896tetljvzx6m","cmioppkjd06fs96teksstg7pw","Muara Pantai","Suralaya","2025-12-24T07:25:03.488Z","2025-12-25T07:25:03.488Z",3597.738385859248,,"SAILING","PT Steel Indonesia"
"cmioppmh007ia96tesvnr0zgj","cmioppkje06ft96temp6bk9q0","Tarakan","Paiton","2025-12-21T03:57:36.141Z","2025-12-22T07:57:36.141Z",3416.644233367121,3345.031033113935,"LOADING","PT Semen Indonesia"
"cmioppmh307ic96teis7837tl","cmioppkjg06fu96tegq66uuff","Banjarmasin","Suralaya","2025-12-30T19:40:03.871Z","2025-12-31T18:40:03.871Z",1822.915566057081,1776.544476024202,"ARRIVED","PT Petrokimia"
"cmioppmh607ie96te8ywq3r5l","cmioppkji06fv96te8dayxfgk","Samarinda","Gresik","2025-12-31T13:37:59.785Z","2026-01-01T02:37:59.785Z",2679.808783562957,,"CANCELLED","PT Pupuk Indonesia"
"cmioppmh807ig96tezohdw8a5","cmioppkjk06fw96te1snzljey","Kariangau","Gresik","2025-12-20T17:01:57.271Z","2025-12-21T04:01:57.271Z",3728.953814916023,,"SCHEDULED","PT Pupuk Indonesia"
"cmioppmhb07ii96tecnfd5ppk","cmioppkjm06fx96te431jg0ws","Kariangau","Merak","2025-12-27T02:19:05.384Z","2025-12-28T01:19:05.384Z",1558.839166554209,1584.277573515211,"LOADING","PT Petrokimia"
"cmioppmhd07ik96temhfynlgy","cmioppkjn06fy96tejz99mrl4","Tanjung Bara","Suralaya","2025-12-23T20:43:01.373Z","2025-12-24T10:43:01.373Z",1909.588082325377,,"ARRIVED","PT Petrokimia"
"cmioppmhg07im96tekwf0fvcy","cmioppkjp06fz96te4jq6if5r","Balikpapan","Cilacap","2025-12-23T07:13:50.263Z","2025-12-23T13:13:50.263Z",1914.486392426954,,"DISCHARGING","PLN"
"cmioppmhj07io96tefvt5dnwt","cmioppkjq06g096te7a23ficb","Kariangau","Merak","2025-12-25T22:49:18.048Z","2025-12-26T20:49:18.048Z",4620.356823052394,4655.476112684778,"SAILING","PT Semen Indonesia"
"cmioppmhl07iq96tebzw92ptd","cmioppkjs06g196tee77o7p4s","Tanjung Bara","Suralaya","2025-12-23T01:31:15.462Z","2025-12-23T22:31:15.462Z",3046.151657730315,3022.337608749822,"LOADING","PT Pupuk Indonesia"
"cmioppmhn07is96tek46gzjp4","cmioppkjt06g296tegrr03tn8","Tanjung Bara","Lontar","2025-12-24T19:45:14.663Z","2025-12-25T10:45:14.663Z",2344.29099269275,,"SCHEDULED","PLN"
"cmioppmhp07iu96tezhugsny0","cmioppkjv06g396teqei4limt","Banjarmasin","Merak","2025-12-25T04:55:41.528Z","2025-12-26T09:55:41.528Z",5323.218879407393,,"SAILING","PT Pupuk Indonesia"
"cmioppmhr07iw96tetfwg25ee","cmioppkjx06g496tejodvb0y8","Samarinda","Lontar","2025-12-18T20:54:49.308Z","2025-12-19T13:54:49.308Z",3810.479344162178,3923.619865598869,"DISCHARGING","PT Steel Indonesia"
"cmioppmhu07iy96tekk81lgpu","cmioppkjy06g596tehex5f4ot","Tarakan","Lontar","2025-12-19T04:12:11.009Z","2025-12-19T13:12:11.009Z",2878.231009630484,,"SCHEDULED","PT Steel Indonesia"
"cmioppmhx07j096tesuv3z7go","cmioppkk006g696telxnz624l","Kariangau","Tanjung Priok","2025-12-17T19:33:22.734Z","2025-12-18T22:33:22.734Z",3524.490507050508,3356.187282150183,"CANCELLED","PT Steel Indonesia"
"cmioppmhz07j296te12ontygo","cmioppkk206g796teuteq4994","Tanjung Bara","Paiton","2025-12-22T15:56:27.282Z","2025-12-23T20:56:27.282Z",5421.429497744443,5414.927256586432,"LOADING","PT Pupuk Indonesia"
"cmioppmi207j496te81hovsym","cmioppkk306g896tes51err8t","Muara Pantai","Merak","2025-12-24T00:30:25.700Z","2025-12-25T02:30:25.700Z",4392.69206425423,4332.207768987666,"DISCHARGING","PT Steel Indonesia"
"cmioppmi407j696tea392a0g9","cmioppkk506g996te019r2oj4","Balikpapan","Merak","2025-12-25T03:28:09.985Z","2025-12-25T21:28:09.985Z",3692.47489704936,3696.50540080538,"ARRIVED","PT Petrokimia"
"cmioppmi607j896tem2n99an9","cmioppkk706ga96tevhr8fhtt","Banjarmasin","Tanjung Priok","2025-12-24T00:40:16.915Z","2025-12-24T10:40:16.915Z",2962.598713112659,,"LOADING","PT Petrokimia"
"cmioppmi907ja96tepyolgx8a","cmioppkk806gb96tezvi5ar9m","Balikpapan","Paiton","2025-12-24T16:48:20.062Z","2025-12-25T15:48:20.062Z",4368.764821806472,4248.503414441973,"DISCHARGING","PT Semen Indonesia"
"cmioppmie07je96te8rbatu1c","cmioppkkb06gd96teqp3nljty","Banjarmasin","Cilacap","2025-12-23T22:09:31.940Z","2025-12-24T04:09:31.940Z",3260.20702308606,3118.482001169943,"DISCHARGING","PT Pupuk Indonesia"
"cmioppmih07jg96tevudm0yoc","cmioppkkd06ge96tevosg79nx","Samarinda","Gresik","2025-12-19T23:27:33.501Z","2025-12-20T23:27:33.501Z",4866.857706153822,4704.72942503025,"COMPLETED","PLN"
"cmioppmil07jk96tehvrvp3iq","cmioppkkg06gg96tet4umguiy","Kariangau","Lontar","2025-12-16T05:46:04.490Z","2025-12-16T15:46:04.490Z",3796.366934577396,3853.490520389531,"SAILING","PT Petrokimia"
"cmioppmin07jm96te9lyx3ywl","cmioppkkh06gh96tesh23kiee","Samarinda","Paiton","2025-12-15T21:54:28.135Z","2025-12-16T15:54:28.135Z",4762.591354487694,,"SAILING","PT Semen Indonesia"
"cmioppmip07jo96tew3v9a1zs","cmioppkkj06gi96tenx9oo5bo","Tarakan","Merak","2025-12-25T10:05:08.863Z","2025-12-25T16:05:08.863Z",3970.014673965935,,"SAILING","PT Petrokimia"
"cmioppmis07jq96tep4m1bjzk","cmioppkkk06gj96tesgf8x9dd","Balikpapan","Paiton","2025-12-30T07:05:08.820Z","2025-12-30T14:05:08.820Z",4328.154414173961,,"ARRIVED","PT Petrokimia"
"cmioppmiu07js96teizpz13o7","cmioppkkm06gk96te8vgkwon5","Samarinda","Cilacap","2025-12-24T14:22:02.451Z","2025-12-25T12:22:02.451Z",4765.98469864673,4563.833583910614,"CANCELLED","PT Semen Indonesia"
"cmioppmix07ju96ter7f0eu1n","cmioppkkn06gl96tep6gkcwdt","Sangatta","Merak","2025-12-19T15:54:50.331Z","2025-12-20T15:54:50.331Z",3545.223570636326,,"ARRIVED","PT Steel Indonesia"
"cmioppmiz07jw96te4czk679m","cmioppkkp06gm96tei928p3yo","Balikpapan","Suralaya","2025-12-18T16:11:32.245Z","2025-12-19T05:11:32.245Z",4045.13104415574,4117.94997226021,"STANDBY","PT Pupuk Indonesia"
"cmioppmj207jy96teim2zo8lr","cmioppkkr06gn96te9m7av52k","Tanjung Bara","Cilacap","2025-12-30T16:08:24.636Z","2025-12-31T01:08:24.636Z",3413.443885922014,3371.357064737019,"ARRIVED","PT Petrokimia"
"cmioppmj507k096tezlsd65dh","cmioppkks06go96te793du5f4","Balikpapan","Suralaya","2025-12-14T19:43:10.555Z","2025-12-15T20:43:10.555Z",4584.169972415112,4564.210587435697,"SCHEDULED","PT Pupuk Indonesia"
"cmioppmj807k296tex5ufh8aq","cmioppkku06gp96tevho84q70","Banjarmasin","Tanjung Priok","2025-12-31T14:20:28.369Z","2026-01-01T04:20:28.369Z",4933.120979027934,4910.948448207126,"ARRIVED","PT Semen Indonesia"
"cmioppmjd07k496teo40jdb8c","cmioppkkw06gq96telh52895g","Tanjung Bara","Merak","2025-12-30T01:15:58.056Z","2025-12-30T11:15:58.056Z",1783.444779919399,1777.298501682058,"SCHEDULED","PLN"
"cmioppmjf07k696te4644m3y0","cmioppkky06gr96tedc8fyb9z","Muara Pantai","Tanjung Priok","2025-12-27T17:21:38.993Z","2025-12-28T09:21:38.993Z",4679.843425701722,4705.942794045091,"CANCELLED","PT Steel Indonesia"
"cmioppmjj07k896teska449uw","cmioppkl006gs96te7qa13q4y","Tarakan","Tanjung Priok","2025-12-16T00:26:02.993Z","2025-12-16T13:26:02.993Z",2321.195025229798,,"COMPLETED","PT Steel Indonesia"
"cmioppmjn07ka96teq3mc644r","cmioppkl206gt96te8ivgmpfe","Samarinda","Cilacap","2025-12-25T04:57:40.132Z","2025-12-26T02:57:40.132Z",3325.785615069647,3262.826088599276,"COMPLETED","PT Pupuk Indonesia"
"cmioppmjs07kc96te36gom4q2","cmioppkl306gu96te4wosryfm","Kariangau","Paiton","2025-12-16T03:14:19.206Z","2025-12-17T02:14:19.206Z",2930.641283847948,2885.690996944796,"STANDBY","PT Petrokimia"
"cmioppmjv07ke96teaglsaym3","cmioppkl506gv96teizxjjia7","Sangatta","Paiton","2025-12-18T09:34:33.603Z","2025-12-18T21:34:33.603Z",2741.038808521524,2681.514999451994,"DISCHARGING","PT Petrokimia"
"cmioppmjy07kg96te6a2sdy3a","cmioppkl706gw96tewzn9kj5i","Kariangau","Tanjung Priok","2025-12-20T09:07:18.363Z","2025-12-21T02:07:18.363Z",3171.288488232556,,"SAILING","PT Steel Indonesia"
"cmioppmk007ki96tezehif2bq","cmioppkl806gx96tew895jgsf","Sangatta","Cilacap","2025-12-31T00:22:08.907Z","2025-12-31T16:22:08.907Z",2700.409900726849,,"CANCELLED","PT Petrokimia"
"cmioppmk307kk96ted2lhmeoh","cmioppkla06gy96tenhte06xo","Samarinda","Tanjung Priok","2025-12-17T21:12:30.419Z","2025-12-19T02:12:30.419Z",3129.240220018497,3052.086866430417,"SAILING","PT Pupuk Indonesia"
"cmioppmk607km96texycour9q","cmioppklb06gz96tedrxoyir2","Tanjung Bara","Tanjung Priok","2025-12-24T23:02:22.812Z","2025-12-25T23:02:22.812Z",1953.708199414908,1922.795707011493,"CANCELLED","PLN"
"cmioppmk907ko96tegyxym8af","cmioppkle06h096teqlor8ctd","Banjarmasin","Tanjung Priok","2025-12-29T04:57:28.448Z","2025-12-29T21:57:28.448Z",1954.684485693509,1872.546068651261,"DISCHARGING","PT Pupuk Indonesia"
"cmioppmkb07kq96teqd99gnfk","cmioppklf06h196tersh6dcfy","Samarinda","Gresik","2025-12-29T13:18:44.424Z","2025-12-30T04:18:44.424Z",2712.688098700251,,"ARRIVED","PLN"
"cmioppmke07ks96tel92wtesc","cmioppklh06h296teoowh1v81","Sangatta","Merak","2025-12-25T10:29:31.235Z","2025-12-26T10:29:31.235Z",2468.267129407597,,"SAILING","PT Pupuk Indonesia"
"cmioppmkh07ku96te5l4oyvrv","cmioppklj06h396te5gnzrgv8","Sangatta","Paiton","2025-12-16T10:07:31.227Z","2025-12-17T09:07:31.227Z",1930.979950622015,1981.56293989908,"ARRIVED","PT Petrokimia"
"cmioppmkj07kw96temcyp86w0","cmioppklk06h496te1cgeujoh","Muara Pantai","Tanjung Priok","2025-12-16T15:52:22.179Z","2025-12-17T18:52:22.179Z",2874.476648915993,,"CANCELLED","PT Steel Indonesia"
"cmioppmkl07ky96tecant2otj","cmioppklm06h596teg4l8ajhn","Sangatta","Merak","2025-12-23T06:12:57.471Z","2025-12-23T21:12:57.471Z",3065.327406076866,,"SAILING","PT Steel Indonesia"
"cmioppmko07l096tevkngiui6","cmioppkln06h696te09oizyva","Kariangau","Gresik","2025-12-20T10:45:55.950Z","2025-12-21T12:45:55.950Z",4667.621473638947,,"LOADING","PT Petrokimia"
"cmioppmkr07l296tek4vhd4la","cmioppklp06h796teb226jgq9","Banjarmasin","Tanjung Priok","2025-12-19T21:13:15.127Z","2025-12-20T11:13:15.127Z",2901.839777130959,2819.066549521937,"STANDBY","PT Semen Indonesia"
"cmioppmkt07l496teukjdw0xm","cmioppklr06h896tef9wa12uf","Banjarmasin","Gresik","2025-12-24T18:25:01.009Z","2025-12-25T22:25:01.009Z",2509.38334059509,2457.895784400252,"STANDBY","PT Steel Indonesia"
"cmioppmmw07n296tejv0fbixq","cmioppkp006i796telyhbyrv2","Banjarmasin","Tanjung Priok","2025-12-23T02:29:50.890Z","2025-12-24T01:29:50.890Z",2118.867931909673,2070.24943139523,"ARRIVED","PLN"
"cmioppmkx07l896term6wznpy","cmioppklv06ha96te6f49au7y","Kariangau","Cilacap","2025-12-22T11:01:42.817Z","2025-12-23T04:01:42.817Z",4515.806878681931,,"DISCHARGING","PT Pupuk Indonesia"
"cmioppmkz07la96tennqkzxi7","cmioppklx06hb96te8ows9cdj","Sangatta","Lontar","2025-12-30T13:19:53.330Z","2025-12-31T18:19:53.330Z",4020.199696356598,3951.311874967622,"COMPLETED","PT Semen Indonesia"
"cmioppml207lc96tex6gbbsui","cmioppklz06hc96texrmcp19f","Banjarmasin","Cilacap","2025-12-14T19:44:03.823Z","2025-12-16T00:44:03.823Z",2721.074107087119,2776.792074808094,"LOADING","PLN"
"cmioppml407le96tek7g8kmn6","cmioppkm106hd96te6gs8046a","Balikpapan","Cilacap","2025-12-25T20:01:38.372Z","2025-12-26T17:01:38.372Z",4996.005190222555,,"SAILING","PT Semen Indonesia"
"cmioppml607lg96te5wegjnhz","cmioppkm306he96tenjcs1dfo","Samarinda","Cilacap","2025-12-28T15:24:00.049Z","2025-12-29T11:24:00.049Z",4730.422616145856,4671.27818767979,"DISCHARGING","PT Pupuk Indonesia"
"cmioppml907li96tecq0nqwqm","cmioppkm506hf96te9fojabxr","Tanjung Bara","Merak","2025-12-22T18:34:58.330Z","2025-12-23T00:34:58.330Z",4968.958381871465,,"ARRIVED","PT Petrokimia"
"cmioppmlb07lk96tec6axl8hn","cmioppkm706hg96termu68vrc","Samarinda","Suralaya","2025-12-27T00:16:20.545Z","2025-12-27T08:16:20.545Z",3143.412587691369,,"CANCELLED","PLN"
"cmioppmld07lm96te1b5ldxqn","cmioppkma06hh96tec62ccyoi","Tarakan","Suralaya","2025-12-25T07:19:11.244Z","2025-12-25T15:19:11.244Z",1700.329771825062,,"STANDBY","PT Petrokimia"
"cmioppmlf07lo96tezgtmmuoa","cmioppkmd06hi96teggphc5nf","Balikpapan","Paiton","2025-12-27T08:38:27.382Z","2025-12-28T00:38:27.382Z",1904.462443801763,1951.576376428223,"SCHEDULED","PT Semen Indonesia"
"cmioppmlh07lq96telm8njn8k","cmioppkmj06hj96tejgnnpe5p","Sangatta","Gresik","2025-12-16T08:30:14.687Z","2025-12-17T13:30:14.687Z",4773.890189852365,4793.858082393976,"STANDBY","PT Steel Indonesia"
"cmioppmlj07ls96te92f3fsz3","cmioppkmo06hk96teece8wibn","Sangatta","Cilacap","2025-12-15T01:17:14.330Z","2025-12-15T11:17:14.330Z",1751.615551483675,1773.831726362229,"SAILING","PLN"
"cmioppmlm07lu96tefhgm1nf8","cmioppkmv06hl96te9hwntdvh","Samarinda","Cilacap","2025-12-25T06:30:34.249Z","2025-12-25T12:30:34.249Z",5233.080784855808,5064.46011213942,"STANDBY","PT Steel Indonesia"
"cmioppmlo07lw96tehy891y26","cmioppkmz06hm96te9w7sgqs1","Muara Pantai","Lontar","2025-12-20T10:02:09.201Z","2025-12-20T19:02:09.201Z",2309.05253139222,2349.0867293949,"CANCELLED","PLN"
"cmioppmlq07ly96tes1jcqa2e","cmioppkn506hn96tetx5s2h2z","Kariangau","Suralaya","2025-12-23T05:17:14.122Z","2025-12-23T22:17:14.122Z",5123.62323407612,,"ARRIVED","PT Semen Indonesia"
